许可经营业务,发证机关,状态,营业许可证号,英文名称,经营场所,许可文号,法人,出资人,行政区划代码,旅行社名称,统一社会信用代码,办理时间
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ31294,"baishun travel (zhejiang) co., ltd.",浙江省宁波市海曙区蓝天路338号803-805室,浙旅许可(2020)173号,张国忠,"张哥忠,江苏百顺旅业发展有限公司",330000,百顺旅业（浙江）有限公司,91330203MA2H6WP99M,2020-12-09
境内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ31559,"hangzhou travel international travel service co.,ltd.",浙江省杭州市淳安县千岛湖镇青溪大道286号九楼906,浙旅许可(2022)51号,许静文,"方望君,杭州驴营地商务服务有限公司",330000,杭州游学国际旅行社有限公司,91330127MA2GL3TN01,2022-04-19
境内旅游业务,浙江省文化和旅游厅,有效,L-ZJ31944,anji qizhe travel service,浙江省湖州市安吉县荣大星城7楼,浙旅许可(2023)218号,沈琪君,浙江启蛰自然教育科技有限公司,330000,安吉启蛰旅行社有限公司,91330523MACL3QBD1W,2023-06-27
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ00746,暂无,绍兴市环城西路434号-1,浙旅许可(2009)746号,虞燕波,虞燕波/金梅,330000,绍兴友好国际旅游有限责任公司,91330602792077662M,2017-04-14
境内旅游业务,浙江省文化和旅游厅,有效,L-ZJ31851,wenzhou yuanhang tourism co. ltd,温州市平阳县水头镇腾龙东路465,浙旅许可(2023)125号,王声敏,王声敏,330000,温州源航旅游有限公司,91330326MACE3JDA4L,2023-04-21
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ32100,"hangzhou boao yanxue travel agency co., ltd.",浙江省杭州市萧山区宁围街道市心北路828号萧山农业大厦1幢11层1108室（自主分割）,浙旅许可(2023)375号,林亚娟,林亚娟,330000,杭州博奥研学旅行社有限公司,91330106MA2CD74Y5T,2023-09-28
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ01503,暂无,塘下镇塘川南街43号,浙旅许可(2010)25号,徐焕春,徐焕春/岑小琴,330000,瑞安市大众旅游有限公司,9133038155053690XD,2010-01-29
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ01868,暂无,金华市婺州街818号,浙旅许可(2011)178号,周达,陈秀华/周达,330000,金华市清川旅行社有限公司,91330701583596650P,2011-09-09
"国内旅游业务,入境旅游业务",浙江省旅游局,有效,L-ZJ30247,Taizhou Highway Travel Agency Co. ，Ltd,台州市天和路95号23层11室,浙旅许可(2016)45号,杨莹莹,台州高速旅游开发有限公司,330000,台州高速旅行社有限公司,91331000355470757Y,2016-04-18
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ01556,"hangzhou mango travel agency co.,ltd.",浙江省杭州市上城区清泰街507，509号富春大厦1806室,浙旅许可(2010)78号,余晓燕,"余乃璇,周锋,余晓燕",330000,杭州芒果旅行社有限公司,91330102552676199H,2017-04-28
境内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ01564,"songyang fun travel co.,ltd.",浙江省丽水市松阳县西屏街道江滨东路153号,浙旅许可(2010)86号,黄乐梅,"黄乐梅,徐君丽",330000,松阳县同乐旅游有限公司,913311245540352216,2017-01-16
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ00690,暂无,杭州市下城区建国北路25号,浙旅许可(2009)690号,汪俊,汪俊,330000,杭州俊诚旅行社有限公司,91330103670619558R,2009-08-07
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ31788,ningbo future tourism co.ltd,宁波市海曙区灵桥路419号新景江大厦四楼（4-9）室,浙旅许可(2023)61号,丁小杏,丁小杏,330000,宁波前程旅游有限公司,91330225577526592U,2023-03-13
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ02299,"Haiyan Guomao Travel Service  Co. , Ltd",武原镇友谊路37号鸿翔财富广场A幢801室,浙旅许可(2013)133号,俞燕红,俞燕红,330000,海盐国贸旅行社有限公司,91330424077552014T,2016-03-14
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ31517,91330203ma7ebrgn6a,浙江省宁波市海曙区壹都文化广场23号（4-9）室,浙旅许可(2022)9号,苏启飞,"苏启飞,何卫国",330000,浙江唯景国际旅行社有限公司,91330203MA7EBRGN6A,2022-02-08
"国内旅游业务,入境旅游业务",浙江省旅游局,有效,L-ZJ30232,Xian ju Haze Travel Agency,仙居县南峰北路13号,浙旅许可(2016)30号,徐炎萍,徐炎萍/徐江亚,330000,仙居县烟霞旅行社有限公司,91331024MA28G74MX2,2016-03-10
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ30724,"wenzhou kailai travel service co., ltd.",浙江省温州市鹿城区吴桥路国脉花苑1幢101室-3,浙旅许可(2018)105号,潘凯琼,"潘凯琼,马晓",330000,温州凯莱旅游有限公司,91330302MA2CNQEX7R,2018-05-04
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ31374,"ningbo mingcheng international?travel service co.,ltd.",浙江省宁波市海曙区马园路455号203室,浙旅许可(2021)57号,滕艳兰,"滕永福,滕艳兰",330000,宁波明程国际旅行社有限公司,91330203MA2J5P7D46,2021-04-12
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ31872,"zhejiang xingyi cultural tourism co., ltd",浙江省金华市婺城区西关街道南湖花园d幢17室(自主申报）,浙旅许可(2023)146号,邢云儿,"邢云儿,邢禄庆",330000,浙江星翼文化旅游有限公司,91330701MAC8EYK37J,2023-06-14
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ00389,暂无,玉环县玉城街道双港路189号,浙旅许可(2009)389号,金祥友,金祥友,330000,玉环山水旅游有限公司,91331021753034897T,2015-09-29
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ31492,"zhejiang qijing travel agency co., ltd.",浙江省湖州市凤凰街道美欣商务大厦820室3层-1,浙旅许可(2021)176号,俞佳豪,吴越文旅产业有限公司,330000,浙江奇境旅行社有限公司,91330501MA2JKRQ9XD,2021-09-16
国内旅游业务,浙江省旅游局,有效,L-ZJ00892,暂无,江山市双塔街道凝秀南路462幢201室,浙旅许可(2009)892号,陈洋森,陈洋森,330000,江山绿业旅游有限公司,91330881786430650M,2012-06-11
"国内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ01893,"hangzhou gete travel agency co., ltd.",浙江省杭州市下城区东方茂商业中心3幢1640室,浙旅许可(2011)203号,张慧文,张慧文,330000,杭州歌特旅行社有限公司,91330103583219310G,2016-12-30
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ32232,"hangzhou youge travel agency co.,ltd.",浙江省杭州市上城区丁兰街道杭玻街159号杭地春华邻里中心2幢801室-1,浙旅许可(2024)37号,方鹏远,"方鹏远,汪家驹",330000,杭州优格旅行社有限公司,91330102MA8GF2QC71,2024-01-30
境内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ30435,"deqing  baitong  travel  service  co.,ltd.",浙江省湖州市德清县武康街道东苑新村65幢1304室-2,浙旅许可（2017）51号,潘水云,潘水云,330000,德清百通旅行社有限公司,91330521MA28CR2J5E,2017-03-13
境内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ30983,"ningbo yacheng tourism co., ltd.",浙江省宁波市镇海区招宝山街道胜利路235号,浙旅许（2019）93号,杨明亮,"杨明亮,钟斌,彭兆迎,陈宝华",330000,宁波雅程旅游有限公司,91330206MA2CMQFM87,2019-05-13
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ01374,暂无,金华市将军路281号,浙旅许可(2009)1352号,丁昕,丁昕/朱萍,330000,金华新世纪旅行社有限公司,913307022549751584,2009-10-16
境内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ31340,taizhou happy travel service co.ltd.,浙江省台州市椒江区葭沚街道工人西路1092号（自主申报）,浙旅许可（2021）23号,丁春娇,丁春娇,330000,台州喜途旅行社有限公司,91331002MA2K9U8Y9Y,2021-03-02
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ00630,暂无,温岭市松门镇天竺北路33号,浙旅许可(2009)630号,陈永莉,陈永莉,330000,台州市天下行国际旅行社有限公司,91331081665186540N,2014-02-20
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ01388,"Ninbgo Landscape Tourism Co., Ltd.",宁波市鄞州区嵩江中路928号,浙旅许可(2009)1366号,叶琪杰,叶智明/竺如伦/叶琪杰/张菊英/周如海/徐斌,330000,宁波山水旅游有限公司,91330212717216677Y,2016-11-02
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ00034,"zhejiang yehui travel agency co.,ltd.",浙江省杭州市江干区白云大厦2幢1005-2室,浙旅许可(2009)34号,黄锦凤,"杭州崇旭投资有限公司,杭州武略股权投资基金合伙企业（有限合伙）",330000,浙江椰晖旅行社有限公司,9133010477660694X2,2016-03-02
境内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ00327,"wulin?international?travel?service?(hangzhou)?co.,ltd.?",浙江省杭州市上城区江城路889号香榭大厦9楼d9-1室（自主申报）,浙旅许可(2009)327号,陈笑佳,"冯文远,陈笑佳",330000,武林国际旅行社（杭州）有限公司,91330102143162728E,2014-10-17
境内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ30865,"jingning huadong she township travel agency co., ltd",浙江省丽水市景宁畲族自治县红星街道团结西路1-2号,浙旅许可(2018)246号,马金波,"马金波,朱妙娟",330000,景宁花动畲乡旅行社有限公司,91331127MA2A1X638A,2018-11-16
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ02078,暂无,杭州市灵溪北路21号合生国贸中心六号楼五楼D座,浙旅许可(2012)133号,徐俊,徐俊/徐楚云/何杭东,330000,杭州三鼎旅行社有限公司,91330106599590720F,2013-12-20
"国内旅游业务,入境旅游业务",浙江省旅游局,有效,L-ZJ30049,"pujiang jinqiu travel service co.,ltd",浙江省浦江县西山北路183-78号,浙旅许可(2015)35号,王东烽,"王东烽,金莉梅,张敬,陈晓霞,陈靛",330000,浦江金秋旅行社有限公司,913307263299349171,2015-03-03
"国内旅游业务,入境旅游业务",浙江省旅游局,有效,L-ZJ30508,"Hangzhou Yilan Travel Agency Co.,Ltd.",浙江省杭州市滨江区长河街道滨盛路1870号柏悦轩1502室,浙旅许可(2017)124号,王伟,启蓝控股集团有限公司/王伟,330000,杭州驿蓝旅行社有限公司,91330108MA28R1JF1J,2017-06-16
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ32034,"wenzhou greenbird tourism co., ltd",浙江省温州市瓯海区景山街道雪山路景山组团14幢106室,浙旅许可(2023)309号,叶俊博,"叶俊博,潘小春,周海强",330000,温州青鸟旅游服务有限公司,91330302MAC75X934T,2023-08-08
境内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ30859,"hangzhou red pomegranate cultural tourism development co.,ltd.",浙江省杭州市临平区东湖街道碧云阁6幢邱山大街634号,浙旅许可(2018)240号,邓顺强,邓顺强,330000,杭州红石榴文化旅游发展有限公司,91330100MA2CDYRX7N,2018-11-05
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ02067,"zhejiang wanmei travel agency co.,ltd.",杭州天竺路14号,浙旅许可(2012)122号,李建伟,"李建伟,李慧娟,汪晶",330000,浙江万美旅行社有限公司,91330101596646071C,2016-07-01
"国内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ30981,"zhejiang tang poetry road  tourism and culture co., ltd.",浙江省台州市天台县和合西街20号,浙旅许可(2019)91号,许增国,"王碧飞,许增国",330000,浙江唐诗之路旅行社有限公司,91331023MA28H85M4T,2019-05-05
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ00146,暂无,淳安县千岛湖镇环湖南路1号3单元1811室,浙旅许可(2009)146号,徐华强,徐华强/王爱冬,330000,杭州淳安千岛湖永安旅行社有限公司,913301277909172854,2010-03-05
"国内旅游业务,入境旅游业务",浙江省旅游局,有效,L-ZJ30275,"wenzhou shanhai international travel service co.,ltd.",苍南县龙港镇锦绣名园品茗轩13幢商铺53号,浙旅许可(2016)73号,陈小海,"陈小海,高小秋,郑佳佳",330000,温州山海国际旅游有限公司,91330327MA285H3Y99,2016-09-14
境内旅游业务,浙江省文化和旅游厅,有效,L-ZJ31436,xiangshanxianyuguangmanjingtravelserviceco.ltd,浙江省宁波市象山县石浦镇渔港中路58号（海峡广场）5号楼一楼,浙旅许可(2021)120号,夏频,象山石浦渔港旅游发展有限公司,330000,象山县渔光漫景旅行社有限公司,91330225MA2J6X799G,2022-09-19
"国内旅游业务,入境旅游业务",浙江省旅游局,有效,L-ZJ30635,"Shengsi roaming Travel Agency Co., Ltd",浙江省嵊泗县菜园镇云龙路6号三楼3-4号房,浙旅许可(2018)16号,顾恩,顾恩,330000,嵊泗漫游旅行社有限公司,91330922MA2A262J50,2018-01-25
"国内旅游业务,入境旅游业务",浙江省旅游局,有效,L-ZJ30314,"Hangzhou Xinyuan Travel Service Co . , Ltd",杭州市余杭区余杭街道恒合金座1幢1106、1107、1115室,浙旅许可(2016)112号,童梦翔,童梦翔,330000,杭州鑫缘旅行社有限公司,91330110MA27WUJP90,2016-07-29
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ31416,"wencheng shunfeng tourism co., ltd",浙江省温州市文成县大峃镇建设路135号（靠市场第九间））,浙旅许可(2021)100号,胡克乐,"胡克乐,卓联斌",330000,文成县舜风旅游有限公司,91330328MA2L1A0P7N,2021-06-10
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ01238,暂无,温州市游泳桥路1号,浙旅许可(2009)1236号,章美燕,温州湖滨饭店,330000,温州湖滨旅行社,91330302741045564G,2009-09-14
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ31197,"jiande zhaoshang tourism co.,ltd.",浙江省杭州市建德市新安江街道新安路新世纪大厦1-1302室,浙旅许可(2020)76号,汪秀芳,汪秀芳,330000,建德昭商旅游有限公司,91330182MA2HX4904A,2020-06-02
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ02121,暂无,温州市新城万源路宏都花苑8幢111号,浙旅许可(2012)176号,施光涛,施光涛/曾平添,330000,温州兴发国际旅游有限公司,913303020568770477,2012-10-26
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ31260,"hangzhou yuhang jingshan tourism resort co.,ltd.",浙江省杭州市余杭区径山镇双溪村凉亭头118号1幢,浙旅许可(2020)139号,庞卫华,杭州余杭旅游集团有限公司,330000,杭州余杭径山旅游度假有限公司,9133011055519606XE,2020-09-01
境内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ01209,"taishun jiaoyun travel service co.,ltd.",浙江省温州市泰顺县罗阳镇泰庆北路438号,浙旅许可（2009）1207号,周晓锋,温州交运集团泰顺有限公司,330000,泰顺县交运旅游有限公司,91330329704380080T,2013-08-28
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ00365,暂无,海盐县武原镇金涌花园2区2幢05室,浙旅许可(2009)365号,封林娟,封林娟/董月芬,330000,海盐阳光假日旅行社有限公司,913304246628697171,2011-12-31
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ02091,暂无,黄岩西城街道县前社居塔院头路76号,浙旅许可(2012)146号,王敏,王敏/王惠德/叶峻,330000,台州市天地美商务旅游有限公司,9133100305282735X9,2012-08-31
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ01382,暂无,湖州市青铜路699号B幢（科技创业园内）,浙旅许可(2009)1360号,曹雪峰,湖州旅游发展有限公司,330000,湖州网络旅行社有限公司,913305026970220223,2009-10-27
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ31772,"zhejiang youyou international travel service co., ltd",浙江省金华市磐安县安文街道花溪路519号二楼,浙旅许可(2023)45号,张明华,"张明华,尹宁",330000,浙江游友国际旅行社有限公司,91330727MAC938DQ0L,2023-02-28
境内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ01671,"wuyi travel agency co., ltd",浙江省金华市武义县壶山街道城温泉路55号东起第二间（自主申报）,浙旅许可（2010）193号,茅宜,"茅宜,吴芬女",330000,武义旅行社有限公司,9133072314751791XN,2010-11-23
