学年,院校(英文),院校(中文),学科级别(英文),学科级别(中文),课程类别(英文),课程类别(中文),课程名称(英文),课程名称(中文),学习范畴(英文),学习范畴(中文),一般修业期
2023/24,The University of Hong Kong - HKU SPACE Community College,香港大学附属学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Data Science,数据科学高级文凭,Computer Science and Information Technology,计算机科学及信息科技,2
2023/24,The University of Hong Kong - HKU SPACE Community College,香港大学附属学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Dental Hygiene,牙科卫生护理高级文凭,"Medicine, Dentistry and Health Sciences",医科、牙医学及健康科学,2
2023/24,The University of Hong Kong - HKU SPACE Community College,香港大学附属学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Engineering,工程学高级文凭,Engineering and Technology,工程及科技,2
2023/24,The University of Hong Kong - HKU SPACE Community College,香港大学附属学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in eSports,电子竞技高级文凭,Computer Science and Information Technology,计算机科学及信息科技,2
2023/24,The University of Hong Kong - HKU SPACE Community College,香港大学附属学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Geotechnical Engineering,土力工程高级文凭,Engineering and Technology,工程及科技,2
2023/24,The University of Hong Kong - HKU SPACE Community College,香港大学附属学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Global Supply Chain Management,环球供应链管理高级文凭,Business and Management,商业及管理,2
2023/24,The University of Hong Kong - HKU SPACE Community College,香港大学附属学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Healthcare and Health Plan Administration,医护与健保行政高级文凭,"Medicine, Dentistry and Health Sciences",医科、牙医学及健康科学,2
2023/24,The University of Hong Kong - HKU SPACE Community College,香港大学附属学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Information Security,信息保安高级文凭,Computer Science and Information Technology,计算机科学及信息科技,2
2023/24,The University of Hong Kong - HKU SPACE Community College,香港大学附属学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Information Technology,信息科技高级文凭,Computer Science and Information Technology,计算机科学及信息科技,2
2023/24,The University of Hong Kong - HKU SPACE Community College,香港大学附属学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Interior Design,室内设计高级文凭,"Arts, Design and Performing Arts",艺术、设计、表演艺术,2
2023/24,The University of Hong Kong - HKU SPACE Community College,香港大学附属学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Library and Information Management,图书馆及信息管理高级文凭,Social Sciences,社会科学,2
2023/24,The University of Hong Kong - HKU SPACE Community College,香港大学附属学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Marketing,市场学高级文凭,Business and Management,商业及管理,2
2023/24,The University of Hong Kong - HKU SPACE Community College,香港大学附属学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in New Media and Communication,新媒体与传播高级文凭,"Mass Media and Communications, Journalism and Public Relations",大众传媒及传播、新闻及公共关系,2
2023/24,The University of Hong Kong - HKU SPACE Community College,香港大学附属学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Public Relations and Corporate Communications,公关及企业传讯高级文凭,Business and Management,商业及管理,2
2023/24,The University of Hong Kong - HKU SPACE Community College,香港大学附属学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Translation and Interpretation,翻译及传译高级文凭,Languages and Related Studies,语言及相关科目,2
2023/24,The University of Hong Kong - HKU SPACE Community College,香港大学附属学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Visual Communication,视像传意高级文凭,"Arts, Design and Performing Arts",艺术、设计、表演艺术,2
2023/24,Tung Wah College,东华学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Education (Honours) in Early Childhood Education,幼儿教育(荣誉)教育学士,Education,教育,4
2023/24,Tung Wah College,东华学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Health Information and Services Management (Honours),医疗信息及服务管理(荣誉)学士,Business and Management,商业及管理,4
2023/24,Tung Wah College,东华学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Health Science (Honours) in Nursing,护理学(荣誉)健康科学学士,"Medicine, Dentistry and Health Sciences",医科、牙医学及健康科学,5
2023/24,Tung Wah College,东华学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Management (Honours) in Social and Business Sustainability,社商企业持续发展(荣誉)管理学学士,Business and Management,商业及管理,4
2023/24,Tung Wah College,东华学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Science (Honours) in Applied Gerontology,应用老年学(荣誉)理学士,"Medicine, Dentistry and Health Sciences",医科、牙医学及健康科学,4
2023/24,Tung Wah College,东华学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Science (Honours) in Biomedical Science,生物医学(荣誉)理学士,"Medicine, Dentistry and Health Sciences",医科、牙医学及健康科学,4
2023/24,Tung Wah College,东华学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Science (Honours) in Forensic Biomedical Science,法证生物医学(荣誉)理学士,"Medicine, Dentistry and Health Sciences",医科、牙医学及健康科学,4
2023/24,Tung Wah College,东华学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Science (Honours) in Medical Laboratory Science,医疗化验科学(荣誉)理学士,"Medicine, Dentistry and Health Sciences",医科、牙医学及健康科学,4
2023/24,Tung Wah College,东华学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Science (Honours) in Occupational Therapy,职业治疗学(荣誉)理学士,"Medicine, Dentistry and Health Sciences",医科、牙医学及健康科学,4
2023/24,Tung Wah College,东华学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Science (Honours) in Physiotherapy,物理治疗学(荣誉)理学士,"Medicine, Dentistry and Health Sciences",医科、牙医学及健康科学,4
2023/24,Tung Wah College,东华学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Science (Honours) in Radiation Therapy,放射治疗学(荣誉)理学士,"Medicine, Dentistry and Health Sciences",医科、牙医学及健康科学,4
2023/24,Tung Wah College,东华学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Social Science (Honours) in Applied Psychology,应用心理学(荣誉)社会科学学士,Social Sciences,社会科学,4
2023/24,Tung Wah College,东华学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Early Childhood Education,幼儿教育高级文凭,Education,教育,2
2023/24,Tung Wah College,东华学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Health Science,健康科学高级文凭,"Medicine, Dentistry and Health Sciences",医科、牙医学及健康科学,2
2023/24,Tung Wah College,东华学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Nursing,护理学高级文凭,"Medicine, Dentistry and Health Sciences",医科、牙医学及健康科学,2
2023/24,Tung Wah College,东华学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Psychology,心理学高级文凭,Social Sciences,社会科学,2
2023/24,Tung Wah College,东华学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Education (Honours) in Early Childhood Education - Year 3 entry,幼儿教育(荣誉)教育学士 - 三年级入学,Education,教育,2
2023/24,Tung Wah College,东华学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Health Information and Services Management (Honours) - Year 3 entry,医疗信息及服务管理(荣誉)学士 - 三年级入学,Business and Management,商业及管理,2
2023/24,Tung Wah College,东华学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Health Science (Honours) in Nursing - Year 3 entry,护理学(荣誉)健康科学学士 - 三年级入学,"Medicine, Dentistry and Health Sciences",医科、牙医学及健康科学,3
2023/24,Tung Wah College,东华学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Management (Honours) in Social and Business Sustainability - Year 3 entry,社商企业持续发展(荣誉)管理学学士 - 三年级入学,Business and Management,商业及管理,2
2023/24,Tung Wah College,东华学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Science (Honours) in Applied Gerontology - Year 3 entry,应用老年学(荣誉)理学士 - 三年级入学,"Medicine, Dentistry and Health Sciences",医科、牙医学及健康科学,2
2023/24,Tung Wah College,东华学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Science (Honours) in Biomedical Science - Year 3 entry,生物医学(荣誉)理学士 - 三年级入学,"Medicine, Dentistry and Health Sciences",医科、牙医学及健康科学,2
2023/24,Tung Wah College,东华学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Science (Honours) in Forensic Biomedical Science - Year 3 entry,法证生物医学(荣誉)理学士,"Medicine, Dentistry and Health Sciences",医科、牙医学及健康科学,2
2023/24,Tung Wah College,东华学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Social Science (Honours) in Applied Psychology - Year 3 entry,应用心理学(荣誉)社会科学学士 - 三年级入学,Social Sciences,社会科学,2
2023/24,UOW College Hong Kong,香港伍伦贡学院,Degree,学士学位,Bachelor's Degree,学士学位课程,"Bachelor of Arts (Honours) in Chinese Language, Literature and Communication",中国语言文学及传意（荣誉）文学士,Languages and Related Studies,语言及相关科目,4
2023/24,UOW College Hong Kong,香港伍伦贡学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Japanese Studies,日本研究 (荣誉) 文学士,Languages and Related Studies,语言及相关科目,4
2023/24,UOW College Hong Kong,香港伍伦贡学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Aviation (Honours) in Operations and Management,营运及管理 (荣誉) 航空学士,Business and Management,商业及管理,4
2023/24,UOW College Hong Kong,香港伍伦贡学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Banking and Financial Technology (Honours),银行及金融科技学士(荣誉),Business and Management,商业及管理,4
2023/24,UOW College Hong Kong,香港伍伦贡学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Maritime Services and Operations Management (Honours),航运服务及营运管理学士(荣誉),Business and Management,商业及管理,4
2023/24,UOW College Hong Kong,香港伍伦贡学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Marketing and Supply Chain Management (Honours),市场及供应链管理学士(荣誉),Business and Management,商业及管理,4
2023/24,UOW College Hong Kong,香港伍伦贡学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Science (Honours) in Artificial Intelligence,人工智能(荣誉)理学士,Computer Science and Information Technology,计算机科学及信息科技,4
2023/24,UOW College Hong Kong,香港伍伦贡学院,Degree,学士学位,Bachelor's Degree,学士学位课程,Bachelor of Science (Honours) in Smart-City Technology and Urban Informatics,智慧城市科技与城市信息学(荣誉)理学学士,Engineering and Technology,工程及科技,4
2023/24,UOW College Hong Kong,香港伍伦贡学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Arts in Applied Chinese Studies,文学副学士(应用中文),Languages and Related Studies,语言及相关科目,2
2023/24,UOW College Hong Kong,香港伍伦贡学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Arts in Bilingual Communication Studies (Japanese and Chinese),文学副学士(双语传意)(日语及中文),Languages and Related Studies,语言及相关科目,2
2023/24,UOW College Hong Kong,香港伍伦贡学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Arts in Bilingual Communication Studies (Korean and Chinese),文学副学士(双语传意)(韩语及中文),Languages and Related Studies,语言及相关科目,2
2023/24,UOW College Hong Kong,香港伍伦贡学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Arts in Digital Visual Design,文学副学士(数码视觉设计),"Arts, Design and Performing Arts",艺术、设计、表演艺术,2
2023/24,UOW College Hong Kong,香港伍伦贡学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Arts in English for Professional Communication,文学副学士(专业英语传意),Languages and Related Studies,语言及相关科目,2
2023/24,UOW College Hong Kong,香港伍伦贡学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Business Administration in Accountancy,工商管理副学士(会计学),Business and Management,商业及管理,2
2023/24,UOW College Hong Kong,香港伍伦贡学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Business Administration in Financial Services,工商管理副学士(金融服务),Business and Management,商业及管理,2
2023/24,UOW College Hong Kong,香港伍伦贡学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Business Administration in General Management,工商管理副学士(工商管理),Business and Management,商业及管理,2
2023/24,UOW College Hong Kong,香港伍伦贡学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Business Administration in Global Logistics and Supply Chain Management,工商管理副学士(环球物流及供应链管理),Business and Management,商业及管理,2
2023/24,UOW College Hong Kong,香港伍伦贡学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Business Administration in Human Resources Management,工商管理副学士(人力资源管理),Business and Management,商业及管理,2
2023/24,UOW College Hong Kong,香港伍伦贡学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Business Administration in Marketing,工商管理副学士(市场学),Business and Management,商业及管理,2
2023/24,UOW College Hong Kong,香港伍伦贡学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Engineering,工程学副学士,Engineering and Technology,工程及科技,2
2023/24,UOW College Hong Kong,香港伍伦贡学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Science in Airport Operations and Aviation Logistics,理学副学士(机场营运及航空物流),Business and Management,商业及管理,2
2023/24,UOW College Hong Kong,香港伍伦贡学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Science in Creative and Interactive Media Production,理学副学士(媒体创作),"Arts, Design and Performing Arts",艺术、设计、表演艺术,2
2023/24,UOW College Hong Kong,香港伍伦贡学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Science in Information Systems Development,理学副学士(信息系统),Computer Science and Information Technology,计算机科学及信息科技,2
2023/24,UOW College Hong Kong,香港伍伦贡学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Science in Network and Systems Administration,理学副学士(网络及系统管理),Computer Science and Information Technology,计算机科学及信息科技,2
2023/24,UOW College Hong Kong,香港伍伦贡学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Social Science,社会科学副学士,Social Sciences,社会科学,2
2023/24,UOW College Hong Kong,香港伍伦贡学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Social Science in Applied Psychology,社会科学副学士(应用心理学),Social Sciences,社会科学,2
2023/24,UOW College Hong Kong,香港伍伦贡学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Social Science in Social Work,社会科学副学士(社会工作),Social Sciences,社会科学,2
2023/24,UOW College Hong Kong,香港伍伦贡学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Application Systems Development,应用系统开发高级文凭,Computer Science and Information Technology,计算机科学及信息科技,2
2023/24,UOW College Hong Kong,香港伍伦贡学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Computer Network and Systems Administration,计算机网络及系统管理高级文凭,Computer Science and Information Technology,计算机科学及信息科技,2
2023/24,UOW College Hong Kong,香港伍伦贡学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Creative Media Production,创意媒体制作高级文凭,"Arts, Design and Performing Arts",艺术、设计、表演艺术,2
2023/24,UOW College Hong Kong,香港伍伦贡学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,"Bachelor of Arts (Honours) in Chinese Language, Literature and Communication - Year 3 Entry",中国语言文学及传意（荣誉）文学士 - 三年级入学,Languages and Related Studies,语言及相关科目,2
2023/24,UOW College Hong Kong,香港伍伦贡学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Japanese Studies - Year 3 Entry,日本研究 (荣誉) 文学士 - 三年级入学,Languages and Related Studies,语言及相关科目,2
2023/24,UOW College Hong Kong,香港伍伦贡学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Aviation (Honours) in Operations and Management - Year 3 Entry,营运及管理 (荣誉) 航空学士 - 三年级入学,Business and Management,商业及管理,2
2023/24,UOW College Hong Kong,香港伍伦贡学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Banking and Financial Technology (Honours) - Year 3 Entry,银行及金融科技学士(荣誉) - 三年级入学,Business and Management,商业及管理,2
2023/24,UOW College Hong Kong,香港伍伦贡学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration (Honours) in Finance - Year 3 Entry,金融学 (荣誉) 工商管理学士 - 三年级入学,Business and Management,商业及管理,2
2023/24,UOW College Hong Kong,香港伍伦贡学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Communication and Media,Bachelor of Communication and Media,"Mass Media and Communications, Journalism and Public Relations",大众传媒及传播、新闻及公共关系,1
2023/24,UOW College Hong Kong,香港伍伦贡学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Computer Science,Bachelor of Computer Science,Computer Science and Information Technology,计算机科学及信息科技,1
2023/24,UOW College Hong Kong,香港伍伦贡学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Maritime Services and Operations Management (Honours) - Year 3 Entry,航运服务及营运管理学士(荣誉) - 三年级入学,Business and Management,商业及管理,2
2023/24,UOW College Hong Kong,香港伍伦贡学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Marketing and Supply Chain Management (Honours) - Year 3 Entry,市场及供应链管理学士(荣誉) - 三年级入学,Business and Management,商业及管理,2
2023/24,UOW College Hong Kong,香港伍伦贡学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Science (Honours) in Artificial Intelligence - Year 3 Entry,人工智能(荣誉)理学士 - 三年级入学,Computer Science and Information Technology,计算机科学及信息科技,2
2023/24,Vocational Training Council - Hong Kong Institute of Vocational Education (IVE) / Hong Kong Design Institute (HKDI) / Hong Kong Institute of Information Technology (HKIIT),职业训练局 - 香港专业教育学院 / 香港知专设计学院 / 香港信息科技学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Social Work,社会工作高级文凭,Social Sciences,社会科学,2
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BA (Hons) Architecture,BA (Hons) Architecture,Architecture and Town Planning,建筑及城市规划,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BA (Hons) Business and Human Resource Management,BA (Hons) Business and Human Resource Management,Business and Management,商业及管理,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BA (Hons) Business and International Management,BA (Hons) Business and International Management,Business and Management,商业及管理,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BA (Hons) Business Management,BA (Hons) Business Management,Business and Management,商业及管理,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,"BA (Hons) Design for Event, Exhibition and Performance","BA (Hons) Design for Event, Exhibition and Performance","Arts, Design and Performing Arts",艺术、设计、表演艺术,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BA (Hons) Early Childhood,BA (Hons) Early Childhood,Education,教育,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BA (Hons) Fashion Design,BA (Hons) Fashion Design,"Arts, Design and Performing Arts",艺术、设计、表演艺术,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BA (Hons) Fine Art,BA (Hons) Fine Art,"Arts, Design and Performing Arts",艺术、设计、表演艺术,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BA (Hons) Graphic Design,BA (Hons) Graphic Design,"Arts, Design and Performing Arts",艺术、设计、表演艺术,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BA (Hons) Illustration,BA (Hons) Illustration,"Arts, Design and Performing Arts",艺术、设计、表演艺术,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BA (Hons) Interior Architecture and Design,BA (Hons) Interior Architecture and Design,"Arts, Design and Performing Arts",艺术、设计、表演艺术,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BA (Hons) International Banking and Finance,BA (Hons) International Banking and Finance,Business and Management,商业及管理,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BA (Hons) International Fashion Business,BA (Hons) International Fashion Business,"Arts, Design and Performing Arts",艺术、设计、表演艺术,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BA (Hons) International Hospitality and Tourism Management,BA (Hons) International Hospitality and Tourism Management,Services,服务,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BA (Hons) International Marketing,BA (Hons) International Marketing,Business and Management,商业及管理,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,"BA (Hons) Jewellery, Materials and Design","BA (Hons) Jewellery, Materials and Design","Arts, Design and Performing Arts",艺术、设计、表演艺术,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BA (Hons) Media,BA (Hons) Media,"Arts, Design and Performing Arts",艺术、设计、表演艺术,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BA (Hons) Product Design,BA (Hons) Product Design,"Arts, Design and Performing Arts",艺术、设计、表演艺术,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Applied Science (Aviation),Bachelor of Applied Science (Aviation),Engineering and Technology,工程及科技,2.5
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Applied Science (Construction Management) (Honours),Bachelor of Applied Science (Construction Management) (Honours),Architecture and Town Planning,建筑及城市规划,2
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Engineering (Civil and Infrastructure) (Honours),Bachelor of Engineering (Civil and Infrastructure) (Honours),Engineering and Technology,工程及科技,2
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Engineering (Electrical Engineering) (Honours),Bachelor of Engineering (Electrical Engineering) (Honours),Engineering and Technology,工程及科技,2
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Engineering (Mechanical Engineering) (Honours),Bachelor of Engineering (Mechanical Engineering) (Honours),Engineering and Technology,工程及科技,2
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BEng (Hons) Building Services Engineering,BEng (Hons) Building Services Engineering,Engineering and Technology,工程及科技,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BSc (Hons) Architectural Studies,BSc (Hons) Architectural Studies,Architecture and Town Planning,建筑及城市规划,2
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BSc (Hons) Architectural Technology and Design,BSc (Hons) Architectural Technology and Design,Architecture and Town Planning,建筑及城市规划,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BSc (Hons) Computing,BSc (Hons) Computing,Computer Science and Information Technology,计算机科学及信息科技,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BSc (Hons) Digital Media,BSc (Hons) Digital Media,Computer Science and Information Technology,计算机科学及信息科技,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BSc (Hons) Environmental Science,BSc (Hons) Environmental Science,Engineering and Technology,工程及科技,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BSc (Hons) Ethical Hacking and Cybersecurity,BSc (Hons) Ethical Hacking and Cybersecurity,Computer Science and Information Technology,计算机科学及信息科技,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BSc (Hons) Events and Leisure Management,BSc (Hons) Events and Leisure Management,Services,服务,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BSc (Hons) Food Science and Nutrition,BSc (Hons) Food Science and Nutrition,Sciences,理学科,1
2023/24,Vocational Training Council - School for Higher and Professional Education (SHAPE),职业训练局 - 才晋高等教育学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,BSc (Hons) Health and Exercise Science,BSc (Hons) Health and Exercise Science,"Medicine, Dentistry and Health Sciences",医科、牙医学及健康科学,1
