学年,院校(英文),院校(中文),学科级别(英文),学科级别(中文),课程类别(英文),课程类别(中文),课程名称(英文),课程名称(中文),学习范畴(英文),学习范畴(中文),一般修业期
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration with Honours in Aviation Services Management (Full-time) - Year 3 Entry,航空服务管理荣誉工商管理学士（全日制）- 第三年,Business and Management,商业及管理,2
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration with Honours in Business Management (Full-time) - Year 2 Entry,商业管理学荣誉工商管理学士（全日制）- 第二年,Business and Management,商业及管理,3
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration with Honours in Business Management (Full-time) - Year 3 Entry,商业管理学荣誉工商管理学士（全日制）- 第三年,Business and Management,商业及管理,2
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration with Honours in Corporate Governance (Full-time) - Year 2 Entry,企业管治荣誉工商管理学士（全日制）- 第二年,Business and Management,商业及管理,3
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration with Honours in Corporate Governance (Full-time) - Year 3 Entry,企业管治荣誉工商管理学士（全日制）- 第三年,Business and Management,商业及管理,2
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration with Honours in Digital Business (Full-time) - Year 2 Entry,数码商业荣誉工商管理学士（全日制）- 第二年,Business and Management,商业及管理,3
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration with Honours in Digital Business (Full-time) - Year 3 Entry,数码商业荣誉工商管理学士（全日制）- 第三年,Business and Management,商业及管理,2
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration with Honours in Finance and Risk Management (Full-time) - Year 2 Entry,财务及风险管理荣誉工商管理学士（全日制）- 第二年,Business and Management,商业及管理,3
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration with Honours in Finance and Risk Management (Full-time) - Year 3 Entry,财务及风险管理荣誉工商管理学士（全日制）- 第三年,Business and Management,商业及管理,2
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration with Honours in Financial Technology and Innovation (Full-time) - Year 2 Entry,金融科技及创新荣誉工商管理学士（全日制）- 第二年,Business and Management,商业及管理,3
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration with Honours in Financial Technology and Innovation (Full-time) - Year 3 Entry,金融科技及创新荣誉工商管理学士（全日制）- 第三年,Business and Management,商业及管理,2
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration with Honours in Global Business and Marketing (Full-time) - Year 2 Entry,环球商业及市场学荣誉工商管理学士（全日制）- 第二年,Business and Management,商业及管理,3
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration with Honours in Global Business and Marketing (Full-time) - Year 3 Entry,环球商业及市场学荣誉工商管理学士（全日制）- 第三年,Business and Management,商业及管理,2
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration with Honours in Global Marketing and Supply Chain Management (Full-time) - Year 2 Entry,环球市场及供应链荣誉工商管理学士（全日制）- 第二年,Business and Management,商业及管理,3
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration with Honours in Global Marketing and Supply Chain Management (Full-time) - Year 3 Entry,环球市场及供应链荣誉工商管理学士（全日制）- 第三年,Business and Management,商业及管理,2
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration with Honours in Hotel and Sustainable Tourism Management (Full-time) - Year 2 Entry,酒店及可持续旅游管理荣誉工商管理学士（全日制）- 第二年,Services,服务,3
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration with Honours in Hotel and Sustainable Tourism Management (Full-time) - Year 3 Entry,酒店及可持续旅游管理荣誉工商管理学士（全日制）- 第三年,Services,服务,2
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration with Honours in Professional Accounting (Full-time) - Year 2 Entry,专业会计荣誉工商管理学士（全日制）- 第二年,Business and Management,商业及管理,3
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration with Honours in Professional Accounting (Full-time) - Year 3 Entry,专业会计荣誉工商管理学士（全日制）- 第三年,Business and Management,商业及管理,2
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration with Honours in Real Estate and Facilities Management (Full-time) - Year 3 Entry,房地产及设施管理荣誉工商管理学士（全日制）- 第三年,Business and Management,商业及管理,2
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration with Honours in Sports and eSports Management (Full-time) - Year 2 Entry,运动及电竞运动管理荣誉工商管理学士 （全日制）- 第二年,Services,服务,3
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Business Administration with Honours in Sports and eSports Management (Full-time) - Year 3 Entry,运动及电竞运动管理荣誉工商管理学士 （全日制）- 第三年,Services,服务,2
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Education with Honours in Early Childhood Education (Leadership and Special Educational Needs) (Full-time) - Year 3 Entry,教育荣誉学士 (幼儿教育:领导及特殊教育需要)（全日制）- 第三年,Education,教育,2
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Education with Honours in English Language Teaching and Bachelor of English Language Studies with Honours (Full-time) - Year 2 Entry,英语教学荣誉教育学士及英语研究荣誉学士 (全日制) - 第二年,Languages and Related Studies,语言及相关科目,3
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Engineering with Honours in Building Services Engineering and Sustainable Development (Full-time) - Year 2 Entry,屋宇设备工程及可持续发展荣誉工学士（全日制）- 第二年,Engineering and Technology,工程及科技,3
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Engineering with Honours in Building Services Engineering and Sustainable Development (Full-time) - Year 3 Entry,屋宇设备工程及可持续发展荣誉工学士（全日制）- 第三年,Engineering and Technology,工程及科技,2
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Engineering with Honours in Civil and Environmental Engineering (Full-time) - Year 2 Entry,土木及环境工程荣誉工学士（全日制）- 第二年,Engineering and Technology,工程及科技,3
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Engineering with Honours in Civil and Environmental Engineering (Full-time) - Year 3 Entry,土木及环境工程荣誉工学士（全日制）- 第三年,Engineering and Technology,工程及科技,2
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of English Language Studies with Honours (Full-time) - Year 2 Entry,英语研究荣誉学士（全日制）- 第二年,Languages and Related Studies,语言及相关科目,3
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of English Language Studies with Honours (Full-time) - Year 3 Entry,英语研究荣誉学士（全日制）- 第三年,Languages and Related Studies,语言及相关科目,2
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Fine Arts with Honours in Animation and Visual Effects (Full-time) - Year 2 Entry,动画及视觉特效荣誉艺术学士（全日制）- 第二年,"Arts, Design and Performing Arts",艺术、设计、表演艺术,3
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Fine Arts with Honours in Animation and Visual Effects (Full-time) - Year 3 Entry,动画及视觉特效荣誉艺术学士（全日制）- 第三年,"Arts, Design and Performing Arts",艺术、设计、表演艺术,2
2023/24,Hong Kong Metropolitan University,香港都会大学,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Fine Arts with Honours in Imaging Design and Digital Art (Full-time) - Year 2 Entry,影像设计及数码艺术荣誉艺术学士（全日制）- 第二年,"Arts, Design and Performing Arts",艺术、设计、表演艺术,3
