日期,最新值,涨跌幅,近3月涨跌幅,近6月涨跌幅,近1年涨跌幅,近2年涨跌幅,近3年涨跌幅
2007-05-18,4269,-0.53588071,52.73703041,54.17118093,115.38849647,,
2007-05-21,4241,-0.65589131,49.0685413,53.27069028,113.97578204,,
2007-05-22,4205,-0.8488564,47.07939839,51.64082221,110.35517759,,
2007-05-23,4205,0.0,46.21001391,51.47694524,109.4123506,,
2007-05-24,4187,-0.42806183,45.58414465,50.93727469,108.51593625,,
2007-05-25,4156,-0.74038691,44.50625869,49.81975487,105.6407719,,
2007-05-29,4122,-0.81809432,40.01358696,48.38012959,103.85756677,,
2007-05-30,4097,-0.6065017,39.16440217,47.05671213,103.32506203,,
2007-05-31,4077,-0.48816207,38.48505435,46.33883704,102.3325062,,
2007-06-01,4067,-0.24527839,36.79784729,45.66618911,102.23769269,,
2007-06-04,4067,0.0,35.34109817,45.45779685,102.23769269,,
2007-06-05,4071,0.09835259,34.44517834,45.13368984,102.3359841,,
2007-06-06,4075,0.09825596,33.69422572,44.86313544,102.23325062,,
2007-06-07,4072,-0.07361963,32.33669158,43.98868458,102.08436725,,
2007-06-08,4060,-0.29469548,29.83690438,42.50614251,99.21491658,,
2007-06-11,4056,-0.09852217,27.70780856,41.47192187,97.85365854,,
2007-06-12,4052,-0.09861933,25.52664188,40.49930652,96.79456047,,
2007-06-13,4043,-0.22211254,23.07458143,39.4137931,95.21970063,,
2007-06-14,4028,-0.37101163,20.85208521,37.99246317,94.49541284,,
2007-06-15,4016,-0.2979146,19.41718704,36.69162696,91.69451074,,
2007-06-18,4002,-0.34860558,18.61292235,35.56910569,90.29957204,,
2007-06-19,3985,-0.42478761,17.89940828,34.58291118,88.86255924,,
2007-06-20,3982,-0.07528231,17.32469063,34.30016863,87.47645951,,
2007-06-21,3990,0.20090407,16.94021102,34.16274378,87.85310734,,
2007-06-22,3998,0.20050125,16.69585522,33.7571094,85.43599258,,
2007-06-25,4008,0.25012506,16.61332557,34.09166945,85.89981447,,
2007-06-26,4016,0.1996008,16.54091701,34.3593175,83.96701787,,
2007-06-27,4025,0.22410359,16.56530553,34.66042155,83.53853169,,
2007-06-28,4030,0.1242236,16.33949192,34.82770157,83.76652987,,
2007-06-29,4039,0.22332506,16.19677791,35.12880562,82.10099188,,
2007-07-02,4052,0.32186185,16.13642878,35.47308592,81.94881006,,
2007-07-03,4063,0.27147088,16.2850601,36.02276532,81.62717926,,
2007-07-04,4077,0.34457298,16.3859549,36.44578313,82.25301743,,
2007-07-05,4092,0.36791759,16.44849175,36.9019739,81.70515098,,
2007-07-06,4105,0.31769306,16.81844052,37.33690197,82.2015091,,
2007-07-09,4117,0.29232643,17.1599317,37.32488326,83.05913739,,
2007-07-10,4126,0.21860578,16.88385269,37.07641196,83.37777778,,
2007-07-11,4165,0.9452254,17.42317451,37.05166173,85.11111111,,
2007-07-12,4268,2.4729892,19.31786413,39.65968586,90.96196868,,
2007-07-13,4337,1.61668229,20.03874896,41.91753927,94.13607878,,
2007-07-16,4373,0.83006687,20.17037648,43.23616115,95.57245081,,
2007-07-17,4391,0.41161674,20.07109653,44.72643375,95.59020045,,
