股票代码,股票简称,关注,最新价
SH603018,华设集团,647,10.32
SH603686,福龙马,647,8.45
SZ300559,佳发教育,647,11.75
SH600982,宁波能源,647,3.85
SH600578,京能电力,646,3.4
SH688630,芯碁微装,646,58.13
SZ300079,数码视讯,646,4.41
SZ000663,永安林业,646,5.39
SZ300615,欣天科技,646,10.85
SZ002090,金智科技,645,9.04
SH603733,仙鹤股份,645,17.65
SH601007,金陵饭店,645,6.91
SH605266,健之佳,644,44.22
SZ300681,英搏尔,644,15.38
BJ832171,志晟信息,644,6.27
SH603588,高能环境,644,6.5
BJ836247,华密新材,644,19.15
SZ300451,创业慧康,643,4.04
SZ001965,招商公路,643,11.8
SH600064,南京高科,642,6.4
SZ000629,钒钛股份,642,3.07
SH601777,力帆科技,642,3.05
SH688543,国科军工,642,53.05
SZ300344,立方数科,641,3.68
BJ838402,硅烷科技,641,13.79
SH601098,中南传媒,641,12.41
SZ000589,贵州轮胎,640,6.5
SH688004,博汇科技,640,17.23
SH603225,新凤鸣,640,13.65
SZ300723,一品红,639,22.44
SZ300035,中科电气,639,8.72
SZ002364,中恒电气,639,5.64
SH601000,唐山港,639,4.54
SZ002742,ST三圣,639,2.27
SH603237,五芳斋,639,27.45
SZ002249,大洋电机,639,5.12
SZ300790,宇瞳光学,639,13.47
SZ002695,煌上煌,639,7.85
BJ835368,连城数控,638,26.9
SZ002782,可立克,638,10.33
SZ300208,青岛中程,638,3.24
SZ301080,百普赛斯,638,35.55
SH601226,华电重工,637,5.99
SZ300149,睿智医药,637,4.74
SH603317,天味食品,637,13.46
SH603200,上海洗霸,637,21.0
SH688152,麒麟信安,636,46.05
SZ301268,铭利达,636,20.94
SH600230,沧州大化,636,10.26
SH605337,李子园,636,12.28
SZ300217,东方电热,636,4.71
SH603093,南华期货,635,10.17
SZ300164,通源石油,635,4.7
SZ002286,保龄宝,635,5.74
SH600125,铁龙物流,635,5.87
SZ000016,深康佳A,635,2.98
SH688089,嘉必优,635,13.54
SZ000909,ST数源,634,3.86
SH600637,东方明珠,634,6.87
SH603881,数据港,634,17.82
SZ002912,中新赛克,634,21.02
SH600136,*ST明诚,634,1.24
SH600110,诺德股份,634,4.1
SZ300534,陇神戎发,634,7.83
SH603890,春秋电子,634,8.27
SH600354,敦煌种业,633,5.21
SH601515,东峰集团,632,3.36
SH688073,毕得医药,632,32.38
SH600377,宁沪高速,632,11.55
SZ000039,中集集团,632,9.04
SH688091,上海谊众,631,39.61
SH688218,江苏北人,631,18.72
SZ300945,曼卡龙,631,10.59
SH605128,上海沿浦,631,45.93
SZ301199,迈赫股份,631,24.42
SZ000523,红棉股份,631,3.0
SZ002030,达安基因,631,7.42
SZ002999,天禾股份,631,6.88
SZ301148,嘉戎技术,630,18.26
SZ301215,中汽股份,630,5.29
SH600992,贵绳股份,630,11.32
SH600577,精达股份,630,4.6
SZ300120,经纬辉开,629,4.7
SZ001255,博菲电气,629,24.35
SZ301349,信德新材,629,30.08
SH601908,京运通,629,3.42
SH603215,比依股份,629,18.5
SZ300197,节能铁汉,629,1.68
SZ000561,烽火电子,629,7.94
SZ300987,川网传媒,628,13.83
SH603038,华立股份,627,10.58
SZ301136,招标股份,627,10.48
SH603307,扬州金泉,626,42.7
SZ300275,梅安森,626,9.18
SH603063,禾望电气,626,18.61
SZ300019,硅宝科技,626,12.89
SZ300673,佩蒂股份,626,14.77
SZ300324,旋极信息,626,2.6
SZ300508,维宏股份,625,20.36
SZ002180,纳思达,624,22.16
SH600037,歌华有线,624,6.42
SZ002668,奥马电器,623,10.03
SH688576,西山科技,623,69.08
BJ831152,昆工科技,623,10.47
SZ301186,超达装备,622,32.71
SH605300,佳禾食品,622,13.51
SH600388,龙净环保,622,13.5
SH603998,方盛制药,622,11.46
SH600801,华新水泥,621,14.56
SZ002328,新朋股份,621,4.86
SH600981,汇鸿集团,621,2.2
SH688568,中科星图,620,59.08
SZ000498,山东路桥,620,5.63
SH603489,八方股份,620,33.66
SH600187,国中水务,619,2.21
SZ003043,华亚智能,618,35.01
SH688300,联瑞新材,618,43.01
SZ300571,平治信息,618,23.8
SZ301229,纽泰格,618,29.81
SZ002991,甘源食品,618,85.17
SZ000757,浩物股份,618,3.03
SZ002639,雪人股份,617,6.29
SH600689,上海三毛,617,7.76
SZ002061,浙江交科,617,3.83
SZ002324,普利特,616,10.19
SZ002414,高德红外,616,6.79
SZ000779,甘咨询,616,9.1
SZ300514,友讯达,616,13.95
SH600395,盘江股份,616,5.7
SZ300705,九典制药,615,34.19
SH688563,航材股份,615,54.88
SZ301305,朗坤环境,615,15.2
SZ301098,金埔园林,615,7.65
SZ300513,恒实科技,615,8.95
SZ300328,宜安科技,614,4.9
SZ002333,罗普斯金,614,6.14
SZ301042,安联锐视,613,34.11
SZ002445,中南文化,613,1.95
SH600989,宝丰能源,613,16.44
SH600420,国药现代,613,10.4
SH600148,长春一东,613,12.72
SZ002807,江阴银行,612,3.85
SZ002932,明德生物,612,19.93
SH603006,联明股份,612,11.52
SZ301321,翰博高新,612,12.92
SH600083,博信股份,612,4.57
SZ002533,金杯电工,611,10.31
SH603256,宏和科技,611,6.37
SZ301500,飞南资源,611,22.96
SZ002664,信质集团,611,15.42
SZ300887,谱尼测试,611,10.66
SZ002275,桂林三金,611,14.95
SZ000682,东方电子,610,10.4
SZ001366,播恩集团,610,11.39
SZ300645,正元智慧,610,13.8
SZ300261,雅本化学,610,5.72
SZ300473,德尔股份,609,15.12
SZ002591,恒大高新,609,4.14
SZ301272,英华特,609,38.3
SH688212,澳华内镜,609,54.25
SZ002506,协鑫集成,608,2.34
SH603032,德新科技,608,16.74
SZ300853,申昊科技,607,16.35
SH603062,麦加芯彩,607,36.59
SZ002980,华盛昌,607,25.55
SZ300909,汇创达,607,21.45
SZ002616,长青集团,606,4.11
SH601918,新集能源,606,8.91
SZ301559,中集环科,606,15.33
SZ002985,北摩高科,606,28.08
SH600268,国电南自,606,7.11
SZ002265,建设工业,606,9.71
SZ002530,金财互联,606,6.95
SH603737,三棵树,605,31.26
SH688387,信科移动-U,605,6.11
SZ000801,四川九洲,605,13.78
SH605599,菜百股份,605,13.97
SZ301507,民生健康,605,11.97
SZ002242,九阳股份,604,11.5
SH688027,国盾量子,604,177.68
SZ300511,雪榕生物,604,3.31
SH603515,欧普照明,604,16.55
SH603066,音飞储存,604,10.32
SZ001313,粤海饲料,604,7.91
BJ832225,利通科技,603,15.17
SZ301206,三元生物,603,25.35
SZ300039,上海凯宝,603,5.93
SH603229,奥翔药业,603,10.05
SZ300101,振芯科技,603,16.37
SH603105,芯能科技,603,8.63
SH603187,海容冷链,603,14.99
SZ300973,立高食品,602,31.73
SH600237,铜峰电子,602,5.4
SZ301047,义翘神州,602,69.58
SH603275,众辰科技,601,33.41
SH600459,贵研铂业,601,14.28
SH603983,丸美股份,601,28.32
SZ301508,中机认检,600,43.06
SZ000901,航天科技,600,8.32
SH605088,冠盛股份,600,23.86
SZ002746,仙坛股份,600,5.87
SH688131,皓元医药,600,29.97
SZ002312,川发龙蟒,599,6.43
SH603611,诺力股份,599,20.47
SZ002569,ST步森,599,4.68
SZ300527,中船应急,599,7.13
SZ300563,神宇股份,599,15.76
SZ300248,新开普,599,7.29
SH688680,海优新材,597,36.06
SH603568,伟明环保,597,19.96
SZ301396,宏景科技,597,19.36
SH603353,和顺石油,597,17.16
SH600273,嘉化能源,596,7.83
SH603757,大元泵业,596,23.69
SZ200625,长安B,596,4.25
SZ002028,思源电气,596,64.97
SZ000905,厦门港务,596,6.26
SH600586,金晶科技,596,5.78
SZ301157,华塑科技,595,32.88
SH603227,雪峰科技,595,7.2
SZ002861,瀛通通讯,595,8.45
SZ301520,万邦医药,595,42.81
SH600318,新力金融,595,6.33
SH600190,锦州港,594,2.31
SZ300159,新研股份,594,1.89
SZ300171,东富龙,594,13.89
SZ300358,楚天科技,594,8.6
SH600327,大东方,594,3.74
SZ301361,众智科技,594,17.99
SH603280,南方路机,593,19.28
SH605289,罗曼股份,593,29.45
SZ000930,中粮科技,593,5.65
SZ000417,合肥百货,593,4.47
SZ300731,科创新源,593,14.83
SZ002085,万丰奥威,591,15.19
SH600170,上海建工,591,2.39
SH603298,杭叉集团,591,29.95
SH600565,迪马股份,590,0.97
SZ002022,科华生物,590,6.84
SZ300700,岱勒新材,590,10.79
SZ002375,亚厦股份,590,3.8
SH688248,南网科技,590,27.2
SZ000416,*ST民控,589,0.45
SH688357,建龙微纳,589,34.17
SZ300471,厚普股份,589,9.28
SZ002679,福建金森,588,7.82
SZ002635,安洁科技,588,14.43
SH688191,智洋创新,588,18.15
SH688670,金迪克,588,16.48
SH603599,广信股份,588,14.46
SH600292,远达环保,588,4.99
SZ002690,美亚光电,588,18.82
SZ000048,京基智农,588,16.22
SZ003039,顺控发展,588,13.14
SZ300349,金卡智能,587,13.46
SH600225,卓朗科技,587,2.61
SZ000899,赣能股份,586,9.82
SH600811,东方集团,586,1.31
SZ000156,华数传媒,586,7.14
SZ002982,湘佳股份,586,15.92
SH688716,中研股份,586,25.81
SH600738,丽尚国潮,586,3.91
SZ003025,思进智能,586,11.52
SH688475,萤石网络,585,46.4
SH600361,创新新材,585,4.0
SH603051,鹿山新材,585,24.55
SH603206,嘉环科技,585,14.0
SZ301263,泰恩康,584,13.64
SZ002399,海普瑞,584,8.89
SZ300396,迪瑞医疗,584,24.59
SZ000978,桂林旅游,584,6.96
SZ002913,奥士康,583,25.94
SH600480,凌云股份,583,9.67
SH688779,长远锂科,582,4.84
BJ832491,奥迪威,582,15.25
SZ003012,东鹏控股,582,7.22
SZ002200,ST交投,582,5.55
SH688276,百克生物,581,39.37
SZ301301,川宁生物,581,9.38
SH603324,盛剑环境,580,26.25
SZ300189,神农科技,580,2.43
SH600215,派斯林,580,9.16
BJ871478,巨能股份,580,15.14
SZ301345,涛涛车业,579,73.95
SZ002298,中电兴发,579,4.66
SZ301258,富士莱,579,22.38
SZ002093,国脉科技,579,6.91
SH688106,金宏气体,578,18.24
SZ300269,联建光电,578,3.81
SZ300860,锋尚文化,578,41.4
SH600075,新疆天业,578,3.9
SZ002023,海特高新,577,10.01
SZ300201,海伦哲,576,4.2
SZ002131,利欧股份,576,2.05
SZ002135,东南网架,576,4.45
SH600389,江山股份,576,14.96
SZ300128,锦富技术,576,3.85
SZ002323,雅博股份,576,1.45
SH600761,安徽合力,576,24.28
SH605567,春雪食品,575,8.51
SZ002108,沧州明珠,575,3.54
SH900905,老凤祥B,575,3.92
SZ002810,山东赫达,575,13.73
SH601016,节能风电,574,2.98
SZ300409,道氏技术,574,9.29
SZ000735,罗牛山,574,4.51
SH600720,中交设计,574,11.73
SZ002158,汉钟精机,574,21.02
SH603786,科博达,573,69.24
SZ002293,罗莱生活,573,9.72
SH600869,远东股份,573,3.67
SZ301516,中远通,573,24.1
SH603170,宝立食品,572,15.11
SZ300483,首华燃气,572,8.29
SZ002658,雪迪龙,571,6.83
SH688153,唯捷创芯,571,52.02
SZ300730,科创信息,571,8.94
SZ002491,通鼎互联,571,4.6
SH688539,高华科技,570,35.92
SH600666,ST瑞德,570,1.51
BJ833575,康乐卫士,570,19.88
SH688359,三孚新科,570,50.81
SZ300589,江龙船艇,570,11.45
SH600081,东风科技,570,10.2
SZ300679,电连技术,569,42.14
SZ002484,江海股份,569,15.12
SH603505,金石资源,569,29.73
SZ002258,利尔化学,569,8.88
SZ002006,精工科技,569,13.3
SZ301011,华立科技,569,14.65
SZ301235,华康医疗,568,19.78
SH600488,津药药业,568,3.84
SZ002471,中超控股,568,2.66
SZ002302,西部建设,567,5.95
SH601187,厦门银行,567,5.37
SZ300561,汇金科技,566,8.33
SH600999,招商证券,565,14.3
SZ300263,隆华科技,565,5.8
SZ000959,首钢股份,565,3.07
SZ300903,科翔股份,565,6.23
SZ002455,百川股份,565,7.65
SZ002968,新大正,565,8.59
SZ301518,长华化学,565,20.08
SZ000920,沃顿科技,565,8.35
SZ002332,仙琚制药,565,10.9
SH600463,空港股份,565,7.79
SH600743,华远地产,564,1.1
SH603829,洛凯股份,564,12.45
SZ301133,金钟股份,564,21.53
SH688233,神工股份,564,16.97
SH600657,信达地产,564,3.22
SZ300845,捷安高科,564,17.78
SZ300697,电工合金,563,10.17
SH600288,大恒科技,561,7.52
SZ002815,崇达技术,561,7.92
SZ002595,豪迈科技,561,39.21
SZ300651,金陵体育,561,13.56
SH688602,康鹏科技,561,7.48
SZ300357,我武生物,560,23.14
SH600671,*ST目药,560,8.42
SH688105,诺唯赞,560,25.4
SH600277,亿利洁能,560,1.89
SH600528,中铁工业,559,7.84
SZ301001,凯淳股份,559,17.0
SZ002806,华锋股份,559,7.79
SZ300021,大禹节水,559,3.75
SH600748,上实发展,558,2.73
SH688127,蓝特光学,558,19.86
SZ001308,康冠科技,557,28.96
SH600408,安泰集团,557,1.85
SZ301292,海科新源,557,14.91
SH688033,天宜上佳,557,9.06
SZ002386,天原股份,557,4.31
SH688369,致远互联,556,19.14
SZ002537,海联金汇,556,5.28
SH688428,诺诚健华-U,556,8.27
SH600783,鲁信创投,556,10.73
SH600477,杭萧钢构,555,2.68
SH688722,同益中,555,10.59
SZ301439,泓淋电力,554,12.66
SH688001,华兴源创,554,21.97
SZ002772,众兴菌业,554,7.02
SZ300627,华测导航,554,28.98
SZ301045,天禄科技,554,17.93
SH688199,久日新材,554,17.7
SH688022,瀚川智能,553,15.67
SH688239,航宇科技,553,32.2
SZ002960,青鸟消防,553,14.39
SZ002901,大博医疗,553,29.44
SH600642,申能股份,553,8.23
SH688107,安路科技,552,22.69
SZ300840,酷特智能,552,13.39
SH600573,惠泉啤酒,552,9.35
SZ002010,传化智联,551,4.16
SZ300685,艾德生物,551,21.43
SZ000935,四川双马,551,15.08
SZ000922,佳电股份,551,12.39
SH603218,日月股份,551,11.59
SZ001368,通达创智,550,20.81
SH688575,亚辉龙,550,23.7
SZ000411,英特集团,550,10.49
SZ001228,永泰运,550,24.43
SH600639,浦东金桥,550,10.89
SH600698,湖南天雁,550,3.97
SZ301278,快可电子,550,35.41
SH688533,上声电子,549,25.6
SH603601,再升科技,549,3.02
BJ870357,雅葆轩,549,13.76
SZ002580,圣阳股份,549,6.74
SZ001914,招商积余,549,9.7
SZ300408,三环集团,549,25.5
SZ002930,宏川智慧,548,14.29
SZ300616,尚品宅配,548,12.97
SZ300868,杰美特,548,13.37
SZ301291,明阳电气,548,36.35
SZ301127,天源环保,548,9.18
BJ836221,易实精密,547,15.5
SZ301177,迪阿股份,547,22.7
SH688278,特宝生物,547,59.51
SZ300863,卡倍亿,546,42.94
SZ002505,鹏都农牧,546,0.96
SZ301123,奕东电子,546,15.71
SH688501,青达环保,546,16.29
SZ300355,蒙草生态,546,2.85
SZ001215,千味央厨,546,34.79
SH603908,牧高笛,545,32.4
SZ002797,第一创业,544,5.26
SH688626,翔宇医疗,544,36.82
SZ300991,创益通,544,14.41
SZ002237,恒邦股份,544,11.32
SH688433,华曙高科,544,23.76
SZ300756,金马游乐,544,15.23
SH600435,北方导航,543,9.05
SZ000593,德龙汇能,543,5.07
SZ300671,富满微,543,21.19
SH600191,华资实业,543,5.0
SZ300352,北信源,542,4.28
SZ301378,通达海,542,31.48
SZ002117,东港股份,542,7.98
SZ301257,普蕊斯,542,43.35
SH603725,天安新材,542,8.83
SH603333,尚纬股份,542,4.01
SZ002347,泰尔股份,542,4.19
SH600032,浙江新能,541,6.96
SZ001301,尚太科技,541,31.48
SZ000981,山子高科,541,1.38
SH688661,和林微纳,541,40.23
SH603282,亚光股份,540,20.2
SZ002208,合肥城建,540,4.78
SH603722,阿科力,540,39.9
SZ300817,双飞集团,539,11.17
SZ301049,超越科技,539,23.5
SH600640,国脉文化,539,12.32
SH601965,中国汽研,538,19.12
SH688289,圣湘生物,538,18.56
SZ002839,张家港行,537,4.04
SH600163,中闽能源,537,4.37
SH688378,奥来德,537,31.34
SH688523,航天环宇,537,20.73
SH600345,长江通信,537,19.08
SH688819,天能股份,537,28.83
SZ300872,天阳科技,537,11.39
SZ301550,斯菱股份,536,35.26
SZ002766,索菱股份,536,4.12
SH600212,绿能慧充,536,6.41
SZ000607,华媒控股,536,3.72
SZ300639,凯普生物,535,5.86
SZ002305,南国置业,535,1.35
SZ000401,冀东水泥,535,4.93
SZ301377,鼎泰高科,535,19.36
SH600697,欧亚集团,535,10.46
SZ301503,智迪科技,535,25.47
SH603931,格林达,535,19.09
SZ301117,佳缘科技,534,31.5
SZ300365,恒华科技,534,5.28
SZ002860,星帅尔,534,9.57
SZ002921,联诚精密,534,11.31
SZ001367,海森药业,534,33.83
SH600967,内蒙一机,534,7.99
SZ000558,莱茵体育,534,2.32
SZ000913,钱江摩托,533,15.8
SZ002442,龙星化工,533,4.33
SH603101,汇嘉时代,533,5.57
SH605108,同庆楼,532,28.0
SH688560,明冠新材,532,11.54
SZ300050,世纪鼎利,532,3.83
SZ300091,金通灵,532,1.78
SZ301060,兰卫医学,532,9.63
SZ300582,英飞特,532,7.73
SH603117,ST万林,532,3.13
SH688676,金盘科技,532,47.85
SZ300310,宜通世纪,530,4.1
SH603987,康德莱,530,7.36
SZ300587,天铁股份,530,3.97
SZ002243,力合科创,530,6.28
SZ300397,天和防务,530,8.95
SZ002758,浙农股份,529,9.0
SZ301363,美好医疗,529,23.55
SZ001266,宏英智能,529,22.24
SZ002314,南山控股,529,2.26
SZ301314,科瑞思,529,30.2
SH603309,维力医疗,529,12.2
SZ300667,必创科技,529,13.06
SH688266,泽璟制药-U,529,50.63
SZ000598,兴蓉环境,528,7.17
SZ002541,鸿路钢构,528,19.07
SZ300894,火星人,528,15.36
SZ001217,华尔泰,528,9.85
SH601869,长飞光纤,528,27.64
SH605098,行动教育,528,52.43
SH688118,普元信息,528,15.42
SZ300482,万孚生物,528,26.74
SH601500,通用股份,527,6.08
SZ300121,阳谷华泰,527,8.31
SZ300078,思创医惠,527,2.69
SH601611,中国核建,527,7.66
SZ301092,争光股份,527,28.01
SZ300869,康泰医学,526,16.17
SZ000708,中信特钢,526,15.56
SH603208,江山欧派,526,25.78
SZ300916,朗特智能,526,27.56
SH600206,有研新材,526,9.96
SZ301185,鸥玛软件,526,17.32
SZ301102,兆讯传媒,526,13.38
SH603516,淳中科技,525,29.56
SZ300586,美联新材,525,6.73
SZ300323,华灿光电,525,4.53
SH688334,西高院,525,15.2
SZ300406,九强生物,525,17.15
SZ300139,晓程科技,525,12.33
SZ000552,甘肃能化,524,3.32
SZ002419,天虹股份,524,4.91
SZ301120,新特电气,524,8.81
SH600198,大唐电信,524,5.51
SZ300225,金力泰,524,5.47
SH688500,*ST慧辰,524,27.49
SH600306,*ST商城,523,2.32
SZ000885,城发环境,523,13.06
SH600563,法拉电子,523,90.9
SZ300127,银河磁体,523,15.44
SZ002634,棒杰股份,522,4.92
SH603507,振江股份,522,24.79
SH688179,阿拉丁,522,15.72
SH600486,扬农化工,522,61.09
SH688135,利扬芯片,522,15.8
SZ002542,中化岩土,521,2.24
SZ002438,江苏神通,521,12.08
SZ001219,青岛食品,521,16.75
SZ002029,七匹狼,521,5.39
SH688170,德龙激光,521,23.72
SH600219,南山铝业,521,3.3
SZ000012,南玻A,521,5.43
SH605339,南侨食品,520,16.45
SH603678,火炬电子,520,20.88
SZ001283,豪鹏科技,520,36.95
SH688552,航天南湖,520,20.12
SZ300540,蜀道装备,519,23.1
SH601163,三角轮胎,519,18.46
SH688698,伟创电气,519,27.89
SH605028,世茂能源,519,14.88
SH603035,常熟汽饰,519,15.19
SH603057,紫燕食品,518,18.87
SH601990,南京证券,518,7.6
SH603886,元祖股份,518,16.66
SZ001378,德冠新材,518,27.0
SH688612,威迈斯,518,32.75
SH688083,中望软件,517,82.62
SH603056,德邦股份,516,16.85
SH603139,康惠制药,516,13.12
SZ300026,红日药业,516,3.7
SH601566,九牧王,516,9.9
SH603089,正裕工业,516,8.91
SZ301526,国际复材,516,4.3
SZ000571,新大洲A,515,2.81
SH603060,国检集团,515,7.77
SH605001,威奥股份,515,6.39
SH600523,贵航股份,515,11.73
SZ300152,新动力,515,2.23
SZ002097,山河智能,515,7.95
SH688580,伟思医疗,515,44.97
SH603863,松炀资源,514,37.12
SZ300971,博亚精工,513,18.1
SH600820,隧道股份,513,6.75
SH600382,广东明珠,513,4.44
SZ301280,珠城科技,513,38.4
SZ300566,激智科技,513,14.07
SZ300495,*ST美尚,513,0.32
SH605123,派克新材,512,69.3
SZ002918,蒙娜丽莎,512,9.73
SZ002285,世联行,512,1.61
SH688002,睿创微纳,512,30.95
SZ301418,协昌科技,512,34.04
SH603956,威派格,512,6.78
SH603559,ST通脉,511,3.63
SZ001296,长江材料,511,22.82
SZ301362,民爆光电,511,35.97
SZ301227,森鹰窗业,511,26.57
SZ000715,中兴商业,511,5.85
SZ000036,华联控股,511,2.88
SZ002799,环球印务,510,6.65
SZ300774,倍杰特,510,7.62
SH603712,七一二,510,22.93
SH603380,易德龙,510,18.86
SZ300272,开能健康,510,5.23
SH600229,城市传媒,510,7.22
SZ300298,三诺生物,510,22.86
SZ301216,万凯新材,510,11.84
SH603995,甬金股份,509,17.65
SH688728,格科微,509,15.19
SZ300304,云意电气,509,6.95
SZ002165,红宝丽,509,3.39
SZ002937,兴瑞科技,508,21.01
SZ002164,宁波东力,508,4.32
SZ002824,和胜股份,508,14.87
SZ000573,粤宏远A,508,2.47
SZ002943,宇晶股份,508,23.76
SH601952,苏垦农发,508,10.53
SZ002233,塔牌集团,508,7.48
SZ300132,青松股份,507,3.65
SZ301322,绿通科技,507,32.28
SZ301429,森泰股份,507,15.48
SH688097,博众精工,507,21.35
SZ000965,天保基建,507,2.56
SH600782,新钢股份,506,4.03
SZ301121,紫建电子,506,32.36
SZ000633,合金投资,506,5.06
SZ301306,西测测试,506,30.2
SZ300618,寒锐钴业,506,28.63
SZ300623,捷捷微电,505,16.57
SH688196,卓越新能,505,27.19
SH600797,浙大网新,505,5.47
SH688176,亚虹医药-U,505,6.04
SZ002088,鲁阳节能,504,13.08
SZ301333,诺思格,504,43.73
SZ000790,华神科技,504,3.63
SH688627,精智达,504,58.13
SH603219,富佳股份,504,14.45
SH688579,山大地纬,504,8.75
SZ002909,集泰股份,503,5.1
SZ000778,新兴铸管,503,3.82
SH600426,华鲁恒升,503,28.18
SZ000968,蓝焰控股,503,6.38
SH600117,*ST西钢,503,2.62
SZ002615,哈尔斯,503,7.51
SZ300644,南京聚隆,503,17.78
SZ002691,冀凯股份,502,5.43
SH688687,凯因科技,502,27.8
SZ300359,全通教育,502,4.19
SH688079,美迪凯,501,7.15
SH603231,索宝蛋白,501,18.0
SH688165,埃夫特-U,501,8.95
SH688244,永信至诚,500,39.49
SZ002586,*ST围海,500,1.95
SH600331,宏达股份,500,6.4
SH600409,三友化工,500,5.31
SZ001331,胜通能源,500,11.47
SZ002046,国机精工,500,9.86
SZ300143,盈康生命,499,7.85
SH600740,山西焦化,499,4.33
SZ002267,陕天然气,499,7.11
SZ300218,安利股份,499,14.54
SH600378,昊华科技,499,31.08
SZ301555,惠柏新材,499,34.57
SH688659,元琛科技,498,6.09
SZ300516,久之洋,498,28.44
SH688301,奕瑞科技,498,193.91
SZ002253,川大智胜,498,10.35
SH600130,波导股份,497,3.29
SZ300617,安靠智电,497,26.55
SH600350,山东高速,497,9.06
SZ000919,金陵药业,497,6.48
SH605196,华通线缆,497,10.61
SZ002787,华源控股,497,7.07
SH600973,宝胜股份,497,4.21
SH601969,海南矿业,497,7.17
SZ001213,中铁特货,496,4.16
SH600726,华电能源,496,2.0
SZ300447,全信股份,495,12.53
SZ300500,启迪设计,495,9.42
SH601665,齐鲁银行,495,4.47
SZ002048,宁波华翔,495,13.5
SZ002480,新筑股份,495,3.51
SZ002667,威领股份,495,6.77
SZ301163,宏德股份,495,21.51
SZ300200,高盟新材,495,6.8
SZ300436,广生堂,494,16.5
SZ002606,大连电瓷,494,6.73
SZ002482,*ST广田,494,1.78
SZ300414,中光防雷,494,7.33
SH603963,大理药业,494,7.86
SH600343,航天动力,494,8.03
SH603630,拉芳家化,493,11.67
SZ002081,金螳螂,493,3.26
SH688188,柏楚电子,493,308.88
SZ002928,华夏航空,493,6.08
SH601158,重庆水务,493,5.02
SH603203,快克智能,493,19.9
SZ002440,闰土股份,492,6.2
SH688112,鼎阳科技,492,32.23
SZ002318,久立特材,492,23.04
SH688419,耐科装备,492,24.03
SZ300224,正海磁材,492,10.44
SH600180,瑞茂通,492,4.75
SZ002741,光华科技,491,10.2
SH605488,福莱新材,491,12.95
SZ301058,中粮科工,491,10.43
SH600439,瑞贝卡,491,2.32
SZ002655,共达电声,491,9.8
SZ002454,松芝股份,491,5.88
SZ301149,隆华新材,491,10.2
SZ000923,河钢资源,491,18.04
SZ301446,福事特,490,22.26
SH603336,宏辉果蔬,490,3.49
SZ000902,新洋丰,490,11.61
SH600496,精工钢构,490,2.77
SH603136,天目湖,490,19.58
SZ301024,霍普股份,490,20.55
SZ300493,润欣科技,489,6.9
SZ300680,隆盛科技,489,16.38
SH601678,滨化股份,489,3.86
SH603579,荣泰健康,489,22.92
SZ300477,合纵科技,489,2.78
SH688337,普源精电,489,29.84
SH600649,城投控股,488,3.38
SZ301238,瑞泰新材,488,18.84
SZ300270,中威电子,488,5.57
SZ300262,巴安水务,488,1.9
SH600791,京能置业,487,3.19
SH688581,安杰思,487,79.33
SH600736,苏州高新,487,4.35
SH600838,上海九百,487,6.26
SZ000429,粤高速A,487,10.62
SZ301113,雅艺科技,486,21.34
SH688553,汇宇制药-W,486,12.51
SZ301160,翔楼新材,486,41.5
SH601882,海天精工,486,27.4
SZ002767,先锋电子,486,12.56
SH600708,光明地产,485,1.81
SH603836,海程邦达,485,12.36
SZ002956,西麦食品,485,13.21
BJ430425,乐创技术,485,15.84
SZ002193,如意集团,485,3.39
SH600583,海油工程,485,6.38
SZ300048,合康新能,484,5.14
SH600901,江苏金租,484,5.28
SZ002849,威星智能,484,13.97
SH688489,三未信安,484,31.1
SZ301219,腾远钴业,484,44.07
SZ300938,信测标准,484,34.26
SH600751,海航科技,483,2.18
SZ301178,天亿马,483,19.42
SZ002526,山东矿机,483,3.22
SH688517,金冠电气,482,12.6
SH688686,奥普特,482,70.86
SH600562,国睿科技,482,14.97
SZ002067,景兴纸业,482,2.7
SZ301138,华研精机,482,24.54
SZ000061,农产品,482,5.88
SH601997,贵阳银行,482,5.54
SZ000404,长虹华意,482,6.54
SH688068,热景生物,481,27.74
SH600651,飞乐音响,481,2.85
SZ300910,瑞丰新材,481,43.37
SH688562,航天软件,480,16.81
SZ300590,移为通信,480,11.78
SZ300501,海顺新材,480,11.84
SH605005,合兴股份,480,16.54
SZ301135,瑞德智能,479,19.14
SZ002490,ST墨龙,479,2.33
SH601963,重庆银行,479,7.32
SH603730,岱美股份,479,11.4
SZ001696,宗申动力,479,11.85
SH600885,宏发股份,478,27.99
SZ002556,辉隆股份,478,4.84
SH688702,盛科通信-U,478,32.57
BJ430198,微创光电,478,6.0
SZ300718,长盛轴承,478,15.05
SZ002057,中钢天源,478,7.65
SH600018,上港集团,477,5.64
SZ002570,贝因美,477,2.79
SZ002917,金奥博,477,8.58
SZ003020,立方制药,477,21.78
SZ002716,湖南白银,477,3.44
BJ833533,骏创科技,477,12.87
SH600933,爱柯迪,476,18.71
SH603626,科森科技,476,5.63
SZ301017,漱玉平民,476,12.28
SH600461,洪城环境,476,10.42
SZ002694,顾地科技,475,4.25
SZ300833,浩洋股份,475,106.78
SZ300852,四会富仕,475,30.46
SH603137,恒尚节能,474,15.3
SZ301568,思泰克,474,34.12
SZ300854,中兰环保,474,10.94
SH603488,展鹏科技,474,9.22
SZ002608,江苏国信,474,8.19
SH688161,威高骨科,474,24.11
SZ002207,准油股份,473,5.21
