股票代码,股票简称,关注,最新价
SZ300897,山科智能,0,29.55
SH900926,宝信B,0,2.061
SZ300963,中洲特材,0,9.4
SH605056,咸亨国际,0,12.95
SH603115,海星股份,0,11.31
SZ301003,江苏博云,0,22.8
BJ835985,海泰新能,0,5.63
SZ000953,河化股份,0,3.01
SZ000971,ST高升,0,1.0
SH600107,美尔雅,0,4.23
SZ000655,金岭矿业,0,6.27
SH688171,纬德信息,0,14.62
SH688078,龙软科技,0,25.56
SH688081,兴图新科,0,11.54
SZ301005,超捷股份,0,31.49
SZ301056,森赫股份,0,7.8
SZ000639,西王食品,0,2.93
SH600868,梅雁吉祥,0,2.15
SZ301318,维海德,0,41.73
SZ002872,ST天圣,0,4.22
SH603558,健盛集团,0,10.95
SZ002818,富森美,0,14.23
SZ301158,德石股份,0,14.37
SZ300211,亿通科技,0,6.07
SZ000590,启迪药业,0,6.4
SZ000554,泰山石油,0,5.59
SZ000563,陕国投A,0,3.07
SH688055,龙腾光电,0,3.21
SH600857,宁波中百,0,6.7
SZ301200,大族数控,0,33.51
SH688510,航亚科技,0,19.06
BJ835579,机科股份,0,16.31
SZ300062,中能电气,0,4.5
SZ300011,鼎汉技术,0,5.62
SH601968,宝钢包装,0,5.28
SZ200725,京东方B,0,2.51
SH688425,铁建重工,0,3.89
SH600746,江苏索普,0,6.35
SH600169,太原重工,0,2.13
SH601518,吉林高速,0,2.57
SH600182,S佳通,0,15.44
SH603102,百合股份,0,33.06
SZ301035,润丰股份,0,54.96
SH688093,世华科技,0,14.23
SZ301055,张小泉,0,12.41
SZ301088,戎美股份,0,11.04
SZ301079,邵阳液压,0,11.26
SH603022,新通联,0,7.61
SH688172,燕东微,0,15.78
SZ301187,欧圣电气,0,20.57
SH603188,亚邦股份,0,2.35
BJ836961,西磁科技,0,16.91
SZ301167,建研设计,0,13.84
SH688013,天臣医疗,0,15.74
SZ300154,瑞凌股份,0,5.64
SZ301107,瑜欣电子,0,22.63
BJ835508,殷图网联,0,21.16
SZ000532,华金资本,0,10.15
SZ300191,潜能恒信,0,13.76
SZ300137,先河环保,0,5.1
SZ000531,穗恒运A,0,5.83
SH600692,亚通股份,0,4.75
SZ001387,雪祺电气,0,25.13
SZ002868,绿康生化,0,14.66
SH688586,江航装备,0,9.23
SZ002817,黄山胶囊,0,6.28
SZ300126,锐奇股份,0,4.84
SH688439,振华风光,0,69.87
SZ301118,恒光股份,0,15.75
BJ430489,佳先股份,0,5.99
SH603176,汇通集团,0,4.36
SZ301062,上海艾录,0,10.03
SH600802,福建水泥,0,3.21
SH600780,通宝能源,0,7.02
SH605500,森林包装,0,6.73
SH600790,轻纺城,0,3.39
SZ000586,汇源通信,0,9.25
SZ300022,吉峰科技,0,3.86
SH688059,华锐精密,0,59.66
SH603095,越剑智能,0,14.95
SH603053,成都燃气,0,10.03
SH603059,倍加洁,0,22.83
SH600818,中路股份,0,23.6
SH603090,宏盛股份,0,19.21
SH600654,ST中安,0,2.49
SH600618,氯碱化工,0,9.11
BJ838971,天马新材,0,9.35
SH603585,苏利股份,0,11.51
SH603590,康辰药业,0,29.13
SH688586,江航装备,0,9.23
SZ002801,微光股份,0,21.15
SZ300215,电科院,0,3.95
SH603315,福鞍股份,0,12.06
SZ200530,冰山B,0,1.47
SZ300430,诚益通,0,16.68
SZ200413,东旭B,0,0.65
SH688466,金科环境,0,12.19
SH688484,南芯科技,0,33.03
SZ300741,华宝股份,0,17.62
SH688793,倍轻松,0,32.52
SH603776,永安行,0,10.48
SZ200045,深纺织B,0,3.23
SH603817,海峡环保,0,5.15
SH900943,开开B股,0,0.428
SZ300813,泰林生物,0,15.61
SZ200054,建车B,0,3.06
SZ002348,高乐股份,0,2.74
SH688669,聚石化学,0,12.35
SH603697,有友食品,0,6.11
SZ002300,太阳电缆,0,5.79
SH688667,菱电电控,0,49.87
SZ002319,乐通股份,0,11.81
SZ300810,中科海讯,0,16.56
SH688679,通源环境,0,8.42
SH603655,朗博科技,0,14.73
SZ300998,宁波方正,0,19.49
SH688610,埃科光电,0,32.06
BJ832471,美邦科技,0,9.01
SH601010,文峰股份,0,1.98
SZ301318,维海德,0,41.73
BJ872541,铁大科技,0,5.49
SH603585,苏利股份,0,11.51
SH600847,万里股份,0,6.67
SH603558,健盛集团,0,10.95
SZ002818,富森美,0,14.23
BJ835508,殷图网联,0,21.16
SZ300211,亿通科技,0,6.07
BJ835579,机科股份,0,16.31
SZ300062,中能电气,0,4.5
SZ200725,京东方B,0,2.51
SZ000531,穗恒运A,0,5.83
SH600692,亚通股份,0,4.75
SZ300137,先河环保,0,5.1
SZ300209,ST有棵树,0,2.11
SZ002963,豪尔赛,0,10.4
SZ000059,华锦股份,0,4.84
SZ002842,翔鹭钨业,0,5.71
SZ002853,皮阿诺,0,8.39
SZ300946,恒而达,0,24.29
SZ001218,丽臣实业,0,17.02
SZ001230,劲旅环境,0,17.54
SZ300669,沪宁股份,0,13.75
SZ002523,天桥起重,0,2.92
SH603878,武进不锈,0,8.69
SH603917,合力科技,0,13.19
SZ300708,聚灿光电,0,8.89
SZ300768,迪普科技,0,11.28
SZ300743,天地数码,0,11.81
SZ002498,汉缆股份,0,3.65
SZ300701,森霸传感,0,7.56
SZ002225,濮耐股份,0,3.45
SH603758,秦安股份,0,10.13
SH603815,交建股份,0,6.48
SH900934,锦江B股,0,1.492
SH900925,机电B股,0,0.935
SZ002133,广宇集团,0,2.43
SZ002148,北纬科技,0,4.85
BJ833914,远航精密,0,8.6
SZ002144,宏达高科,0,8.94
SH603312,西典新能,0,33.61
SZ300234,开尔新材,0,4.14
SH688439,振华风光,0,69.87
SZ300292,吴通控股,0,3.58
SZ300247,融捷健康,0,2.54
SZ002950,奥美医疗,0,7.67
SH688314,康拓医疗,0,20.35
SH603339,四方科技,0,11.04
SH603527,众源新材,0,7.99
SH603602,纵横通信,0,11.88
SH688338,赛科希德,0,22.26
SH603201,常润股份,0,27.07
SZ002752,昇兴股份,0,4.9
SZ002817,黄山胶囊,0,6.28
SH688371,菲沃泰,0,10.27
SH688395,正弦电气,0,15.82
SZ300385,雪浪环境,0,3.98
SZ002825,纳尔股份,0,6.78
SZ300126,锐奇股份,0,4.84
BJ831832,科达自控,0,12.7
BJ836892,广咨国际,0,11.96
BJ873690,捷众科技,0,12.09
SZ001205,盛航股份,0,16.58
BJ835207,众诚科技,0,7.03
SH600108,亚盛集团,0,2.62
SH601518,吉林高速,0,2.57
SH605180,华生科技,0,13.19
SH603115,海星股份,0,11.31
SZ000803,山高环能,0,3.93
SZ000809,铁岭新城,0,1.64
SZ000958,电投产融,0,3.9
BJ835985,海泰新能,0,5.63
SZ000953,河化股份,0,3.01
SZ000971,ST高升,0,1.0
SZ301003,江苏博云,0,22.8
SH600939,重庆建工,0,2.86
SH603033,三维股份,0,14.55
SH603102,百合股份,0,33.06
SH600107,美尔雅,0,4.23
BJ835438,戈碧迦,0,17.38
SZ301020,密封科技,0,17.34
SZ301035,润丰股份,0,54.96
SH688093,世华科技,0,14.23
SZ301088,戎美股份,0,11.04
SZ301079,邵阳液压,0,11.26
SH688078,龙软科技,0,25.56
SH688026,洁特生物,0,10.52
SZ301062,上海艾录,0,10.03
SH600780,通宝能源,0,7.02
SZ301158,德石股份,0,14.37
SZ000782,美达股份,0,4.34
SH600654,ST中安,0,2.49
SH600618,氯碱化工,0,9.11
BJ838971,天马新材,0,9.35
SH603055,台华新材,0,10.18
SH603082,北自科技,0,36.9
SH603079,圣达生物,0,9.83
SZ301283,聚胶股份,0,31.42
SZ301107,瑜欣电子,0,22.63
SH688055,龙腾光电,0,3.21
SH600857,宁波中百,0,6.7
SZ301200,大族数控,0,33.51
SZ000590,启迪药业,0,6.4
SZ000554,泰山石油,0,5.59
SZ002872,ST天圣,0,4.22
SZ000563,陕国投A,0,3.07
SZ300154,瑞凌股份,0,5.64
SZ000545,金浦钛业,0,2.02
SH688510,航亚科技,0,19.06
SH600793,宜宾纸业,0,9.62
SZ300018,中元股份,0,5.0
SH688425,铁建重工,0,3.89
SZ300191,潜能恒信,0,13.76
SZ201872,招港B,0,8.71
SZ002868,绿康生化,0,14.66
SZ200771,杭汽轮B,0,6.84
SZ003027,同兴环保,0,14.78
SH600182,S佳通,0,15.44
SH605177,东亚药业,0,25.36
SZ003003,天元股份,0,8.36
SZ301005,超捷股份,0,31.49
SH688061,灿瑞科技,0,25.45
SH600843,上工申贝,0,5.7
SH688172,燕东微,0,15.78
SH603188,亚邦股份,0,2.35
SZ301118,恒光股份,0,15.75
SZ301187,欧圣电气,0,20.57
SZ301181,标榜股份,0,21.42
SH600868,梅雁吉祥,0,2.15
SZ000707,双环科技,0,7.2
SH600802,福建水泥,0,3.21
SH600808,马钢股份,0,2.36
SH605500,森林包装,0,6.73
SZ000586,汇源通信,0,9.25
SZ300022,吉峰科技,0,3.86
SH603095,越剑智能,0,14.95
SH603053,成都燃气,0,10.03
SH603059,倍加洁,0,22.83
SH600818,中路股份,0,23.6
SH603090,宏盛股份,0,19.21
SZ301167,建研设计,0,13.84
BJ836961,西磁科技,0,16.91
SH688013,天臣医疗,0,15.74
SH688045,必易微,0,24.39
SZ000862,银星能源,0,5.0
SZ003001,中岩大地,0,13.8
SH600165,ST宁科,0,1.64
SZ003030,祖名股份,0,15.84
SH605056,咸亨国际,0,12.95
SH603126,中材节能,0,6.1
SZ000655,金岭矿业,0,6.27
SH688109,品茗科技,0,29.0
SZ301055,张小泉,0,12.41
SH688159,有方科技,0,41.19
SH603039,泛微网络,0,34.38
SH688038,中科通达,0,7.82
SH600861,北京人力,0,19.25
SH688171,纬德信息,0,14.62
SH688081,兴图新科,0,11.54
SZ301056,森赫股份,0,7.8
SZ000639,西王食品,0,2.93
SZ301150,中一科技,0,25.36
SH603022,新通联,0,7.61
BJ430489,佳先股份,0,5.99
SH603176,汇通集团,0,4.36
SH688059,华锐精密,0,59.66
SH600790,轻纺城,0,3.39
SH600520,文一科技,0,17.16
SH605378,野马电池,0,19.99
SH688528,秦川物联,0,7.66
SZ300209,ST有棵树,0,2.11
SZ002963,豪尔赛,0,10.4
SZ000059,华锦股份,0,4.84
SH688309,恒誉环保,0,13.94
SZ201872,招港B,0,8.71
SZ200771,杭汽轮B,0,6.84
SZ002853,皮阿诺,0,8.39
SZ002871,伟隆股份,0,8.44
SH603590,康辰药业,0,29.13
SZ002825,纳尔股份,0,6.78
SZ300234,开尔新材,0,4.14
SZ002842,翔鹭钨业,0,5.71
SH688395,正弦电气,0,15.82
SZ300292,吴通控股,0,3.58
SZ002950,奥美医疗,0,7.67
SH688314,康拓医疗,0,20.35
SH603339,四方科技,0,11.04
SH603527,众源新材,0,7.99
SH603602,纵横通信,0,11.88
SH600099,林海股份,0,7.46
SH688182,灿勤科技,0,13.15
SZ300583,赛托生物,0,13.29
SZ001210,金房能源,0,14.46
SZ300419,浩丰科技,0,5.28
SH603217,元利科技,0,14.57
SH688216,气派科技,0,14.81
SH688267,中触媒,0,20.45
SZ001332,锡装股份,0,27.15
SZ002628,成都路桥,0,2.46
SH688285,高铁电气,0,7.12
SH603997,继峰股份,0,12.66
SH600076,康欣新材,0,1.76
SZ300692,中环环保,0,4.97
SZ300521,爱司凯,0,8.89
SH603810,丰山集团,0,10.22
SH900957,凌云B股,0,0.366
SH900939,汇丽B,0,0.337
SZ300522,世名科技,0,11.81
SZ300555,ST路通,0,6.28
SZ300636,同和药业,0,9.89
BJ871981,晶赛科技,0,12.54
SZ002571,德力股份,0,4.15
SH900937,华电B股,0,0.119
SZ300317,珈伟新能,0,3.76
SH688372,伟测科技,0,52.65
SZ300371,汇中股份,0,9.17
SH603289,泰瑞机器,0,10.22
SZ002774,快意电梯,0,6.77
SZ300407,凯发电气,0,7.12
SH603238,诺邦股份,0,11.11
SH688273,麦澜德,0,20.45
SH688189,南新制药,0,6.73
SZ300575,中旗股份,0,5.9
SZ300539,横河精密,0,8.21
SH603344,星德胜,0,30.49
SZ002613,北玻股份,0,3.65
SZ002687,乔治白,0,5.63
SH603277,银都股份,0,29.5
SH688269,凯立新材,0,24.69
SH603356,华菱精工,0,11.32
SZ200505,京粮B,0,2.16
SH603272,联翔股份,0,10.64
SZ300381,溢多利,0,4.87
SH603239,浙江仙通,0,15.59
SZ300739,明阳电路,0,11.56
SZ300423,昇辉科技,0,5.31
SZ002435,长江健康,0,2.68
SH900921,丹科B股,0,0.118
SH688737,中自科技,0,19.28
SH603615,茶花股份,0,14.26
SZ300976,达瑞电子,0,40.54
SZ300952,恒辉安防,0,20.4
SZ002290,禾盛新材,0,13.98
SH688184,帕瓦股份,0,16.21
SH688193,仁度生物,0,28.75
SZ002469,三维化学,0,6.01
SZ002412,汉森制药,0,5.17
SH603989,艾华集团,0,14.67
SZ300823,建科机械,0,17.51
SH600080,金花股份,0,6.84
SZ001259,利仁科技,0,25.04
SZ002540,亚太科技,0,6.31
BJ831304,迪尔化工,0,6.87
SH600548,深高速,0,10.5
SH600575,淮河能源,0,2.9
SH600535,天士力,0,14.9
SH600371,万向德农,0,7.73
SZ002054,德美化工,0,5.03
SH600226,瀚叶股份,0,2.48
SH600168,武汉控股,0,5.96
SZ000859,国风新材,0,3.58
SH600321,正源股份,0,0.95
SZ000825,太钢不锈,0,3.63
BJ871642,通易航天,0,9.06
SH605186,健麾信息,0,35.41
SZ002082,万邦德,0,4.49
SH600262,北方股份,0,16.38
SH605259,绿田机械,0,22.17
SH600261,阳光照明,0,3.02
SH600243,青海华鼎,0,3.39
SZ002072,凯瑞德,0,3.43
SH600265,ST景谷,0,16.86
SH601588,北辰实业,0,1.65
SH600301,华锡有色,0,16.27
SH600269,赣粤高速,0,4.71
SH600333,长春燃气,0,3.85
SZ000850,华茂股份,0,3.27
SH601608,XD中信重,0,4.42
SZ000823,超声电子,0,7.71
SH605169,洪通燃气,0,8.88
BJ837006,晟楠科技,0,14.3
BJ832089,禾昌聚合,0,14.92
SH600469,风神股份,0,6.29
SH600517,国网英大,0,4.53
SH600561,江西长运,0,4.2
SH605388,均瑶健康,0,8.13
SH600503,华丽家族,0,2.03
SZ002119,康强电子,0,10.76
SH600399,抚顺特钢,0,5.75
SH600348,华阳股份,0,9.12
SZ002106,莱宝高科,0,9.24
SZ002096,易普力,0,12.06
SH600444,国机通用,0,12.7
SH600319,亚星化学,0,3.86
SH600337,美克家居,0,2.21
SH605183,确成股份,0,15.4
SZ000819,岳阳兴长,0,14.13
BJ832023,田野股份,0,2.57
BJ831195,三祥科技,0,10.27
BJ832110,雷特科技,0,16.74
BJ832175,东方碳素,0,8.55
BJ833455,汇隆活塞,0,3.6
BJ873527,夜光明,0,7.22
BJ833427,华维设计,0,11.13
BJ838275,驱动力,0,3.82
BJ833230,欧康医药,0,8.88
SZ200056,皇庭B,0,0.91
SH900909,华谊B股,0,0.435
SZ200761,本钢板B,0,1.5
BJ831305,海希通讯,0,11.25
SH605369,拱东医疗,0,44.73
SZ002110,三钢闽光,0,3.58
SH600353,旭光电子,0,6.4
SZ002094,青岛金王,0,2.48
SH605318,法狮龙,0,16.62
BJ834599,同力股份,0,10.67
BJ830974,凯大催化,0,6.0
BJ836717,瑞星股份,0,5.5
SH600897,厦门空港,0,13.74
BJ830799,艾融软件,0,9.89
BJ832802,保丽洁,0,8.12
SH688125,安达智能,0,27.46
SZ200468,宁通信B,0,2.06
BJ833523,德瑞锂电,0,12.11
BJ873726,卓兆点胶,0,22.07
SH600217,中再资环,0,4.36
SZ301040,中环海陆,0,11.51
SH605018,长华集团,0,8.91
SH688069,德林海,0,13.75
SZ301130,西点药业,0,23.98
SH688057,金达莱,0,10.5
SH600980,北矿科技,0,13.95
SH688178,万德斯,0,10.25
SZ301068,大地海洋,0,27.17
SH688009,中国通号,0,5.75
SH688010,福光股份,0,17.58
SZ301190,善水科技,0,15.83
SH603085,天成自控,0,9.81
SH605566,福莱蒽特,0,16.4
SZ301286,侨源股份,0,30.57
SZ300055,万邦达,0,4.38
SZ000517,荣安地产,0,2.08
SZ000726,鲁泰A,0,6.19
SZ000720,新能泰山,0,2.8
SZ301182,凯旺科技,0,15.22
SZ301197,工大科雅,0,12.37
SH600836,上海易连,0,1.66
SH600812,华北制药,0,4.61
SZ301189,奥尼电子,0,20.17
SZ301106,骏成科技,0,35.8
SH600865,百大集团,0,6.79
SZ301248,杰创智能,0,15.17
SZ300034,钢研高纳,0,17.98
SZ000599,青岛双星,0,4.32
SZ301388,欣灵电气,0,18.78
SZ300071,福石控股,0,2.54
SZ002884,凌霄泵业,0,21.69
SZ000510,新金路,0,3.55
SZ000548,湖南投资,0,4.43
SZ300066,三川智慧,0,3.81
SZ301335,天元宠物,0,18.5
SZ002879,长缆科技,0,13.37
BJ836547,无锡晶海,0,17.22
SZ300439,美康生物,0,9.58
SZ301536,星宸科技,0,34.08
BJ838924,广脉科技,0,12.4
BJ832876,慧为智能,0,8.59
BJ832885,星辰科技,0,6.15
SH688403,汇成股份,0,7.75
SZ002467,二六三,0,3.65
SH688253,英诺特,0,37.08
SH688280,精进电动-UW,0,4.4
SH603955,大千生态,0,11.37
SZ300746,汉嘉设计,0,6.93
SH900918,耀皮B股,0,0.269
SZ002188,中天服务,0,4.21
SZ300871,回盛生物,0,14.58
SZ300862,蓝盾光电,0,31.48
SZ002140,东华科技,0,7.6
SH688656,浩欧博,0,23.82
SH605018,长华集团,0,8.91
SH600925,苏能股份,0,5.48
SH688069,德林海,0,13.75
SH603036,如通股份,0,11.16
SZ301195,北路智控,0,37.63
SH600834,申通地铁,0,6.89
SZ301130,西点药业,0,23.98
SH688157,松井股份,0,30.99
SH688085,三友医疗,0,18.22
SH600980,北矿科技,0,13.95
SH688057,金达莱,0,10.5
SH600858,银座股份,0,4.51
SZ301201,诚达药业,0,18.8
SH603020,爱普股份,0,7.33
SH688010,福光股份,0,17.58
SZ301068,大地海洋,0,27.17
SH600983,惠而浦,0,8.22
SZ301077,星华新材,0,18.7
SZ301190,善水科技,0,15.83
SH603085,天成自控,0,9.81
SH605566,福莱蒽特,0,16.4
SZ301286,侨源股份,0,30.57
SH600778,友好集团,0,3.99
SZ000720,新能泰山,0,2.8
SZ301182,凯旺科技,0,15.22
SZ301197,工大科雅,0,12.37
SH600836,上海易连,0,1.66
SH600812,华北制药,0,4.61
SZ301106,骏成科技,0,35.8
SZ000709,河钢股份,0,2.17
SH600865,百大集团,0,6.79
SH600819,耀皮玻璃,0,4.35
SZ002890,弘宇股份,0,11.8
SH688557,兰剑智能,0,28.45
SH600774,汉商集团,0,6.8
SH605099,共创草坪,0,21.81
SH600101,明星电力,0,8.1
SZ000608,阳光股份,0,1.75
SH603159,上海亚虹,0,12.54
SH603111,康尼机电,0,6.14
SZ000691,亚太实业,0,4.36
SH688062,迈威生物-U,0,34.6
BJ834021,流金科技,0,4.0
SZ301070,开勒股份,0,33.8
SH600894,广日股份,0,11.51
SH600917,重庆燃气,0,6.15
SH603017,中衡设计,0,12.42
SH688178,万德斯,0,10.25
SH600735,新华锦,0,4.72
SZ300055,万邦达,0,4.38
SZ000517,荣安地产,0,2.08
SZ301161,唯万密封,0,15.21
SZ301189,奥尼电子,0,20.17
SH600898,ST美讯,0,1.01
SH600841,动力新科,0,4.22
SZ301256,华融化学,0,6.53
SZ002857,三晖电气,0,11.08
BJ873833,美心翼申,0,9.86
SZ002884,凌霄泵业,0,21.69
SZ000557,西部创业,0,4.61
SZ000551,创元科技,0,9.06
SZ300071,福石控股,0,2.54
SZ000548,湖南投资,0,4.43
SZ002879,长缆科技,0,13.37
SZ300227,光韵达,0,6.19
SZ300185,通裕重工,0,2.29
SZ002651,利君股份,0,5.82
SH688335,复洁环保,0,10.32
SZ002686,亿利达,0,4.73
SH688350,富淼科技,0,12.19
SZ002620,瑞和股份,0,2.99
SZ300279,和晶科技,0,4.51
SZ000030,富奥股份,0,5.45
SH603341,龙旗科技,0,40.91
BJ835237,力佳科技,0,15.39
SH688345,博力威,0,18.46
SZ002798,帝欧家居,0,3.72
SH688255,凯尔达,0,19.33
SZ300515,三德科技,0,9.1
SZ002486,嘉麟杰,0,2.11
SH603325,博隆技术,0,68.32
SH600051,宁波联合,0,5.85
SZ200550,江铃B,0,9.02
SH688376,美埃科技,0,31.71
SZ300488,恒锋工具,0,21.95
SH688287,观典防务,0,9.17
SZ300405,科隆股份,0,4.11
SH600628,新世界,0,5.88
SH600749,西藏旅游,0,11.26
SZ301389,隆扬电子,0,13.22
SZ300069,金利华电,0,9.38
SZ000510,新金路,0,3.55
SZ300179,四方达,0,7.0
SZ002873,新天药业,0,11.42
SZ301591,肯特股份,0,38.39
SZ002731,萃华珠宝,0,9.4
SZ300670,大烨智能,0,4.89
SH688281,华秦科技,0,132.18
SZ002106,莱宝高科,0,9.24
SH600348,华阳股份,0,9.12
SZ002082,万邦德,0,4.49
SH600265,ST景谷,0,16.86
SH601588,北辰实业,0,1.65
SH600301,华锡有色,0,16.27
SH600333,长春燃气,0,3.85
SZ000850,华茂股份,0,3.27
SH600319,亚星化学,0,3.86
SZ000823,超声电子,0,7.71
SZ000859,国风新材,0,3.58
SH600168,武汉控股,0,5.96
SZ003002,壶化股份,0,12.86
SZ301012,扬电科技,0,19.36
SH600137,浪莎股份,0,13.1
SZ002119,康强电子,0,10.76
SH600399,抚顺特钢,0,5.75
SZ002096,易普力,0,12.06
SZ002094,青岛金王,0,2.48
SH600269,赣粤高速,0,4.71
SH601608,XD中信重,0,4.42
SH600337,美克家居,0,2.21
BJ832089,禾昌聚合,0,14.92
SH600321,正源股份,0,0.95
SZ000819,岳阳兴长,0,14.13
SH605186,健麾信息,0,35.41
SZ000601,韶能股份,0,3.56
SZ301063,海锅股份,0,14.85
SH600984,建设机械,0,2.98
SH600353,旭光电子,0,6.4
SH605169,洪通燃气,0,8.88
BJ837006,晟楠科技,0,14.3
SZ000825,太钢不锈,0,3.63
SH605183,确成股份,0,15.4
BJ871642,通易航天,0,9.06
SH600217,中再资环,0,4.36
SH603151,邦基科技,0,12.35
BJ832023,田野股份,0,2.57
SZ301040,中环海陆,0,11.51
SH688132,邦彦技术,0,15.81
SZ000949,新乡化纤,0,4.65
SH688136,科兴制药,0,14.85
SZ301065,本立科技,0,16.53
SH603028,赛福天,0,7.38
SH688009,中国通号,0,5.75
SZ000726,鲁泰A,0,6.19
SZ301248,杰创智能,0,15.17
SZ000737,北方铜业,0,9.94
SH600855,航天长峰,0,9.71
SH600444,国机通用,0,12.7
SZ002054,德美化工,0,5.03
SH600262,北方股份,0,16.38
SH605259,绿田机械,0,22.17
SH600261,阳光照明,0,3.02
SH600243,青海华鼎,0,3.39
SZ002072,凯瑞德,0,3.43
SH600226,瀚叶股份,0,2.48
BJ839725,惠丰钻石,0,12.4
SZ002809,红墙股份,0,7.75
SH605033,美邦股份,0,13.75
SH600561,江西长运,0,4.2
SH605388,均瑶健康,0,8.13
SZ002110,三钢闽光,0,3.58
SH600371,万向德农,0,7.73
SZ002365,永安药业,0,7.13
SZ300543,朗科智能,0,7.23
SZ300564,筑博设计,0,10.69
SZ002278,神开股份,0,4.38
SZ300889,爱克股份,0,10.82
SH603687,大胜达,0,10.36
SZ002573,清新环境,0,4.23
SZ002376,新北洋,0,5.78
SZ002598,山东章鼓,0,7.89
SZ001209,洪兴股份,0,14.07
SZ002588,史丹利,0,6.61
SZ002397,梦洁股份,0,2.48
SH900901,云赛B股,0,0.54
SH603967,中创物流,0,10.28
BJ839719,宁新新材,0,9.42
SH688657,浩辰软件,0,60.58
SZ300962,中金辐照,0,14.97
SZ300980,祥源新材,0,17.57
SZ002282,博深股份,0,6.15
SH601106,中国一重,0,2.63
SZ002172,澳洋健康,0,2.85
SH603790,雅运股份,0,10.05
SH603826,坤彩科技,0,42.3
SZ300806,斯迪克,0,8.49
SZ300839,博汇股份,0,7.93
SH688739,成大生物,0,27.76
SZ300824,北鼎股份,0,8.1
SH900942,黄山B股,0,0.808
SZ002573,清新环境,0,4.23
SH900928,临港B股,0,0.592
SZ002598,山东章鼓,0,7.89
SZ001260,坤泰股份,0,15.03
SZ002588,史丹利,0,6.61
SZ001202,炬申股份,0,12.39
SZ002544,普天科技,0,24.02
SH900901,云赛B股,0,0.54
SZ002492,恒基达鑫,0,4.56
SZ300962,中金辐照,0,14.97
SZ300980,祥源新材,0,17.57
SZ002282,博深股份,0,6.15
BJ839719,宁新新材,0,9.42
SH603968,醋化股份,0,11.49
SH688778,厦钨新能,0,31.95
SZ300795,米奥会展,0,36.19
SH603703,盛洋科技,0,9.64
SZ300992,泰福泵业,0,16.57
SZ300932,三友联众,0,10.86
SZ300950,德固特,0,13.91
SH601106,中国一重,0,2.63
SZ002172,澳洋健康,0,2.85
SH603790,雅运股份,0,10.05
SH603826,坤彩科技,0,42.3
SH603811,诚意药业,0,7.9
SZ300806,斯迪克,0,8.49
SZ300839,博汇股份,0,7.93
SZ300824,北鼎股份,0,8.1
SZ002342,巨力索具,0,3.16
SZ002357,富临运业,0,5.66
SH601033,永兴股份,0,15.64
SZ300884,狄耐克,0,9.09
SZ300789,唐源电气,0,17.7
SH900914,锦在线B,0,0.439
SH688739,成大生物,0,27.76
SZ002322,理工能科,0,14.21
SH603701,德宏股份,0,10.27
SZ002187,广百股份,0,4.82
BJ836149,旭杰科技,0,5.17
SH688655,迅捷兴,0,9.11
BJ831167,鑫汇科,0,11.14
SZ300927,江天化学,0,13.16
SZ300956,英力股份,0,11.43
SZ002274,华昌化工,0,7.45
SH603689,皖天然气,0,8.69
BJ831175,派诺科技,0,12.49
SZ300906,日月明,0,19.1
SH688618,三旺通信,0,42.91
SZ002259,ST升达,0,3.63
SH688613,奥精医疗,0,13.73
