序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
892,300265,通光线缆,6.49,1.56,0.1,81544.0,52330761.0,4.38,6.54,6.26,6.36,6.39,0.87,1.78,23.63,1.33,2974277470.0,2972110219.0,0.15,0.15,-28.84,-29.91
893,2214,大立科技,13.63,1.56,0.21,63539.0,86625835.64,5.66,13.96,13.2,13.72,13.42,0.82,1.33,-37.26,3.88,8167613054.0,6513247161.0,-0.15,0.0,28.46,18.83
894,2032,苏 泊 尔,60.38,1.56,0.93,32633.0,196930838.0,4.37,61.6,59.0,59.1,59.45,1.38,0.41,22.35,7.68,48709068710.0,48579926939.0,0.2,0.12,14.99,13.9
895,601369,陕鼓动力,9.74,1.56,0.15,269692.0,263840015.0,3.86,9.94,9.57,9.65,9.59,1.3,1.59,16.48,1.92,16810548781.0,16469674105.0,0.0,0.1,19.07,22.06
896,603607,京华激光,13.03,1.56,0.2,79759.0,104822086.0,5.14,13.49,12.83,13.0,12.83,1.4,4.47,29.96,2.39,2326073904.0,2326073904.0,-0.23,-0.15,-22.3,-29.45
897,603729,龙韵股份,18.29,1.55,0.28,112381.0,205789813.0,8.0,18.94,17.5,18.39,18.01,1.28,12.04,261.9,4.43,1707152020.0,1707152020.0,-0.49,-0.22,-34.44,-44.88
898,2151,北斗星通,28.12,1.55,0.43,121496.0,341616923.8,3.94,28.58,27.49,27.69,27.69,1.0,2.75,94.84,2.75,15287613975.0,12416108174.0,-0.25,0.0,-4.58,-10.96
899,605068,明新旭腾,15.06,1.55,0.23,38333.0,57746562.0,5.93,15.5,14.62,15.22,14.83,1.85,2.36,46.94,1.43,2447853243.0,2441829243.0,-0.13,-0.13,-29.95,-32.89
900,301357,北方长龙,30.78,1.55,0.47,11785.0,36416390.65,4.06,31.43,30.2,30.3,30.31,0.9,6.93,236.67,1.84,2093040000.0,523260000.0,-0.19,-0.29,-34.51,-39.03
901,2807,江阴银行,3.93,1.55,0.06,452731.0,177368975.6,2.33,3.95,3.86,3.86,3.87,1.43,1.84,5.12,0.63,9673273661.0,9665150697.0,0.26,0.0,5.36,10.7
902,300009,安科生物,9.83,1.55,0.15,135777.0,133139906.7,2.58,9.89,9.64,9.69,9.68,1.01,1.12,19.46,4.41,16483207031.0,11950209983.0,-0.1,0.0,1.44,-3.82
903,688689,银河微电,16.4,1.55,0.25,18751.0,30660566.0,6.63,16.8,15.73,16.1,16.15,1.15,1.45,33.0,1.79,2114008364.0,2114008364.0,-0.18,-0.18,-35.25,-41.16
904,600132,重庆啤酒,66.51,1.54,1.01,63764.0,424528993.0,5.19,67.8,64.4,65.2,65.5,1.29,1.32,24.08,15.04,32188924379.0,32188924379.0,0.02,-0.08,5.4,0.09
905,300775,三角防务,23.71,1.54,0.36,122584.0,290452898.72,4.71,24.15,23.05,23.2,23.35,1.09,2.31,15.88,2.53,13046075003.0,12607199940.0,-0.08,-0.17,-10.39,-15.02
906,601886,江河集团,5.93,1.54,0.09,113432.0,67250098.0,3.6,6.01,5.8,5.85,5.84,0.92,1.0,10.0,0.95,6718702216.0,6718702216.0,-0.17,-0.34,-6.47,-10.96
907,1202,炬申股份,12.54,1.54,0.19,59336.0,73170426.68,8.34,12.77,11.74,12.1,12.35,1.13,14.75,24.35,2.22,1615152000.0,504383880.0,0.08,0.0,-30.76,-28.63
908,600415,小商品城,8.59,1.54,0.13,697523.0,596994930.0,4.14,8.67,8.32,8.45,8.46,1.55,1.28,16.52,2.56,47110430572.0,46983262923.0,-0.12,-0.23,17.83,17.35
909,688179,阿拉丁,15.23,1.53,0.23,34381.0,52632073.0,5.13,15.67,14.9,15.0,15.0,0.94,1.74,35.16,3.06,3017533805.0,3017533805.0,0.4,0.4,-13.37,-20.51
910,872808,曙光数创,43.05,1.53,0.65,25214.0,109392129.63,7.17,44.6,41.56,41.94,42.4,1.28,1.31,82.41,12.62,8610000043.0,8301157320.0,0.51,0.87,33.32,13.14
911,600848,上海临港,9.95,1.53,0.15,64706.0,64099401.0,3.67,10.05,9.69,9.8,9.8,0.92,0.27,23.66,1.35,25098745690.0,23819427116.0,0.1,0.1,0.0,-1.0
912,600839,四川长虹,5.31,1.53,0.08,2714234.0,1458475772.0,5.74,5.48,5.18,5.27,5.23,1.62,5.88,38.4,1.76,24512256819.0,24505430331.0,0.0,0.0,9.03,0.38
913,2117,东港股份,7.97,1.53,0.12,67756.0,53745544.0,4.2,8.06,7.73,7.82,7.85,0.78,1.24,26.63,2.78,4348961375.0,4347564434.0,0.0,0.0,-1.6,-6.78
914,600662,外服控股,4.65,1.53,0.07,77077.0,35784286.0,3.28,4.71,4.56,4.59,4.58,0.91,0.73,16.73,2.57,10619259173.0,4898134188.0,-0.21,-0.21,-4.71,-3.13
915,301379,天山电子,21.96,1.53,0.33,24731.0,54532551.0,7.72,22.87,21.2,21.89,21.63,1.26,3.77,19.2,1.74,2225426400.0,1440576000.0,-0.23,-0.41,-18.58,-25.79
916,600765,中航重机,17.98,1.52,0.27,782535.0,1409636354.0,6.04,18.47,17.4,17.49,17.71,1.28,5.33,20.05,2.29,26638193700.0,26406841102.0,-0.11,0.06,15.04,-5.91
917,601860,紫金银行,2.67,1.52,0.04,1090117.0,289828397.0,2.66,2.69,2.62,2.62,2.63,2.05,3.08,5.43,0.55,9774816547.0,9453456479.0,0.75,0.38,2.69,5.53
918,837006,晟楠科技,12.08,1.51,0.18,15336.0,18857249.84,6.55,12.58,11.8,11.94,11.9,1.1,5.03,23.47,2.95,1090669376.0,368125920.0,0.33,0.17,-18.1,-32.89
919,300467,迅游科技,13.45,1.51,0.2,55950.0,74861024.6,5.74,13.64,12.88,13.39,13.25,0.69,3.37,68.37,4.41,2733105865.0,2230198421.0,-0.22,-0.15,-14.6,-22.61
920,301517,陕西华达,45.1,1.51,0.67,23729.0,107006253.91,5.81,46.18,43.6,44.3,44.43,1.18,10.62,61.84,3.67,4872004170.0,1007524439.0,-0.09,-0.4,-12.7,-19.32
921,2899,英派斯,15.52,1.5,0.23,47815.0,74606752.0,4.32,15.95,15.29,15.57,15.29,1.18,3.98,19.23,1.52,1862400000.0,1862400000.0,0.19,-0.13,-6.11,-6.22
922,601319,中国人保,5.4,1.5,0.08,1614741.0,881280291.0,5.08,5.55,5.28,5.3,5.32,2.27,0.45,10.49,0.99,238809549148.0,191687885548.0,0.0,0.19,14.65,11.57
923,300135,宝利国际,2.7,1.5,0.04,892459.0,239413192.23,11.28,2.83,2.53,2.6,2.66,1.32,9.68,737.76,2.49,2488320000.0,2488320000.0,0.37,0.37,-10.0,-16.92
924,603028,赛福天,7.44,1.5,0.11,90592.0,67390422.0,4.91,7.62,7.26,7.43,7.33,1.43,3.16,40.55,2.87,2135577600.0,2135577600.0,0.0,-0.27,-29.75,-33.27
925,300581,晨曦航空,7.44,1.5,0.11,102353.0,77115531.91,6.14,7.75,7.3,7.44,7.33,1.25,1.86,-94.07,4.11,4092815022.0,4092815022.0,0.27,0.0,-19.74,-24.31
926,603040,新坐标,19.63,1.5,0.29,12348.0,24338544.0,4.86,20.14,19.2,19.39,19.34,0.85,0.92,14.75,2.22,2652167998.0,2640062177.0,0.0,-0.2,-19.48,-24.93
927,873665,科强股份,8.13,1.5,0.12,4700.0,3826476.76,4.37,8.27,7.92,8.06,8.01,1.09,1.42,14.91,1.55,1056818700.0,268234749.0,0.25,-0.12,-8.03,-33.36
928,605388,均瑶健康,8.14,1.5,0.12,46138.0,37303561.0,4.86,8.25,7.86,8.04,8.02,0.79,1.07,31.81,1.78,3500200000.0,3500200000.0,0.0,0.12,-30.61,-35.09
929,600409,三友化工,5.43,1.5,0.08,281182.0,153508171.0,3.18,5.55,5.38,5.48,5.35,1.3,1.36,24.17,0.84,11209417503.0,11209417503.0,-0.18,-0.18,-1.45,-1.09
930,603167,渤海轮渡,10.19,1.49,0.15,168178.0,172089462.0,3.39,10.44,10.1,10.2,10.04,1.39,3.58,19.09,1.26,4780582486.0,4780582486.0,0.3,0.49,0.49,14.75
931,600157,永泰能源,1.36,1.49,0.02,2853466.0,386892018.0,2.24,1.37,1.34,1.35,1.34,0.98,1.28,13.96,0.66,30216159237.0,30216159237.0,0.0,0.74,-1.45,-0.73
932,2571,德力股份,4.09,1.49,0.06,104530.0,42580910.06,6.45,4.17,3.91,4.08,4.03,1.32,3.5,-18.75,1.3,1603078363.0,1220072309.0,0.25,0.25,-37.65,-38.68
933,301158,德石股份,15.03,1.49,0.22,79864.0,119021607.54,5.87,15.3,14.43,14.7,14.81,1.19,10.29,26.06,1.71,2260068765.0,1166808524.0,0.07,0.13,-4.33,-6.59
934,2591,恒大高新,4.1,1.49,0.06,163252.0,65996122.0,5.45,4.13,3.91,4.06,4.04,1.21,7.16,-116.6,1.75,1230817884.0,934488281.0,0.0,0.49,-43.21,-42.33
935,541,佛山照明,5.47,1.48,0.08,170764.0,93465121.94,3.71,5.55,5.35,5.4,5.39,1.1,1.62,26.62,1.35,8471816918.0,5779060744.0,-0.18,-0.36,-11.2,-17.74
936,688334,西高院,15.73,1.48,0.23,45925.0,71844911.0,4.58,16.06,15.35,15.35,15.5,1.01,6.04,30.67,1.65,4979795000.0,1196346283.0,0.06,0.13,-1.38,-9.23
937,603967,中创物流,9.59,1.48,0.14,120082.0,113789563.0,4.55,9.66,9.23,9.33,9.45,0.85,3.46,13.84,1.46,3324533749.0,3324533749.0,0.74,0.63,-6.71,-7.25
938,600265,ST景谷,16.44,1.48,0.24,3025.0,4967876.0,4.01,16.77,16.12,16.2,16.2,0.94,0.23,526.99,13.52,2133912000.0,2133912000.0,-0.12,-0.3,-8.62,-9.37
939,2823,凯中精密,9.6,1.48,0.14,62651.0,59930533.5,4.97,9.8,9.33,9.46,9.46,0.89,3.55,36.09,2.01,2769076070.0,1695595373.0,-0.21,-0.21,-22.52,-24.41
940,605089,味知香,27.45,1.48,0.4,6970.0,19004457.0,4.66,27.77,26.51,27.05,27.05,0.91,1.91,26.5,3.05,3788100000.0,1003846500.0,0.22,0.11,-22.91,-24.88
941,839790,联迪信息,7.56,1.48,0.11,15804.0,12180371.46,8.05,7.94,7.34,7.34,7.45,1.26,4.45,54.59,1.78,596990671.0,268773105.0,0.27,-0.53,-9.24,-37.31
942,300397,天和防务,7.56,1.48,0.11,111007.0,85688680.94,6.04,7.91,7.46,7.55,7.45,1.12,2.74,-37.15,2.22,3913333792.0,3065620884.0,-0.4,-0.66,-21.0,-26.74
943,2125,湘潭电化,9.64,1.47,0.14,144212.0,138712929.0,7.26,9.88,9.19,9.44,9.5,0.7,2.29,17.05,2.18,6068203713.0,6068203713.0,0.0,0.1,-7.13,-9.82
944,2270,华明装备,21.35,1.47,0.31,136892.0,290253886.47,3.47,21.47,20.74,20.91,21.04,0.62,1.8,35.28,5.71,19134412952.0,16209446662.0,0.19,0.05,37.92,51.2
945,603866,桃李面包,6.21,1.47,0.09,143904.0,88970845.0,3.76,6.27,6.04,6.11,6.12,1.28,0.9,17.31,1.95,9934255953.0,9934255953.0,0.16,0.0,-19.04,-18.93
946,688278,特宝生物,66.33,1.47,0.96,17647.0,116610422.0,4.12,67.2,64.51,65.1,65.37,0.93,0.43,48.58,14.38,26983044000.0,26983044000.0,-0.02,-0.12,30.37,26.7
947,2792,通宇通讯,14.52,1.47,0.21,208533.0,303617216.14,3.98,14.85,14.28,14.41,14.31,1.26,8.69,76.97,2.09,5837867146.0,3483962080.0,0.14,0.0,-4.79,-13.37
948,600316,洪都航空,17.29,1.47,0.25,82977.0,143651736.0,4.52,17.6,16.83,16.99,17.04,1.38,1.16,381.49,2.34,12398909912.0,12398909912.0,0.0,-0.17,-3.3,-18.33
949,300408,三环集团,25.61,1.47,0.37,108013.0,276169994.86,4.04,25.93,24.91,25.14,25.24,1.03,0.59,32.23,2.76,49081497671.0,47222159299.0,0.16,0.23,-0.54,-13.04
950,692,*ST惠天,2.08,1.46,0.03,75006.0,15552978.31,6.34,2.15,2.02,2.03,2.05,0.78,1.41,-1.58,-0.46,1108292590.0,1108279018.0,0.0,0.48,-34.59,-36.59
951,561,烽火电子,6.94,1.46,0.1,101380.0,70299850.89,4.24,7.07,6.78,6.86,6.84,0.97,1.68,80.12,2.21,4193653072.0,4178065201.0,-0.14,-0.14,-10.68,-17.38
952,603519,立霸股份,13.22,1.46,0.19,74328.0,97394192.0,4.37,13.38,12.81,13.0,13.03,1.26,2.79,4.29,2.43,3520854032.0,3520854032.0,0.38,0.3,-1.05,1.38
953,3000,劲仔食品,15.31,1.46,0.22,94085.0,144103403.48,4.51,15.55,14.87,15.0,15.09,0.81,3.11,32.95,5.29,6905868824.0,4637023002.0,-0.2,-0.13,9.36,25.29
954,603919,金徽酒,19.51,1.46,0.28,35322.0,68576051.0,3.28,19.65,19.02,19.26,19.23,1.22,0.7,30.09,2.98,9896642541.0,9896642541.0,-0.1,-0.05,-15.25,-20.76
955,872392,佳合科技,9.06,1.46,0.13,1627.0,1464296.63,5.38,9.18,8.7,8.88,8.93,0.87,1.08,22.0,1.73,531822000.0,137099544.0,1.68,1.68,-18.45,-27.87
956,873726,卓兆点胶,22.31,1.46,0.32,8565.0,19223743.32,4.59,22.97,21.96,22.48,21.99,0.83,4.91,20.67,2.96,1831143358.0,389117991.0,0.04,0.0,-30.91,-48.88
957,600178,东安动力,10.47,1.45,0.15,254324.0,265175335.0,6.3,10.7,10.05,10.37,10.32,0.97,5.5,124.65,1.96,4978412757.0,4837977600.0,-0.1,-0.29,-17.04,-29.4
958,762,西藏矿业,21.64,1.45,0.31,147754.0,319531544.79,5.81,22.07,20.83,21.15,21.33,0.97,2.84,74.81,3.67,11278208390.0,11270125374.0,0.0,-0.14,-22.8,-24.34
959,600573,惠泉啤酒,9.08,1.45,0.13,50426.0,45890008.0,4.36,9.24,8.85,8.89,8.95,0.81,2.02,46.77,1.82,2270000000.0,2270000000.0,0.0,0.0,-13.44,-12.52
960,301238,瑞泰新材,20.28,1.45,0.29,396780.0,807370462.18,8.4,20.98,19.3,19.61,19.99,1.04,18.6,29.98,2.06,14871999324.0,4326399324.0,-0.34,-0.39,10.58,15.69
961,2088,鲁阳节能,13.29,1.45,0.19,71065.0,94004979.03,3.97,13.42,12.9,13.04,13.1,0.63,1.6,12.93,2.38,6729160068.0,5912770598.0,-0.3,-0.37,-6.74,-6.74
962,300890,翔丰华,32.88,1.45,0.47,212628.0,681229375.74,15.92,34.59,29.43,31.43,32.41,1.14,21.84,70.13,2.08,3594978892.0,3201138635.0,-0.39,-0.33,1.26,-4.92
963,603439,贵州三力,14.71,1.45,0.21,57715.0,85073930.0,3.86,14.95,14.39,14.5,14.5,1.16,1.41,28.63,4.42,6029073197.0,6006655157.0,-0.07,-0.2,-20.36,-22.09
964,49,德赛电池,22.43,1.45,0.32,47471.0,106169266.73,4.21,22.69,21.76,22.13,22.11,1.02,1.23,15.35,1.37,8627442318.0,8624271366.0,0.04,-0.04,-10.92,-17.29
965,603721,中广天择,28.77,1.45,0.41,174504.0,498901261.0,12.94,30.68,27.01,27.87,28.36,1.03,13.42,-431.31,7.27,3740100000.0,3740100000.0,0.1,-0.21,13.63,2.6
966,2902,铭普光磁,23.18,1.44,0.33,188010.0,433905259.26,6.96,23.8,22.21,22.46,22.85,0.88,12.22,-111.72,3.75,5473777587.0,3567639294.0,0.3,0.26,14.36,1.13
967,2157,*ST 正邦,2.82,1.44,0.04,330738.0,92470694.49,3.6,2.84,2.74,2.78,2.78,0.75,0.56,-6.98,1.37,26220589376.0,16718566969.0,-0.35,0.0,9.73,5.22
968,2605,姚记科技,21.87,1.44,0.31,134625.0,294417381.98,7.0,22.6,21.09,21.5,21.56,1.72,4.08,12.12,2.8,9012644277.0,7211862944.0,-0.14,0.0,6.32,-1.58
969,2058,威尔泰,9.18,1.44,0.13,36585.0,33350777.0,8.4,9.5,8.74,9.04,9.05,0.88,2.56,-97.11,8.77,1316855688.0,1313821230.0,0.0,-0.22,-31.29,-34.05
970,600926,杭州银行,12.01,1.44,0.17,370000.0,443521306.0,3.38,12.15,11.75,11.79,11.84,1.64,0.69,4.95,0.64,71222732614.0,64406574176.0,0.08,0.25,16.6,19.98
971,2633,申科股份,6.36,1.44,0.09,48001.0,30224149.0,7.18,6.5,6.05,6.3,6.27,1.58,3.21,-94.67,2.25,954000000.0,950303250.0,-0.47,-0.16,-42.86,-45.59
972,301042,安联锐视,35.38,1.43,0.5,88749.0,332581694.95,13.82,39.99,35.17,36.51,34.88,3.89,20.98,54.87,2.11,2453948273.0,1496326658.0,0.23,0.2,-3.49,-9.74
973,301062,上海艾录,9.91,1.43,0.14,27516.0,27101311.62,3.38,10.01,9.68,9.68,9.77,0.65,1.15,52.71,3.42,3967882738.0,2371623205.0,0.2,0.1,-4.53,-8.41
974,600539,狮头股份,4.25,1.43,0.06,99602.0,42314533.0,8.11,4.39,4.05,4.22,4.19,1.72,4.33,-42.88,2.37,977500000.0,977500000.0,-0.7,-0.47,-41.38,-40.73
975,300724,捷佳伟创,58.83,1.43,0.83,63209.0,369633874.37,4.81,59.7,56.91,57.55,58.0,1.26,2.31,12.57,2.46,20483143251.0,16127543952.0,0.12,0.12,-15.44,-20.51
976,2716,湖南白银,3.55,1.43,0.05,1225935.0,424056474.57,7.71,3.6,3.33,3.4,3.5,0.58,5.55,-394.29,3.01,10021964693.0,7847200762.0,0.28,0.57,32.96,25.89
977,2158,汉钟精机,20.67,1.42,0.29,76334.0,157462819.86,2.6,20.81,20.28,20.38,20.38,1.26,1.43,12.83,2.99,11052747953.0,11029158006.0,-0.05,0.0,-2.78,-7.14
978,603178,圣龙股份,26.38,1.42,0.37,77235.0,203415128.0,6.69,26.84,25.1,26.08,26.01,1.18,3.27,132.45,4.93,6236545421.0,6236545421.0,-0.08,0.15,-27.51,-43.09
979,600582,天地科技,7.85,1.42,0.11,403322.0,316372047.0,2.45,7.92,7.73,7.74,7.74,1.0,0.97,13.78,1.42,32487922802.0,32487922802.0,-0.13,-0.25,36.05,44.3
980,2367,康力电梯,7.17,1.41,0.1,115128.0,82331287.0,5.23,7.35,6.98,7.06,7.07,0.67,2.19,15.69,1.66,5727296961.0,3776944363.0,-0.14,-0.28,-2.18,-4.65
981,603596,伯特利,52.38,1.41,0.73,63819.0,334479823.0,6.82,53.83,50.31,51.29,51.65,0.99,1.48,25.46,4.0,22693715089.0,22644032659.0,0.04,-0.02,-11.39,-24.42
982,605398,新炬网络,20.82,1.41,0.29,28293.0,59259236.0,5.85,21.7,20.5,21.7,20.53,2.01,2.43,54.82,2.34,2427955301.0,2427955301.0,0.14,0.39,-24.84,-29.52
983,600420,国药现代,10.06,1.41,0.14,430406.0,434867836.0,3.73,10.26,9.89,9.9,9.92,0.89,3.6,19.5,1.09,13492197282.0,12032463305.0,0.0,0.1,7.36,2.76
984,301566,达利凯普,15.88,1.4,0.22,37309.0,59146075.33,4.53,16.17,15.46,15.67,15.66,0.84,8.16,48.04,5.15,6352158800.0,726127514.0,0.19,0.0,-35.5,-45.22
985,605222,起帆电缆,16.61,1.4,0.23,21139.0,34803799.0,2.87,16.67,16.2,16.34,16.38,0.67,0.51,16.41,1.58,6945254972.0,6858276707.0,0.06,0.12,-9.14,-13.85
986,688033,天宜上佳,9.39,1.4,0.13,177932.0,166224095.0,5.72,9.58,9.05,9.22,9.26,1.06,3.16,36.29,1.01,5279044816.0,5279044816.0,0.0,0.11,-39.5,-44.44
987,688028,沃尔德,15.9,1.4,0.22,22757.0,36158023.0,6.06,16.3,15.35,15.7,15.68,0.78,1.66,24.06,1.27,2439272170.0,2178800786.0,0.25,-0.13,-30.54,-36.12
988,603956,威派格,6.52,1.4,0.09,46123.0,29965323.0,5.91,6.68,6.3,6.57,6.43,1.1,0.91,-42.16,1.78,3303682526.0,3303682526.0,0.15,0.0,-16.94,-17.88
989,600123,兰花科创,11.61,1.4,0.16,315272.0,365455796.0,2.79,11.68,11.36,11.37,11.45,1.21,2.12,8.22,1.11,17242243200.0,17242243200.0,-0.17,-0.09,8.4,12.83
990,603266,天龙股份,18.2,1.39,0.25,76001.0,138408915.0,6.07,18.66,17.57,17.99,17.95,1.36,3.82,31.24,2.56,3619738850.0,3619738850.0,0.0,-0.38,-24.1,-36.67
991,834062,科润智控,5.83,1.39,0.08,21111.0,12356476.95,4.52,5.94,5.68,5.7,5.75,0.93,1.69,14.69,1.6,1073222995.0,730139610.0,0.17,0.0,-7.17,-18.92
992,301285,鸿日达,23.32,1.39,0.32,31367.0,73270117.75,6.83,24.04,22.47,23.0,23.0,1.02,3.99,147.94,4.54,4819544400.0,1835512723.0,-0.04,-0.04,48.16,45.93
993,2387,维信诺,7.29,1.39,0.1,132253.0,97223601.3,4.73,7.5,7.16,7.28,7.19,0.66,0.96,-2.99,1.1,10129835079.0,10088218138.0,0.0,0.0,-25.23,-34.97
994,600268,国电南自,7.3,1.39,0.1,231716.0,169026468.0,2.64,7.36,7.17,7.22,7.2,0.84,2.78,27.25,1.97,6182347961.0,6090523013.0,0.0,0.14,5.19,4.73
995,786,北新建材,30.67,1.39,0.42,93531.0,287628851.74,3.01,31.07,30.16,30.3,30.25,1.38,0.57,14.7,2.22,51817205514.0,50067212670.0,0.03,0.03,11.49,31.29
996,836504,博迅生物,14.62,1.39,0.2,2935.0,4358186.06,5.83,15.11,14.27,14.3,14.42,0.75,2.35,23.75,3.28,633529922.0,182532162.0,-0.27,0.0,-0.2,-22.19
997,301117,佳缘科技,27.78,1.39,0.38,26574.0,74258174.8,7.81,28.65,26.51,27.48,27.4,1.02,5.8,59.48,1.91,2563074474.0,1272839152.0,-0.11,-0.18,-38.88,-49.04
998,300815,玉禾田,13.17,1.39,0.18,45151.0,59641697.14,4.23,13.45,12.9,12.94,12.99,1.08,1.16,8.57,1.47,5249456640.0,5107220640.0,-0.23,-0.08,-11.73,-9.79
999,688697,纽威数控,19.03,1.39,0.26,51138.0,98767022.0,6.71,19.87,18.61,18.85,18.77,1.04,6.26,19.57,3.87,6216467301.0,1554117301.0,-0.05,-0.21,9.81,1.06
1000,2048,宁波华翔,13.19,1.38,0.18,73410.0,96870046.68,3.61,13.36,12.89,12.97,13.01,1.31,1.41,9.77,0.87,10737919751.0,6885189009.0,0.08,0.08,4.93,1.38
