序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
273,603018,华设集团,9.06,4.02,0.35,1289118.0,1167663779.0,9.87,9.54,8.68,8.81,8.71,3.55,19.28,8.88,1.25,6195069695.0,6057720095.0,-0.11,-0.44,25.14,19.21
274,603515,欧普照明,16.59,4.01,0.64,45579.0,75309982.0,6.77,16.88,15.8,15.98,15.95,1.68,0.62,14.1,1.94,12383207921.0,12260769075.0,-0.24,-0.06,-4.27,-4.55
275,2216,三全食品,12.45,4.01,0.48,83039.0,102567275.7,5.76,12.59,11.9,11.95,11.97,2.22,1.32,14.86,2.65,10945841398.0,7846131544.0,0.08,0.16,-5.03,-7.09
276,688359,三孚新科,48.36,4.0,1.86,6222.0,29378153.0,7.89,48.88,45.21,46.08,46.5,0.79,1.25,-110.56,9.14,4493611200.0,2416452480.0,-0.04,0.12,-29.09,-29.8
277,2620,瑞和股份,3.13,3.99,0.12,162116.0,50300654.0,9.97,3.23,2.93,3.07,3.01,1.65,5.15,-10.81,2.21,1181556220.0,986232110.0,0.64,0.32,-49.43,-41.82
278,872351,华光源海,6.8,3.98,0.26,20294.0,13462432.97,6.27,6.87,6.46,6.57,6.54,0.98,5.76,17.31,1.36,598640985.0,239770985.0,2.1,2.87,-11.46,-26.09
279,600833,第一医药,11.3,3.96,0.43,76047.0,87395319.0,11.04,11.96,10.76,10.92,10.87,2.93,3.41,28.24,2.52,2520875721.0,2520875721.0,-0.09,0.0,-3.0,-5.99
280,603261,立航科技,32.37,3.95,1.23,67569.0,219148052.0,6.9,33.5,31.35,32.0,31.14,1.55,25.69,1015.29,2.89,2535212638.0,851242824.0,-0.09,0.06,-8.53,-5.1
281,873593,鼎智科技,29.5,3.95,1.12,24455.0,72072271.67,9.76,30.6,27.83,28.5,28.38,1.36,6.03,31.63,4.25,2833300301.0,1196499999.0,0.34,-0.17,-0.84,-23.18
282,603533,掌阅科技,21.62,3.94,0.82,433177.0,934290725.0,7.45,22.2,20.65,21.16,20.8,1.55,9.87,200.54,3.72,9488949573.0,9488949573.0,-0.09,-0.28,17.63,8.75
283,301526,国际复材,4.49,3.94,0.17,720805.0,317574429.53,10.19,4.65,4.21,4.28,4.32,1.46,13.2,30.3,2.01,16931242436.0,2451655294.0,0.0,0.22,-17.31,-18.81
284,1306,夏厦精密,59.45,3.93,2.25,21664.0,127059036.01,8.5,60.87,56.01,57.0,57.2,1.29,14.27,48.85,2.85,3685900000.0,902766798.0,-0.23,0.03,-23.18,-34.42
285,301578,辰奕智能,48.95,3.93,1.85,22185.0,109684426.88,7.47,50.42,46.9,46.9,47.1,1.5,19.5,27.22,2.63,2349600000.0,556991085.0,0.37,0.1,-29.47,-36.59
286,601083,锦江航运,11.4,3.92,0.43,404999.0,448088921.0,7.66,11.48,10.64,10.82,10.97,1.08,21.51,19.87,1.82,14752968000.0,2146555020.0,0.62,1.88,-5.24,-8.73
287,300074,华平股份,3.74,3.89,0.14,444307.0,167322304.68,13.89,4.06,3.56,3.62,3.6,1.47,8.38,-125.83,1.92,1986018166.0,1983941883.0,-0.53,-0.53,-16.33,-19.22
288,3006,百亚股份,18.44,3.89,0.69,45128.0,82794124.26,6.37,18.72,17.59,17.59,17.75,2.08,1.05,33.23,6.88,7918159972.0,7900351542.0,0.22,-0.27,22.77,21.64
289,603843,正平股份,2.94,3.89,0.11,253677.0,72658727.0,8.83,2.98,2.73,2.8,2.83,0.64,3.63,-13.05,1.4,2056892317.0,2056892317.0,0.68,0.68,-23.04,-15.76
290,2429,兆驰股份,5.35,3.88,0.2,630404.0,335433935.35,6.41,5.43,5.1,5.13,5.15,1.45,1.39,15.25,1.64,24219132247.0,24205181646.0,-0.19,0.0,-0.37,-4.12
291,2324,普利特,10.99,3.88,0.41,283773.0,306852957.81,6.81,11.11,10.39,10.58,10.58,1.09,3.66,26.32,2.84,12244473816.0,8519770952.0,-0.09,0.09,-0.45,-16.43
292,603035,常熟汽饰,15.56,3.87,0.58,115111.0,178441679.0,6.28,15.79,14.85,15.0,14.98,1.86,3.03,10.83,1.17,5913281317.0,5913281317.0,0.19,0.06,-6.66,-17.54
293,600225,卓朗科技,2.69,3.86,0.1,687028.0,184268785.0,7.34,2.79,2.6,2.79,2.59,2.86,2.02,139.75,4.02,9176650836.0,9169740366.0,0.0,0.37,-22.25,-29.21
294,605183,确成股份,15.36,3.85,0.57,68017.0,103352585.0,5.14,15.38,14.62,14.68,14.79,1.35,1.64,15.76,2.23,6411216384.0,6387965107.0,0.13,0.46,6.37,4.99
295,301277,新天地,17.25,3.85,0.64,55423.0,97389207.47,8.13,18.35,17.0,17.08,16.61,1.97,11.08,21.71,2.38,3450690000.0,863190000.0,-0.35,-0.35,-14.01,-17.11
296,2842,翔鹭钨业,5.93,3.85,0.22,168959.0,98223628.32,9.98,6.11,5.54,5.7,5.71,1.13,7.82,-30.33,1.96,1638110429.0,1280517713.0,0.34,-0.34,-31.13,-32.0
297,600301,华锡有色,14.84,3.85,0.55,105707.0,154620480.0,6.23,15.07,14.18,14.29,14.29,0.83,3.84,30.39,2.74,9387301388.0,4085981506.0,0.47,-0.27,19.68,17.97
298,2786,银宝山新,10.27,3.84,0.38,399731.0,406258403.0,7.48,10.54,9.8,10.01,9.89,1.6,8.09,-26.66,53.39,5089935240.0,5074530240.0,0.0,0.1,-35.33,-36.05
299,1301,尚太科技,34.1,3.84,1.26,48876.0,163302120.6,9.41,34.5,31.41,32.84,32.84,1.14,3.17,11.74,1.61,8891595460.0,5262298360.0,0.12,0.74,-0.38,-6.88
300,2736,国信证券,9.01,3.8,0.33,913889.0,826599754.92,8.06,9.32,8.62,8.67,8.68,4.15,1.0,13.48,1.08,86607988687.0,82340964681.0,-0.22,-0.33,9.74,5.5
301,600580,卧龙电驱,15.02,3.8,0.55,1440975.0,2171338915.0,8.5,15.59,14.36,14.46,14.47,2.12,11.01,15.99,2.01,19694826693.0,19650532713.0,-0.27,-0.53,36.17,28.05
302,830799,艾融软件,9.29,3.8,0.34,38998.0,36464904.53,11.28,9.81,8.8,8.85,8.95,2.01,3.22,37.02,5.0,1954330797.0,1123440360.0,0.22,0.0,-14.38,-30.67
303,796,*ST凯撒,3.01,3.79,0.11,98117.0,29518917.51,4.14,3.05,2.93,2.97,2.9,0.86,1.01,-15.37,-4.3,4827404637.0,2919061025.0,0.0,0.0,-20.79,-22.62
304,603669,灵康药业,3.84,3.78,0.14,49147.0,18604734.0,5.68,3.85,3.64,3.67,3.7,0.98,0.68,-21.51,2.94,2769556428.0,2769556428.0,0.26,0.26,-30.18,-30.56
305,2520,日发精机,5.22,3.78,0.19,318024.0,163051468.15,10.14,5.4,4.89,5.01,5.03,0.87,4.93,-57.28,1.98,4177279793.0,3366587693.0,2.35,2.35,-16.88,-20.67
306,836247,华密新材,19.81,3.77,0.72,92186.0,189235686.59,21.22,22.5,18.45,18.45,19.09,3.72,39.56,35.6,4.27,1846715934.0,461683936.0,-0.5,0.87,8.67,-28.2
307,605177,东亚药业,25.91,3.76,0.94,25127.0,64134615.0,4.49,25.92,24.8,24.8,24.97,0.86,2.21,25.8,1.57,2943399837.0,2943399837.0,0.12,0.23,1.37,-2.15
308,2615,哈尔斯,7.72,3.76,0.28,180569.0,137434506.56,5.65,7.74,7.32,7.48,7.44,1.18,6.26,14.42,2.45,3601197283.0,2227254601.0,0.39,0.13,2.12,5.32
309,688685,迈信林,35.3,3.76,1.28,83583.0,301963031.0,9.94,37.98,34.6,37.08,34.02,1.29,14.76,253.28,5.68,3948893345.0,1998568345.0,-0.25,-0.34,8.58,18.78
310,2281,光迅科技,37.0,3.76,1.34,682815.0,2496700064.89,11.5,38.5,34.4,35.0,35.66,1.53,9.03,53.18,3.63,29385472224.0,27967924376.0,-0.05,-0.16,51.76,29.82
311,603375,盛景微,46.64,3.74,1.68,38176.0,174260260.0,7.85,47.14,43.61,44.23,44.96,1.37,19.35,24.1,2.95,4695093349.0,920083557.0,-0.04,-0.13,22.16,22.16
312,2664,信质集团,16.66,3.74,0.6,78161.0,129664071.56,4.48,16.88,16.16,16.18,16.06,1.43,1.95,30.09,2.06,6774497450.0,6668270591.0,-0.18,-0.24,9.25,0.18
313,300045,华力创通,21.13,3.73,0.76,604840.0,1280874855.02,8.39,21.89,20.18,20.5,20.37,1.52,12.27,1580.26,8.11,14002327737.0,10413305638.0,-0.09,-0.38,9.6,-13.15
314,2253,川大智胜,9.75,3.72,0.35,150115.0,145663443.8,10.53,10.28,9.29,9.5,9.4,1.62,7.25,-12.81,1.83,2199854426.0,2019986475.0,-0.2,-0.2,-31.34,-31.82
315,688160,步科股份,46.55,3.72,1.67,31082.0,144437523.0,12.52,48.68,43.06,44.88,44.88,1.59,3.7,64.44,5.22,3910200000.0,3910200000.0,-0.13,-0.13,-5.37,-19.99
316,600629,华建集团,5.31,3.71,0.19,604371.0,322004966.0,9.18,5.55,5.08,5.1,5.12,2.84,6.4,12.12,1.04,5153652562.0,5016139046.0,0.0,-0.38,6.84,2.91
317,688037,芯源微,107.84,3.69,3.84,51313.0,553942701.0,7.67,110.99,103.01,103.01,104.0,1.6,3.72,59.35,6.25,14869735266.0,14869735266.0,-0.15,-0.29,-6.58,-19.29
318,834765,美之高,6.18,3.69,0.22,7049.0,4337499.31,8.39,6.37,5.87,5.93,5.96,1.09,1.6,22.54,1.3,430208612.0,271903283.0,0.82,0.82,-17.38,-32.75
319,688592,司南导航,37.37,3.69,1.33,6981.0,25892532.0,7.46,38.2,35.51,36.0,36.04,1.17,5.11,56.86,2.27,2322919200.0,510643374.0,0.0,-0.48,-21.33,-28.0
320,2328,新朋股份,5.07,3.68,0.18,266025.0,137642457.61,10.02,5.38,4.89,4.9,4.89,1.7,4.69,15.46,1.21,3912873900.0,2874636238.0,0.2,-0.2,-10.27,-15.08
321,301008,宏昌科技,27.63,3.68,0.98,57957.0,158254540.42,11.29,28.46,25.45,26.25,26.65,1.33,23.51,29.02,2.1,2210502120.0,681015840.0,0.47,0.58,-4.99,-8.48
322,871396,常辅股份,11.28,3.68,0.4,3145.0,3508166.41,6.34,11.45,10.76,10.8,10.88,1.13,0.75,18.93,2.28,674253878.0,473803078.0,-0.79,-0.79,0.62,-18.67
323,605166,聚合顺,10.72,3.68,0.38,37268.0,39911505.0,5.71,10.89,10.3,10.46,10.34,0.8,1.18,17.2,2.01,3382859555.0,3382859555.0,0.09,-0.09,9.61,8.06
324,603007,ST花王,5.66,3.66,0.2,64763.0,36374542.0,4.76,5.71,5.45,5.46,5.46,0.6,1.59,-50.29,7.5,2302754314.0,2302754314.0,-0.18,0.0,-14.89,3.47
325,2949,华阳国际,11.89,3.66,0.42,96792.0,114514745.0,6.8,12.11,11.33,11.44,11.47,1.7,6.47,14.45,1.59,2330922758.0,1778015464.0,0.17,0.08,-13.65,-14.89
326,960,锡业股份,17.37,3.64,0.61,599590.0,1027756180.9,4.36,17.41,16.68,16.76,16.76,0.78,3.64,20.3,1.61,28587579906.0,28587579906.0,0.35,0.4,25.05,21.3
327,600343,航天动力,7.69,3.64,0.27,100545.0,78058048.0,9.03,8.06,7.39,7.4,7.42,1.88,1.58,-63.82,2.72,4907806816.0,4907806816.0,0.0,-0.26,-21.53,-21.13
328,301127,天源环保,9.14,3.63,0.32,153059.0,143882999.88,15.42,10.36,9.0,9.39,8.82,2.87,6.19,13.59,1.6,3840923862.0,2259442970.0,0.0,0.11,-16.38,-16.83
329,2130,沃尔核材,12.6,3.62,0.44,2298480.0,2846616492.93,12.09,13.28,11.81,12.16,12.16,1.19,18.4,22.39,3.22,15874721881.0,15739279025.0,-0.32,-0.4,73.55,66.89
330,2225,濮耐股份,3.44,3.61,0.12,227961.0,77939698.1,8.13,3.55,3.28,3.39,3.32,1.72,2.76,14.03,1.03,3475679419.0,2839712645.0,0.0,0.0,-10.42,-8.99
331,834682,球冠电缆,8.04,3.61,0.28,56705.0,45309933.93,10.82,8.49,7.65,7.69,7.76,2.31,7.09,13.64,1.57,1672320000.0,642662124.0,0.37,0.37,14.53,-10.17
332,603699,纽威股份,17.82,3.6,0.62,87475.0,154620508.0,4.77,17.98,17.16,17.27,17.2,0.95,1.17,18.77,3.62,13550124620.0,13348284840.0,-0.17,-0.17,19.52,28.57
333,603958,哈森股份,9.78,3.6,0.34,91617.0,89048019.0,6.46,10.0,9.39,9.41,9.44,1.45,4.18,-3329.3,2.66,2162358000.0,2145340800.0,-0.2,-0.2,7.83,7.83
334,605077,华康股份,19.94,3.58,0.69,16103.0,31853964.0,6.13,20.28,19.1,19.1,19.25,1.68,0.7,12.77,1.63,4678075544.0,4555444544.0,0.05,-0.1,-8.7,-7.86
335,620,*ST新联,1.74,3.57,0.06,276135.0,47856408.73,2.38,1.75,1.71,1.73,1.68,1.18,0.67,123.48,1.9,10216958170.0,7212384938.0,0.0,0.0,-7.94,-7.94
336,300685,艾德生物,21.76,3.57,0.75,61851.0,134948382.5,6.71,22.39,20.98,21.03,21.01,1.37,1.57,33.17,5.09,8673586244.0,8565658167.0,0.05,-0.09,7.09,-1.0
337,688539,高华科技,35.4,3.57,1.22,3939.0,13918508.0,6.26,36.11,33.97,34.18,34.18,1.54,0.62,48.88,2.66,4701120000.0,2245138800.0,-0.17,-0.56,-20.27,-19.18
338,2033,丽江股份,11.08,3.55,0.38,497026.0,549009668.47,5.89,11.33,10.7,10.77,10.7,0.94,9.05,26.77,2.43,6088357078.0,6088240405.0,0.45,0.27,27.8,36.96
339,300680,隆盛科技,16.04,3.55,0.55,62199.0,99168839.84,4.58,16.19,15.48,15.9,15.49,1.37,3.6,28.63,2.2,3705629419.0,2775043781.0,0.38,0.25,-7.5,-14.22
340,688577,浙海德曼,60.4,3.55,2.07,6181.0,37021455.0,11.19,62.98,56.45,58.49,58.33,1.05,1.14,109.13,3.71,3274079606.0,3274079606.0,-0.13,-0.33,-20.92,-35.88
341,2035,华帝股份,6.72,3.54,0.23,501548.0,338102271.55,8.17,6.93,6.4,6.4,6.49,2.11,6.43,11.88,1.6,5696232313.0,5245114842.0,0.15,0.15,7.69,8.21
342,300083,创世纪,6.14,3.54,0.21,1224270.0,750054197.97,5.4,6.28,5.96,6.03,5.93,1.08,8.09,47.86,2.14,10346486916.0,9294229834.0,0.0,0.0,12.04,-3.0
343,2050,三花智控,21.64,3.54,0.74,853291.0,1827254583.12,8.13,22.05,20.35,20.85,20.9,1.89,2.31,28.05,4.69,80773800177.0,79853619964.0,0.14,0.09,-15.37,-26.39
344,688080,映翰通,31.89,3.54,1.09,10258.0,32127450.0,5.55,32.01,30.3,30.82,30.8,0.79,1.39,24.84,2.57,2347152537.0,2347152537.0,0.5,0.85,-17.38,-21.41
345,878,云南铜业,14.63,3.54,0.5,938308.0,1349331770.68,5.31,14.75,14.0,14.11,14.13,1.09,4.68,18.56,2.11,29313082175.0,29312436612.0,0.07,0.48,35.09,34.34
346,836270,天铭科技,11.18,3.52,0.38,7300.0,8059989.3,6.76,11.27,10.54,10.72,10.8,2.0,3.29,15.46,2.4,974672400.0,248321216.0,-0.09,0.09,-10.63,-30.43
347,600372,中航机载,11.77,3.52,0.4,644818.0,755825275.0,4.22,11.86,11.38,11.4,11.37,2.28,1.36,30.19,1.58,56953813335.0,55987557162.0,0.17,0.09,0.17,-10.7
348,1358,兴欣新材,37.26,3.5,1.26,33835.0,125354136.09,4.92,37.89,36.12,36.9,36.0,0.91,15.7,23.16,2.33,3278880000.0,803225930.0,-0.08,-0.24,-15.41,-22.38
349,603828,柯利达,2.38,3.48,0.08,302007.0,71733411.0,9.13,2.49,2.28,2.4,2.3,1.77,5.07,68.25,1.61,1418385176.0,1418336308.0,0.0,0.0,-41.52,-37.7
350,603677,奇精机械,12.21,3.47,0.41,67253.0,82773334.0,10.17,12.79,11.59,11.8,11.8,0.82,3.5,33.93,2.17,2346121866.0,2346121866.0,-0.33,-0.57,-18.76,-16.02
351,688226,威腾电气,15.26,3.46,0.51,33249.0,50398774.0,5.36,15.46,14.67,14.74,14.75,1.15,3.92,19.85,2.31,2388288885.0,1293567005.0,-0.2,-0.59,-17.47,-18.83
352,301330,熵基科技,25.0,3.43,0.83,39752.0,97768141.91,6.12,25.22,23.74,24.05,24.17,1.95,5.99,26.33,1.53,4866987700.0,1658808725.0,0.16,-0.48,-14.56,-24.47
353,2496,辉丰股份,2.41,3.43,0.08,370846.0,87576582.0,6.87,2.45,2.29,2.32,2.33,0.84,3.16,-26.72,1.96,3633291122.0,2827668460.0,-0.41,-0.41,19.9,24.87
354,600592,龙溪股份,10.25,3.43,0.34,222513.0,227125214.0,6.16,10.39,9.78,9.9,9.91,0.98,5.57,18.5,1.71,4095424103.0,4095424103.0,0.0,0.1,-1.44,-10.95
355,605118,力鼎光电,18.4,3.43,0.61,134245.0,246856000.0,7.81,18.99,17.6,18.19,17.79,1.63,3.3,48.59,5.13,7491160720.0,7482732600.0,0.22,0.22,-10.42,-23.94
356,600552,凯盛科技,11.79,3.42,0.39,229997.0,270869686.0,7.63,12.09,11.22,11.3,11.4,1.19,2.57,86.95,2.74,11136915280.0,10556932510.0,0.08,0.0,-0.17,-11.55
357,300781,因赛集团,52.72,3.41,1.74,164975.0,860703905.24,12.61,55.5,49.07,49.89,50.98,1.38,20.34,132.49,8.54,5797607434.0,4275812633.0,0.04,0.46,33.5,17.16
358,601628,中国人寿,28.5,3.41,0.94,247198.0,702062247.0,5.44,28.86,27.36,27.47,27.56,1.74,0.12,38.16,1.75,805544092500.0,593470605000.0,0.0,0.07,10.17,0.53
359,2011,盾安环境,11.53,3.41,0.38,217613.0,248128787.73,6.01,11.62,10.95,11.16,11.15,1.31,2.37,17.06,2.88,12284479178.0,10565079435.0,0.0,0.09,-11.44,-16.15
360,301550,斯菱股份,29.47,3.4,0.97,29072.0,85256132.12,7.75,30.11,27.9,28.38,28.5,1.42,10.57,21.71,2.03,3241700000.0,810425000.0,-0.37,-0.24,-31.05,-36.46
361,630,铜陵有色,4.26,3.4,0.14,3668870.0,1542047399.43,5.1,4.29,4.08,4.1,4.12,1.11,3.49,15.71,1.69,53961462545.0,44842737347.0,0.47,0.47,29.88,29.88
362,404,长虹华意,7.92,3.39,0.26,520581.0,414747650.76,11.49,8.43,7.55,7.66,7.66,2.29,7.51,15.22,1.44,5512288154.0,5493632538.0,0.25,0.25,30.05,34.47
363,300695,兆丰股份,42.7,3.39,1.4,5915.0,25107512.0,6.61,43.43,40.7,41.29,41.3,1.21,0.83,16.49,1.2,3028705534.0,3028705534.0,-0.05,-0.12,-18.73,-19.37
364,603518,锦泓集团,10.09,3.38,0.33,335764.0,339160251.0,4.92,10.38,9.9,10.09,9.76,1.49,9.78,13.79,1.08,3502048824.0,3465608789.0,0.3,0.2,-10.71,0.7
365,605228,神通科技,9.79,3.38,0.32,66862.0,65248146.0,7.39,10.02,9.32,9.82,9.47,1.37,1.59,136.77,2.76,4165631049.0,4124875279.0,-0.31,-0.61,-10.1,-17.1
366,300952,恒辉安防,19.96,3.37,0.65,28215.0,55829429.86,10.56,20.55,18.51,19.31,19.31,1.18,5.14,23.36,2.64,2905667160.0,1094858954.0,0.05,0.0,-5.22,-8.36
367,688667,菱电电控,48.81,3.35,1.58,4668.0,22630683.0,7.01,49.9,46.59,48.01,47.23,0.82,0.9,51.47,1.59,2528950553.0,2528950553.0,0.08,0.06,-31.64,-40.5
368,600469,风神股份,5.87,3.35,0.19,181770.0,106533084.0,5.46,5.95,5.64,5.64,5.68,1.14,2.49,11.4,1.33,4281876613.0,4281876613.0,0.34,0.34,-5.78,-4.86
369,300836,佰奥智能,19.78,3.34,0.64,20173.0,38618316.8,8.15,19.79,18.23,18.97,19.14,1.12,4.72,224.32,2.32,1266561584.0,845415081.0,0.2,0.2,-26.39,-30.4
370,600861,北京人力,19.18,3.34,0.62,27082.0,51800427.0,5.77,19.48,18.41,18.65,18.56,1.33,0.85,23.46,1.83,10858041931.0,6076318922.0,-0.05,-0.62,2.35,2.35
371,603486,科沃斯,35.31,3.34,1.14,73273.0,258731200.0,6.88,36.16,33.81,34.16,34.17,1.73,1.29,25.29,3.11,20354899349.0,20098499315.0,-0.03,0.11,-9.07,-14.79
372,300938,信测标准,33.55,3.33,1.08,17155.0,56698909.02,7.55,34.06,31.61,32.28,32.47,1.17,2.15,23.29,3.03,3809115354.0,2671078419.0,0.09,-0.09,1.54,-6.52
373,601061,中信金属,9.35,3.31,0.3,673047.0,625825192.0,5.75,9.57,9.05,9.05,9.05,1.3,13.43,22.27,2.4,45815000000.0,4685788469.0,0.11,0.11,28.43,21.27
374,603908,牧高笛,34.6,3.31,1.11,20082.0,69003707.0,8.09,35.5,32.79,33.49,33.49,0.79,3.01,15.73,4.09,2307474000.0,2307474000.0,0.38,0.49,-11.71,-7.01
375,605055,迎丰股份,4.99,3.31,0.16,81612.0,40500583.0,6.63,5.1,4.78,4.78,4.83,1.5,1.85,63.83,1.94,2195600000.0,2195600000.0,0.0,-0.2,-30.98,-30.21
376,2091,江苏国泰,8.43,3.31,0.27,561344.0,470798200.72,6.0,8.55,8.06,8.16,8.16,1.61,3.51,8.69,0.9,13720766859.0,13464657347.0,0.48,0.48,9.48,7.66
377,2255,海陆重工,5.32,3.3,0.17,243453.0,128726892.72,5.83,5.41,5.11,5.15,5.15,1.03,3.75,13.17,1.17,4480882013.0,3454607133.0,0.0,0.0,-4.66,0.57
378,603663,三祥新材,16.63,3.29,0.53,695605.0,1144959668.0,16.4,17.53,14.89,15.4,16.1,1.19,16.46,64.54,5.56,7051417112.0,7029513406.0,-0.48,-1.54,36.65,51.32
379,688308,欧科亿,23.22,3.29,0.74,58581.0,138140298.0,7.56,24.36,22.66,22.72,22.48,0.93,3.69,22.21,1.44,3686911260.0,3686911260.0,0.09,0.35,-6.22,-16.77
380,836221,易实精密,14.75,3.29,0.47,29641.0,43945856.23,8.05,15.24,14.09,14.14,14.28,1.64,10.3,27.69,3.92,1426325000.0,424531550.0,0.68,0.41,-10.06,-14.24
381,688089,嘉必优,13.22,3.28,0.42,31199.0,41037540.0,7.34,13.56,12.62,12.9,12.8,1.01,1.85,24.31,1.51,2225046566.0,2225046566.0,0.23,0.46,-21.91,-26.15
382,600983,惠而浦,8.5,3.28,0.27,42693.0,36430238.0,7.78,8.79,8.15,8.24,8.23,1.24,0.56,345.23,2.64,6514731500.0,6514731500.0,-0.12,0.0,-12.19,-4.39
383,601699,潞安环能,23.94,3.28,0.76,606846.0,1459204034.0,6.9,25.0,23.4,23.87,23.18,1.32,2.03,9.04,1.49,71614336248.0,71614336248.0,-0.08,0.25,5.46,9.27
384,2836,新宏泽,6.0,3.27,0.19,55053.0,32575605.96,8.43,6.13,5.64,5.83,5.81,1.32,2.39,101.51,3.8,1382400000.0,1382400000.0,0.5,0.5,-32.2,-31.43
385,601238,广汽集团,8.89,3.25,0.28,641457.0,568624697.0,5.81,9.1,8.6,8.62,8.61,1.01,0.87,21.05,0.81,93228578854.0,65450274511.0,0.0,0.23,4.96,1.6
386,2826,易明医药,7.94,3.25,0.25,104529.0,83495361.14,6.5,8.28,7.78,7.91,7.69,1.59,5.94,47.53,2.01,1513981335.0,1397694548.0,0.13,-0.13,-32.02,-33.11
387,300930,屹通新材,18.2,3.23,0.57,27195.0,48457292.5,8.45,18.5,17.01,18.0,17.63,1.42,2.72,31.52,2.18,1820000000.0,1820000000.0,0.05,0.78,-19.61,-23.91
388,603599,广信股份,14.72,3.23,0.46,80883.0,117453331.0,5.54,14.87,14.08,14.22,14.26,1.46,0.89,7.59,1.43,13399164758.0,13399164758.0,0.0,-0.27,-0.41,1.52
389,605158,华达新材,7.7,3.22,0.24,72231.0,54753497.0,4.16,7.72,7.41,7.47,7.46,0.84,1.41,13.01,1.69,3937934000.0,3937934000.0,0.13,0.13,-9.41,1.32
390,2189,中光学,14.77,3.21,0.46,186004.0,282160099.94,10.62,15.74,14.22,14.35,14.31,2.18,7.12,-24.08,3.15,3857913262.0,3857410418.0,-0.07,0.07,-9.66,-36.64
391,600210,紫江企业,6.11,3.21,0.19,1691788.0,1041579157.0,7.77,6.39,5.93,5.97,5.92,1.55,11.15,16.56,1.61,9267257925.0,9267257925.0,-0.33,0.33,31.12,30.0
392,300965,恒宇信通,29.6,3.21,0.92,23274.0,69478388.58,14.71,31.9,27.68,28.65,28.68,1.52,14.17,427.28,1.29,1776000000.0,486291000.0,0.1,0.2,-40.8,-44.24
393,688456,有研粉材,26.11,3.2,0.81,11547.0,30509909.0,8.85,27.25,25.01,25.01,25.3,1.5,1.11,49.23,2.33,2706562600.0,2706562600.0,-0.08,-0.19,-3.3,-7.31
394,301149,隆华新材,10.97,3.2,0.34,53890.0,59012709.99,4.8,11.1,10.59,10.59,10.63,1.08,2.91,19.02,2.56,4717100197.0,2031220766.0,0.0,0.0,-13.55,-11.32
395,601601,中国太保,24.27,3.19,0.75,684917.0,1659904965.0,5.06,24.6,23.41,23.43,23.52,1.66,1.0,8.57,0.94,233485687113.0,166129156113.0,-0.08,0.0,10.07,2.06
396,552,甘肃能化,3.56,3.19,0.11,1016076.0,358879954.51,4.64,3.58,3.42,3.42,3.45,1.11,3.4,10.96,1.21,19052388406.0,10626703963.0,0.0,0.0,15.58,16.72
397,601956,东贝集团,5.18,3.19,0.16,437171.0,225563898.0,4.98,5.28,5.03,5.1,5.02,1.45,7.1,17.1,1.3,3222821434.0,3188675599.0,0.39,0.58,-12.65,-13.23
398,300337,银邦股份,6.52,3.16,0.2,322235.0,209741661.17,4.59,6.65,6.36,6.47,6.32,0.99,4.53,83.1,3.27,5358918400.0,4638223250.0,0.15,0.0,-10.56,-19.41
399,300989,蕾奥规划,16.65,3.16,0.51,99237.0,162850166.52,8.61,17.08,15.69,15.94,16.14,1.57,24.5,91.82,2.63,2712135150.0,674325000.0,-0.18,-0.18,-17.74,-14.09
400,600006,东风汽车,7.53,3.15,0.23,1061655.0,797860500.0,7.26,7.74,7.21,7.29,7.3,1.64,5.31,75.28,1.81,15060000000.0,15060000000.0,0.0,0.13,35.19,30.5
401,888,峨眉山Ａ,13.76,3.15,0.42,1071080.0,1478291102.48,11.77,14.43,12.86,12.9,13.34,0.96,20.33,31.85,2.91,7250324284.0,7250324284.0,0.22,-0.22,35.83,54.09
402,300732,设研院,7.55,3.14,0.23,199864.0,150868973.49,8.74,7.77,7.13,7.25,7.32,2.36,6.17,17.93,0.86,2448505483.0,2444197778.0,0.0,0.0,-15.83,-14.5
403,603363,傲农生物,3.95,3.13,0.12,474852.0,185072382.0,11.75,4.12,3.67,3.84,3.83,1.3,6.44,-2.0,3.23,3437585231.0,2912947361.0,-0.25,-0.5,-30.82,-34.93
404,2296,辉煌科技,7.26,3.13,0.22,175544.0,126432706.78,7.24,7.4,6.89,7.17,7.04,1.13,5.05,19.14,1.46,2828353849.0,2524268923.0,0.0,0.55,-8.68,-12.0
405,603159,上海亚虹,12.22,3.12,0.37,19246.0,23555785.0,8.1,12.7,11.74,11.84,11.85,0.95,1.37,52.9,3.49,1710800000.0,1710800000.0,0.16,-0.16,-24.15,-25.49
406,2384,东山精密,14.21,3.12,0.43,482975.0,690379138.6,5.22,14.63,13.91,14.02,13.78,1.63,3.47,12.37,1.34,24297214717.0,19755812581.0,-0.21,-0.28,-8.79,-21.84
407,2145,中核钛白,3.98,3.11,0.12,863452.0,343936092.27,4.92,4.05,3.86,3.89,3.86,1.08,2.23,29.25,1.29,15406684734.0,15405301127.0,0.0,0.25,-7.23,-11.16
