Name of Institution,Street Address,City,ZIP Code,County,Georeference
New York Community Bank,653 MONTAUK HIGHWAY,WEST BABYLON,11704,Suffolk,POINT (-73.345857232 40.686139264)
New York Community Bank,66-77 FRESH POND ROAD,RIDGEWOOD,11385,Queens,POINT (-73.896829483 40.706646513)
New York Community Bank,1400 OLD NORTHERN BOULEVARD,ROSLYN,11576,Nassau,POINT (-73.647289078 40.800779434)
New York Community Bank,411 JERICHO TURNPIKE,MINEOLA,11501,Nassau,POINT (-73.651639872 40.745322625)
New York Community Bank,1759 CENTRAL PARK AVENUE,YONKERS,10710,Westchester,POINT (-73.841888315 40.958973195)
New York Community Bank,2320 CENTRAL PARK AVENUE,YONKERS,10710,Westchester,POINT (-73.828918382 40.977481772)
New York Community Bank,780 PALISADE AVENUE,YONKERS,10703,Westchester,POINT (-73.88521203 40.96027131)
New York Community Bank,ONE MANOR HOUSE SQUARE,YONKERS,10701,Westchester,POINT (-73.898363371 40.935611944)
New York Community Bank,936 THIRD AVENUE,NEW YORK,10022,New York,POINT (-73.968079264 40.759822941)
New York Community Bank,41-11 BELL BOULEVARD,BAYSIDE,11361,Queens,POINT (-73.770649821 40.763343089)
New York Community Bank,1608 KINGS HIGHWAY,HOMECREST,11229,Kings,POINT (-73.957093774 40.609138785)
New York Community Bank,93 22 JAMAICA AVENUE,WOODHAVEN,11421,Queens,POINT (-73.851757056 40.693705525)
New York Community Bank,196-21 NORTHERN BOULEVARD,FLUSHING,11358,Queens,POINT (-73.796280379 40.758214141)
New York Community Bank,106-19 CONTINENTAL AVENUE,FOREST HILLS,11375,Queens,POINT (-73.847132261 40.71633298)
New York Community Bank,104-08 ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH,11694,Queens,POINT (-73.825537038 40.583480313)
New York Community Bank,82 10 153RD AVENUE,HOWARD BEACH,11414,Queens,POINT (-73.851772311 40.665975842)
New York Community Bank,244 19 BRADDOCK AVENUE,BELLEROSE,11426,Queens,POINT (-73.723459707 40.725182169)
New York Community Bank,80 35 JAMAICA AVENUE,WOODHAVEN,11421,Queens,POINT (-73.861182841 40.692403103)
New York Community Bank,98-16 101ST AVENUE,OZONE PARK,11416,Queens,POINT (-73.842681802 40.685078618)
New York Community Bank,33-12 30TH AVENUE,ASTORIA,11103,Queens,POINT (-73.919434554 40.765843494)
New York Community Bank,720 GRAND BOULEVARD,DEER PARK,11729,Suffolk,POINT (-73.314838155 40.759861623)
New York Community Bank,7709 13TH AVENUE,BROOKLYN,11228,Kings,POINT (-74.008725627 40.618865062)
New York Community Bank,404 PARK AVENUE SOUTH,NEW YORK,10016,New York,POINT (-73.98411879 40.743592265)
New York Community Bank,156-10 NORTHERN BOULEVARD,FLUSHING,11354,Queens,POINT (-73.80858313 40.763755311)
New York Community Bank,61-49 188 STREET,FRESH MEADOWS,11365,Queens,POINT (-73.785581511 40.739445528)
New York Community Bank,251-31 NORTHERN BOULEVARD,LITTLE NECK,11362,Queens,POINT (-73.736585683 40.76973693)
New York Community Bank,75-44 MAIN STREET,KEW GARDENS,11367,Queens,POINT (-73.820006407 40.722811809)
New York Community Bank,1092 OLD COUNTRY ROAD,PLAINVIEW,11803,Nassau,POINT (-73.468728808 40.776741268)
New York Community Bank,76-02 NORTHERN BOULEVARD,JACKSON HEIGHTS,11372,Queens,POINT (-73.890432666 40.75488315)
New York Community Bank,60-10 QUEENS BOULEVARD,WOODSIDE,11377,Queens,POINT (-73.903805657 40.740755243)
New York Community Bank,111-01 MERRICK ROAD,AMITYVILLE,11701,Suffolk,POINT (-73.41779919 40.670969403)
New York Community Bank,1214 CASTLETON AVENUE,STATEN ISLAND,10310,Richmond,POINT (-74.122866194 40.633993768)
New York National Bank,1042 Westchester Avenue,Bronx,10459,Bronx,POINT (-73.891657765 40.824623225)
New York National Bank,2256 Second Avenue,New York,10029,New York,POINT (-73.937724872 40.796769155)
New York National Bank,4211 Broadway,New York,10033,New York,POINT (-73.937590091 40.848743702)
New York National Bank,369 East 149th Street,Bronx,10451,Bronx,POINT (-73.91877406 40.816531293)
Newbank,146-01 Northern Boulevard,Flushing,11354,New York,POINT (-73.820475961 40.765186563)
Newbank,45-68 Francis Lewis Blvd.,Bayside,11361,Queens,POINT (-73.782179716 40.754804151)
Niagara's Choice Federal Credit Union,3619 Packard Road,Niagara Falls,14303,Niagara,POINT (-79.019631277 43.08899311)
Niagara's Choice Federal Credit Union,3577 Niagara Falls Boulevard,North Tonawanda,14120,Niagara,POINT (-78.846894502 43.068770721)
Niagara's Choice Federal Credit Union,621 10th Street,Niagara Falls,14301,Niagara,POINT (-79.049628684 43.093953562)
Niagara's Choice Federal Credit Union,261 West Avenue,Lockport,14094,Niagara,POINT (-78.704848475 43.167537407)
Niagara's Choice Federal Credit Union,900 Main Street,Niagara Falls,14301,Niagara,POINT (-79.055059067 43.097731663)
Niagara's Choice Federal Credit Union,2131 Sawyer Drive,Wheatfield,14304,Niagara,POINT (-78.935557184 43.092399306)
"North Country Savings Bank, The",22-24 Phillips Street,Massena,13662,St. Lawrence,POINT (-74.89171881 44.932539195)
"North Country Savings Bank, The",31 Main Street,Potsdam,13676,St. Lawrence,POINT (-74.984193665 44.668361137)
"North Country Savings Bank, The",127 Main Street,Canton,13617,St. Lawrence,POINT (-75.168516075 44.595969531)
"North Country Savings Bank, The",401 Caroline Street,Ogdensburg,13669,St. Lawrence,POINT (-75.490612623 44.696971213)
"North Country Savings Bank, The",20 COURT STREET,CANTON,13617,St. Lawrence,POINT (-75.169181598 44.596306358)
North East Community Bank,52 Baker Town Road,Monroe,10950,Orange,POINT (-74.161020617 41.33439113)
North East Community Bank,1 Freeland Street,Monroe,10950,Monroe,POINT (-74.177786854 41.320394483)
North East Community Bank,166 Route 59,Monsey,10952,New York,POINT (-74.119526927 41.112962412)
North East Community Bank,72 West Eckerson Road,Spring Valley,10977,Rockland,POINT (-74.042017038 41.127602161)
North East Community Bank,242 WEST 23RD STREET,NEW YORK,10011,New York,POINT (-73.997329676 40.744643817)
North East Community Bank,1355 1ST AVE,NEW YORK,10021,New York,POINT (-73.955857276 40.768312174)
North East Community Bank,590 East 187th Street,Bronx,10458,Bronx,POINT (-73.887824218 40.855553369)
Northern Federal Credit Union,305 Dodge Ave,Sackets Harbor,13685,Jefferson,POINT (-76.108794824 43.949490209)
Northern Federal Credit Union,88 BRIDGE STREET,WEST CARTHAGE,13619,Jefferson,POINT (-75.622362185 43.968425912)
Northern Federal Credit Union,830 Washington Street,Watertown,13601,Jefferson,POINT (-75.914587852 43.964963557)
Northern Federal Credit Union,905 Cofeen Street,Watertown,13601,Jefferson,POINT (-75.931295667 43.983952004)
Northern Federal Credit Union,748 Starbuck Ave,Watertown,13601,Jefferson,POINT (-75.894688543 43.982792578)
Northern Federal Credit Union,2 ELMWOOD AVE,ADAMS,13605,Jefferson,POINT (-76.030609988 43.810599998)
Northern Federal Credit Union,9804 State Route 812,CROGHAN,13327,Lewis,POINT (-75.391478723 43.894722454)
Northern Federal Credit Union,26424 Johnson Rd,Evans Mills,13637,Jefferson,POINT (-75.841584744 44.040170435)
Northern Federal Credit Union,3870 ROME RD,PULASKI,13142,Sullivan,POINT (-76.121638211 43.560690746)
Northern Federal Credit Union,88 PARKER AVE,MASSENA,13662,St. Lawrence,POINT (-74.881435975 44.925017569)
Northern Federal Credit Union,200 Water Street,Dexter,13634,Jefferson,POINT (-76.044987382 44.006328375)
Northern Federal Credit Union,5720 Commons Park,East Syracuse,13057,Onondaga,POINT (-76.053676985 43.049523315)
Northern Federal Credit Union,5801 NUMBER 4 ROAD,LOWVILLE,13367,Lewis,POINT (-75.47378415 43.781809878)
Northern Federal Credit Union,1180 EAST COMMERCE DRIVE,WATERTOWN,13601,Jefferson,POINT (-75.940162966 43.979663446)
Northern Federal Credit Union,145 EAST MAIN STREET,GOUVERNEUR,13642,St. Lawrence,POINT (-75.465283643 44.336589735)
Northern Federal Credit Union,120 FACTORY STREET,WATERTOWN,13601,Jefferson,POINT (-75.906805841 43.974948038)
Northfield Bank,1497 RICHMOND AVENUE,STATEN ISLAND,10314,Richmond,POINT (-74.159102083 40.611490328)
Northfield Bank,2754 HYLAN BOULEVARD,STATEN ISLAND,10306,Richmond,POINT (-74.114552687 40.564047541)
Northfield Bank,519 Forest Avenue,Staten Island,10310,Richmond,POINT (-74.107119364 40.630548764)
Northfield Bank,8512 3rd Avenue,Brooklyn,11209,Kings,POINT (-74.030994835 40.624045162)
Northfield Bank,1123 KINGS HIGHWAY,BROOKLYN,11225,Kings,POINT (-73.961115831 40.607766793)
Northfield Bank,6410 18th Avenue,Brooklyn,11204,Kings,POINT (-73.989920576 40.619599819)
Northfield Bank,24 HILLEL PLACE,BROOKLYN,11210,Kings,POINT (-73.948247681 40.632325351)
Northfield Bank,1158 Hylan Boulevard,Staten Island,10305,Richmond,POINT (-74.081457329 40.598447877)
Northfield Bank,247 AVENUE U,BROOKLYN,11223,Kings,POINT (-73.975161805 40.596897938)
Northfield Bank,1501 86TH STREET,BROOKLYN,11228,Kings,POINT (-74.008577854 40.611709138)
Northfield Bank,4602 13TH AVENUE,BROOKLYN,11219,Kings,POINT (-73.990615771 40.636681803)
Northfield Bank,355 BARD AVENUE,STATEN ISLAND,10310,Richmond,POINT (-74.106478819 40.635554353)
Northfield Bank,150 Greaves Lane,Staten Island,10308,Richmond,POINT (-74.1428313 40.554154632)
Northfield Bank,112 Court Street,Brooklyn,11201,Kings,POINT (-73.992236328 40.690297904)
Northfield Bank,4142 HYLAN BLVD,STATEN ISLAND,10308,Richmond,POINT (-74.148634343 40.538705276)
Northfield Bank,1065 Bay Street,Staten Island,10305,Richmond,POINT (-74.068342249 40.617330671)
Northfield Bank,2055 Victory Blvd,Staten Island,10314,Richmond,POINT (-74.132094669 40.612609941)
Northfield Bank,1 Hyatt Street,Staten Island,10301,Richmond,POINT (-74.076589455 40.642318549)
Northfield Bank,3227 Richmond Avenue,Staten Island,10312,Richmond,POINT (-74.16948592 40.560329203)
Northfield Bank,1731 Victory Boulevard,Staten Island,10314,Richmond,POINT (-74.121032569 40.613388033)
Northfield Bank,5775 Amboy Road,Staten Island,10309,Richmond,POINT (-74.201084522 40.527266953)
Northfield Bank,1481 Forest Avenue,Staten Island,10302,Richmond,POINT (-74.137913135 40.624441919)
Northfield Bank,6420 Amboy Road,Staten Island,10309,Richmond,POINT (-74.216693972 40.521242628)
Northwest Savings Bank,690 Kenmore Avenue,Buffalo,14216,Erie,POINT (-78.843267234 42.958163253)
Northwest Savings Bank,4381 Military Road,Niagara Falls,14305,Niagara,POINT (-79.00166098 43.126094222)
Northwest Savings Bank,1531 Niagara Falls Boulevard,Amherst,14228,Erie,POINT (-78.822295041 42.995790328)
Northwest Savings Bank,2070 George Urban Boulevard,Depew,14043,Erie,POINT (-78.734471974 42.919045707)
Northwest Savings Bank,364 Connecticut Street,Buffalo,14213,Erie,POINT (-78.887580931 42.906121315)
Northwest Savings Bank,210 West Main Street,Falconer,14733,Chautauqua,POINT (-79.201728543 42.116173712)
Northwest Savings Bank,1 West Third Street,Jamestown,14701,Chautauqua,POINT (-79.241447197 42.096169294)
Northwest Savings Bank,1055 Union Road,West Seneca,14224,Erie,POINT (-78.753369319 42.829091915)
Northwest Savings Bank,3545 Delaware Avenue,Tonawanda,14217,Erie,POINT (-78.871790934 42.980347007)
Northwest Savings Bank,4435 TRANSIT ROAD,CLARENCE,14221,Erie,POINT (-78.696154942 42.967217803)
Northwest Savings Bank,3105 Niagara Falls Boulevard,Amherst,14228,Erie,POINT (-78.823446547 43.038126106)
Northwest Savings Bank,1035 Payne Avenue,North Tonawanda,14120,Niagara,POINT (-78.87724596 43.051515987)
Northwest Savings Bank,805 Main Street,Niagara Falls,14301,Niagara,POINT (-79.054483734 43.09687168)
Northwest Savings Bank,Pine & 10th Street,Niagara Falls,14301,Niagara,POINT (-79.050528984 43.094702988)
Northwest Savings Bank,860 Long Pond Road,Rochester,14612,Monroe,POINT (-77.695991554 43.239920467)
Northwest Savings Bank,475 Plank Road,Webster,14580,Monroe,POINT (-77.507436535 43.182017902)
Northwest Savings Bank,311 Third St,Jamestown,14701,Chautauqua,POINT (-79.245104976 42.095478332)
Northwest Savings Bank,1228 JEFFERSON AVE,BUFFALO,14208,Erie,POINT (-78.854341069 42.908503787)
Northwest Savings Bank,6525 TRANSIT ROAD,EAST AMHERST,14051,Erie,POINT (-78.696268852 43.025985715)
Northwest Savings Bank,5751 South Park Avenue,Hamburg,14075,Erie,POINT (-78.825812339 42.740232387)
Northwest Savings Bank,3858 N BUFFALO RD,ORCHARD PARK,14127,Erie,POINT (-78.745732307 42.778547827)
Northwest Savings Bank,55 East Avenue,Lockport,14094,Niagara,POINT (-78.68656353 43.17167367)
Northwest Savings Bank,14 Lafayette Square,Buffalo,14203,Erie,POINT (-78.87345273 42.886205787)
Northwest Savings Bank,1248 Abbott Road,Lackawanna,14218,Erie,POINT (-78.805084144 42.830690473)
Northwest Savings Bank,2300 Grand Island Boulevard,Grand Island,14072,Erie,POINT (-78.966282391 43.024381126)
Northwest Savings Bank,1690 Sheridan Drive,Kenmore,14223,Erie,POINT (-78.871454652 42.981229789)
Northwest Savings Bank,500 Center Street,Lewiston,14092,Niagara,POINT (-79.040881162 43.173002327)
Northwest Savings Bank,311 East Fairmount Avenue,Lakewood,14750,Chautauqua,POINT (-79.303564224 42.099455754)
Northwest Savings Bank,768 Foote Avenue,Jamestown,14701,Chautauqua,POINT (-79.229174163 42.07944417)
Northwest Savings Bank,4545 Transit Road,Williamsville,14221,Erie,POINT (-78.694934872 42.971527066)
Northwest Savings Bank,29 South Erie Street,Mayville,14757,Chautauqua,POINT (-79.504190022 42.253354579)
OceanFirst Bank N.A.,583 West 235th Street,Bronx,10463,Bronx,POINT (-73.911098248 40.88597247)
OceanFirst Bank N.A.,655 Third Avenue,New York,10017,New York,POINT (-73.974534755 40.750343553)
OceanFirst Bank N.A.,4349 Katonah Avenue,Bronx,10470,Bronx,POINT (-73.867846454 40.900209551)
OceanFirst Bank N.A.,80 Garth Road,Scarsdale,10583,Westchester,POINT (-73.810002398 40.987119169)
Olean Area Federal Credit Union,180 S Main St,Allegany,14706,Cattaraugus,POINT (-78.498904788 42.09409163)
Olean Area Federal Credit Union,206 NORTH CLARK STREET,OLEAN,14760,Cattaraugus,POINT (-78.402683892 42.075440722)
Olean Area Federal Credit Union,1201 WAYNE STREET,OLEAN,14760,Cattaraugus,POINT (-78.443825794 42.084734241)
Olean Area Federal Credit Union,160 South Main St,Portville,14770,Cattaraugus,POINT (-78.338730474 42.028680766)
Orange Bank & Trust Company,91 Brookside Avenue,Chester,10918,Orange,POINT (-74.285173535 41.358078807)
Orange Bank & Trust Company,78 North Plank Road,Newburgh,12550,Orange,POINT (-74.032907334 41.525752662)
Orange Bank & Trust Company,146 North Church Street,Goshen,10924,Orange,POINT (-74.326195155 41.403767262)
Orange Bank & Trust Company,2093 Route 208,Montgomery,12549,Orange,POINT (-74.20833118 41.514858451)
Orange Bank & Trust Company,212 Dolson Avenue,Middletown,10940,Orange,POINT (-74.42922685 41.42616794)
Orange Bank & Trust Company,33 Trust Way,Middletown,10940,Orange,POINT (-74.380863018 41.449754658)
PCSB Bank,2477 Route 6,Brewster,10509,Putnam,POINT (-73.63532324 41.399811675)
PCSB Bank,249 Route 202,Somers,10589,Westchester,POINT (-73.689785411 41.328933673)
PCSB Bank,12 South Bedford Road,Mt. Kisco,10549,Westchester,POINT (-73.723583694 41.196698322)
PCSB Bank,76 North Main Street,New City,10956,Rockland,POINT (-73.988887758 41.149945045)
PCSB Bank,804 Route 9,Fishkill,12524,Dutchess,POINT (-73.901755695 41.542508966)
PCSB Bank,144 Route 22,Pawling,12564,Dutchess,POINT (-73.584363448 41.535220021)
PCSB Bank,3649 Lee Road  and  Route 6,Jefferson Valley,10535,Westchester,POINT (-73.809734369 41.332441241)
PCSB Bank,478 White Plains Road,Eastchester,10709,Westchester,POINT (-73.81276637 40.95802201)
PCSB Bank,119 GRAMATAN AVENUE,MOUNT VERNON,10550,Westchester,POINT (-73.837119822 40.914581833)
PCSB Bank,256 Route 52,Kent Lakes,10512,Putnam,POINT (-73.679967184 41.440572576)
PCSB Bank,29 Taylor Square,East White Plains,10604,Westchester,POINT (-73.747845764 41.042275518)
PCSB Bank,441 Tarrytown Road,Greenburgh,10607,Westchester,POINT (-73.797507786 41.043008473)
PCSB Bank,150 ROUTE 6,MAHOPAC,10541,Putnam,POINT (-73.756508713 41.348238788)
PCSB Bank,2002 COMMERCE STREET,YORKTOWN HEIGHTS,10598,Westchester,POINT (-73.781190232 41.276941565)
Palisades Federal Credit Union,16 ORANGETOWN CENTER,ORANGEBURG,10962,Rockland,POINT (-73.953143719 41.044433984)
Palisades Federal Credit Union,244 SOUTH MAIN STREET,NEW CITY,10956,Rockland,POINT (-73.990349646 41.139627761)
Palisades Federal Credit Union,240 EAST ROUTE 59,NANUET,10954,Rockland,POINT (-74.00135433 41.095231334)
Pathfinder Bank,214 West First Street,Oswego,13126,Oswego,POINT (-76.511201494 43.455708038)
Pathfinder Bank,291 State Route 104 East,Oswego,13126,Oswego,POINT (-76.482071866 43.46180055)
Pathfinder Bank,34 East Bridge Street,Oswego,13126,Oswego,POINT (-76.507177845 43.457591619)
Pathfinder Bank,110 WEST SIXTH STREET,OSWEGO,13126,Sullivan,POINT (-76.51639643 43.45396917)
Pathfinder Bank,3739 STATE ROUTE 13,PULASKI,13142,Sullivan,POINT (-76.112836793 43.553880408)
Pathfinder Bank,78 COUNTY ROUTE 89,OSWEGO,13126,Sullivan,POINT (-76.557848461 43.449853656)
Pathfinder Bank,516 South 2nd Street,Fulton,13069,Oswego,POINT (-76.408157561 43.314183375)
Pathfinder Bank,9255 OSWEGO ROAD,PHOENIX,13135,Sullivan,POINT (-76.359407323 43.218320218)
Pathfinder Bank,3775 State Route 31,Liverpool,13090,Onondaga,POINT (-76.252198674 43.183494081)
Pathfinder Bank,5 West 1st Street,South Fulton,13069,Oswego,POINT (-76.423102684 43.324114235)
Pathfinder Bank,109 West Fayette Street,Syracuse,13202,Onondaga,POINT (-76.152778573 43.048597659)
Pathfinder Bank,3025 East Avenue,Central Square,13036,Oswego,POINT (-76.129441092 43.286524268)
Pathfinder Bank,6194 State Route 31,Cicero,13039,Onondaga,POINT (-76.092341196 43.176238622)
Pathfinder Bank,West 2nd Street,Oswego,13126,Oswego,POINT (-76.511668556 43.45511221)
Pathfinder Bank,1897 Harwood Drive,Lacona,13083,Oswego,POINT (-76.069338655 43.643225084)
Pathfinder Bank,3361 Main Street,Mexico,13114,Oswego,POINT (-76.237232283 43.459621423)
"Patriot Bank, N.A",495 Central Park Avenue,Scarsdale,10583,Westchester,POINT (-73.812487001 41.005346948)
Pentagon Federal Credit Union,Building 602,West Point,10996,Orange,POINT (-73.963186 41.38856)
Pentagon Federal Credit Union,Building 745,West Point,10996,Orange,POINT (-73.963186 41.38856)
Pentagon Federal Credit Union,Building 683 Buckner Loop,West Point,10996,Orange,POINT (-73.969546029 41.400447236)
Pentagon Federal Credit Union,Building 1206 Stony Lonesome Rd.,West Point,10996,Orange,POINT (-73.980257397 41.382532402)
Pentagon Federal Credit Union,Building 1200,West Point,10996,Orange,POINT (-73.963186 41.38856)
Peoples Alliance Federal Credit Union,1600 Stewart Avenue,Westbury,11590,Nassau,POINT (-73.583276734 40.73580774)
Peoples Alliance Federal Credit Union,125 Wireless Boulevard,Hauppauge,11788,Suffolk,POINT (-73.266782458 40.813604601)
Peoples Alliance Federal Credit Union,3125 Veterans Memorial Highway,Ronkonkoma,11779,Suffolk,POINT (-73.134882443 40.788010042)
Peoples Alliance Federal Credit Union,132 Tuckahoe Road,Yonkers,10710,Westchester,POINT (-73.865644445 40.954866182)
Peoples Alliance Federal Credit Union,69 Altantic Avenue,Brooklyn,11201,Kings,POINT (-73.998060242 40.69142967)
Peoples Alliance Federal Credit Union,"JFK Cargo Area A, Building 14",Jamaica,11430,Queens,POINT (-73.794277 40.655851)
Pepsico Employees Federal Credit Union,700 Anderson Hill Road,Purchase,10577,Westchester,POINT (-73.692918985 41.034592665)
Pioneer Savings Bank,712 Hoosick Road,Troy,12180,Rensselaer,POINT (-73.645983177 42.743085671)
Pioneer Savings Bank,652 Albany-Shaker Road,Colonie,12211,Albany,POINT (-73.793862245 42.725783537)
Pioneer Savings Bank,2000 Second Avenue,Watervliet,12189,Albany,POINT (-73.700879781 42.730335455)
Pioneer Savings Bank,10 Kendall Way,Malta,12020,Saratoga,POINT (-73.794062405 42.972397401)
Pioneer Savings Bank,1208 Route 146,Clifton Park,12065,Saratoga,POINT (-73.821747915 42.87001304)
Pioneer Savings Bank,100 Mohawk Avenue,Cohoes,12047,Albany,POINT (-73.700357673 42.774280264)
Pioneer Savings Bank,184 Delaware Avenue,Delmar,12054,Albany,POINT (-73.813119919 42.628590424)
Pioneer Savings Bank,843 Route 146,Clifton Park,12065,Saratoga,POINT (-73.786198 42.86470499)
Pioneer Savings Bank,90 State Street,Albany,12207,Albany,POINT (-73.753284027 42.649658044)
Pioneer Savings Bank,329 Glenmont Road,Glenmont,12077,Albany,POINT (-73.790288285 42.601672235)
Pioneer Savings Bank,142 Saratoga Avenue,Waterford,12188,Saratoga,POINT (-73.690939934 42.789042891)
Pioneer Savings Bank,1761 Central Avenue,Albany,12205,Albany,POINT (-73.843415554 42.72742597)
Pioneer Savings Bank,1883 Western Avenue,Albany,12203,Albany,POINT (-73.874204799 42.692789474)
Pioneer Savings Bank,531 Troy Schenectady Road,Latham,12110,Albany,POINT (-73.76347793 42.750178689)
Pioneer Savings Bank,1828 Altamont Avenue,Rotterdam,12303,Schenectady,POINT (-73.952641391 42.781105606)
Pioneer Savings Bank,78 Main Avenue --- Route 66,Wynantskill,12198,Rensselaer,POINT (-73.64572141 42.696616274)
Pioneer Savings Bank,600 North Greenbush Road,East Greenbush,12061,Rensselaer,POINT (-73.698299748 42.646789966)
Pioneer Savings Bank,426 State Street,Schenectady,12305,Albany,POINT (-73.94173965 42.812667047)
Pioneer Savings Bank,11565 Highway 32,Greenville,12083,Greene,POINT (-74.01797313 42.427879005)
Pioneer Savings Bank,440 Main Street,Cairo,12413,Greene,POINT (-73.997651624 42.298750213)
Pioneer Savings Bank,739 Upper Glen Street,Queensbury,12804,Warren,POINT (-73.669908901 43.328359184)
Pittsford Federal Credit Uniion,20 TOBEY VILLAGE ROAD,PITTSFORD,14534,Monroe,POINT (-77.54533816 43.086961002)
Pittsford Federal Credit Uniion,1321 Pittsford Mendon Road,Mendon,14506,Monroe,POINT (-77.50798094 43.001727188)
Polish & Slavic Federal Credit Union,1919 Hylan Boulevard,Staten Island,10305,Richmond,POINT (-74.096753883 40.582879833)
Polish & Slavic Federal Credit Union,66-14 Grand Avenue,Maspeth,11378,Queens,POINT (-73.898052403 40.724331867)
Polish & Slavic Federal Credit Union,314 Great Neck Road,Copiague,11726,Suffolk,POINT (-73.393908419 40.670977533)
Polish & Slavic Federal Credit Union,1260 60th Street,Brooklyn,11219,Kings,POINT (-73.999438227 40.629262561)
Polish & Slavic Federal Credit Union,140 Greenpoint Avenue,Brooklyn,11222,Kings,POINT (-73.954944906 40.730017312)
Polish & Slavic Federal Credit Union,100 McGuinness Boulevard,Brooklyn,11222,Kings,POINT (-73.948295626 40.725247884)
Polish & Slavic Federal Credit Union,69-03 Fresh Pond Road,Ridgewood,11385,Queens,POINT (-73.895156539 40.703298697)
Ponce Bank,319 1st Avenue,New York,10003,New York,POINT (-73.980733256 40.734192967)
Ponce Bank,34-05 BROADWAY,ASTORIA,11106,New York,POINT (-73.922662928 40.760843186)
Ponce Bank,37-60 82nd Street,Jackson Heights,11372,Queens,POINT (-73.884132157 40.748051312)
Ponce Bank,207 E 106TH STREET,NEW YORK,10029,New York,POINT (-73.944204 40.791652967)
Ponce Bank,169 Smith Street,Brooklyn,11201,Kings,POINT (-73.990891284 40.685913037)
Ponce Bank,51 EAST 170TH STREET,BRONX,10452,Bronx,POINT (-73.916005769 40.839731982)
Ponce Bank,980 SOUTHERN BOULEVARD,BRONX,10459,Bronx,POINT (-73.891542681 40.82248278)
Ponce Bank,2244 Westchester Avenue,Bronx,10462,Bronx,POINT (-73.850977623 40.834133206)
Ponce Bank,1900 Ralph Avenue,Brooklyn,11234,Kings,POINT (-73.918993582 40.631053564)
Ponce Bank,2047 86th Street,Brooklyn,11214,Kings,POINT (-73.996972942 40.604034416)
Ponce Bank,100-20 Queens Boulevard,Forest Hills,11375,Queens,POINT (-73.853267307 40.726492722)
Ponce Bank,5560 Broadway,Bronx,10463,Bronx,POINT (-73.904962695 40.878370963)
Provident Bank,28-21 Astoria Boulevard,Astoria,11102,Queens,POINT (-73.919921459 40.770693221)
Provident Bank,1045 Northern Blvd,ROSLYN,11576,Nassau,POINT (-73.665427851 40.798344533)
Putnam County National Bank,12 Front Street,Croton Falls,10519,Westchester,POINT (-73.662677414 41.34818066)
Quontic Bank,31 - 05 BROADWAY,ASTORIA,11106,Queens,POINT (-73.928577382 40.763498596)
Radius Federal Credit Union,2853 DELAWARE AVENUE,KENMORE,14217,Erie,POINT (-78.869697805 42.961892152)
Reliant Community Credit Union,10 BENTON PLACE,SODUS,14551,Wayne,POINT (-77.065471605 43.231406423)
Reliant Community Credit Union,205 NORTH MAIN STREET,NEWARK,14513,Wayne,POINT (-77.094769039 43.049046804)
Reliant Community Credit Union,3255 COUNTY ROAD 10,CANANDAIGUA,14424,Ontario,POINT (-77.245216992 42.873342961)
Reliant Community Credit Union,1520 Victor Road,Macedon,14502,Wayne,POINT (-77.315246285 43.063268463)
Reliant Community Credit Union,870 Holt Road,Webster,14580,Monroe,POINT (-77.445897692 43.216813613)
Reliant Community Credit Union,625 Titus Avenue,Rochester,14617,Monroe,POINT (-77.599922874 43.2102865)
Reliant Community Credit Union,1296 State Route 332,Farmington,14425,Ontario,POINT (-77.35533282 42.973029522)
Remington Federal Credit Union,39 Central Plaza,Ilion,13357,Herkimer,POINT (-75.037127982 43.015610135)
Rhinebeck Savings Bank,6414 Montgomery Street,Rhinebeck,12572,Dutchess,POINT (-73.912467684 41.92749946)
Rhinebeck Savings Bank,1075  Violet Avenue,Hyde Park,12538,Dutchess,POINT (-73.914278594 41.786056353)
Rhinebeck Savings Bank,708 Dutchess Turnpike,Poughkeepsie,12603,Dutchess,POINT (-73.880823401 41.6982617)
Rhinebeck Savings Bank,3432 North Road,Poughkeepsie,12601,Dutchess,POINT (-73.931138708 41.723869379)
Rhinebeck Savings Bank,7350 SOUTH BROADWAY,RED HOOK,12571,Dutchess,POINT (-73.880459207 41.988036331)
Rhinebeck Savings Bank,27 Main Street,Kingston,12401,Ulster,POINT (-74.017835247 41.932914337)
Rhinebeck Savings Bank,357 East Main Street,Middletown,10940,Orange,POINT (-74.399173788 41.445473727)
Rhinebeck Savings Bank,1898 South Road,Poughkeepsie,12601,Dutchess,POINT (-73.915904432 41.618673811)
Rhinebeck Savings Bank,1476 ROUTE 9D,WAPPINGERS FALLS,12590,Dutchess,POINT (-73.964864385 41.526589469)
Rhinebeck Savings Bank,1022 Main Street,Fishkill,12524,Dutchess,POINT (-73.905094962 41.533324747)
Rhinebeck Savings Bank,252 Main Street,Goshen,10924,Orange,POINT (-74.318687485 41.404507049)
Rhinebeck Savings Bank,62 Main Street #1,Warwick,10990,Orange,POINT (-74.358760526 41.257723161)
Rhinebeck Savings Bank,456 Broadway,Newburgh,12550,Orange,POINT (-74.028480767 41.501539271)
Rhinebeck Savings Bank,2523 Route 52,Hopewell Junction,12533,Dutchess,POINT (-73.78963282 41.553830654)
Ridgewood Savings Bank,71-02 FOREST AVENUE,RIDGEWOOD,11385,Queens,POINT (-73.90021594 40.700355349)
